Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;PorteMod;HCNMod;RetFoliar;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;NRPl;AltPl;PPA;FRY;FRYC;FRYNC;IndColh;DMCsg
468;BGM-0511;7;5;5;3;2;8;2;5;1;1;1;7;1;5;3;7;5;1;1;1;1;2;1;2;3;0;3;0;4;7;1;5;0;3;8;1.5;11.98;4.14;2.910419159;22.12;1.633333333;27.33333333;59.84555556;2.444444445;2.171428571;22.49714286;6.598571429;2.453333333;4.638;23.71571429;28
470;BGM-0514;3;3;5;3;3;9;2;3;4;1;1;5;1;9;7;3;5;1;1;1;2;0;2;2;7;5;3;0;3;3;1;5;90;1;3;2.333333333;16.16;2.96;5.687536321;19.68;3.053333333;27.58333333;61.30083333;3.8125;2.290833333;22.09416667;21.80333333;15.66636364;5.336363636;47.73333333;31.48583333
473;BGM-0521;5;3;5;3;3;9;3;5;4;1;1;5;1;5;7;7;5;1;1;1;2;2;2;3;7;5;3;1;4;3;3;5;80;3;7;1.142857143;12.22;3.46;3.527685385;15.24;2.436666667;23.5;63.76666667;3.375;2.040833333;15.665;17.34333333;12.71272727;5.291818182;49.13166667;33.74916667
475;BGM-0527;5;3;5;3;3;6;2;3;1;1;1;3;1;5;3;7;5;1;2;1;3;2;2;2;3;3;3;1;4;3;3;5;90;3;3;1.428571429;15.7;2.48;6.35875996;21.6;2.41;27.625;62.8325;5.041666667;1.995384615;19.19846154;21.48923077;16.385;6.369166667;51.02461538;33.47615385
490;BGM-0550;5;7;5;3;1;5;4;5;4;2;1;5;0;5;7;7;5;1;1;1;2;3;2;2;7;0;2;1;3;5;1;5;90;3;8;1.4;14.32;3.38;4.22812084;19.54;3.48;28.77777778;46.17777778;5.111111111;2.148888889;22.93666667;13.63888889;9.5825;3.867142857;37.33111111;35.45333333
497;BGM-0560;3;3;5;3;3;6;2;5;1;3;1;5;1;5;3;3;5;1;1;1;2;1;2;1;3;5;3;1;4;3;3;5;110;3;6;1.25;14.38;4.8;3.000677875;30.44;2.3;22.45833333;62.65916667;3.333333333;1.819230769;15.41923077;15.61692308;10.26363636;5.827272727;48.23384615;31.18615385
502;BGM-0565;3;3;5;3;3;9;3;3;4;2;1;5;1;5;3;3;5;1;2;1;3;3;2;2;7;3;2;1;3;3;2;5;90;3;NA;1;12.72;3.52;3.636515351;14.3;6.393333333;13;66.34333333;2;2.056;11.36;11.206;7.82;5.4075;45.352;32.425
504;BGM-0570;9;5;5;3;3;9;2;5;3;1;1;7;1;7;3;7;5;1;2;1;2;1;2;2;7;5;3;0;4;3;2;5;0;3;6;1.428571429;13.18;2.52;5.229208896;22.82;2.113333333;23.625;50.305;3.708333333;1.668333333;17.29666667;17.39;10.54454545;6.716363636;48.62166667;32.91166667
512;BGM-0587;7;3;5;3;2;4;1;5;3;2;1;3;1;4;3;3;5;1;2;2;3;1;2;2;7;3;3;1;4;3;2;7;80;5;8;1;17.16;4.6;3.731755243;20.9;1.703333333;32.66666667;39.81333333;2.333333333;2.207222222;31.82055556;20.77;16.26764706;5.253076923;35.29833333;34.86333333
519;BGM-0598;7;5;5;5;3;7;1;5;2;1;1;3;1;5;3;3;5;1;3;1;2;2;1;1;3;5;3;0;3;3;2;7;70;5;6;1.2;16.52;4.16;4.020880605;23.58;2.876666667;26.66666667;56.42;5.111111111;2.309090909;30.32909091;30.82;26.354;6.62;51.17909091;38.735
526;BGM-0608;5;5;5;3;3;9;3;3;4;1;1;5;1;5;1;7;5;1;2;1;2;1;2;2;7;5;3;0;4;3;3;5;100;5;8;1.666666667;14.54;4.32;3.37128553;20.36;3.98;29.08333333;71.44166667;3.083333333;1.6975;18.06125;11.25625;9.52;1.785714286;37.61625;37.55428571
531;BGM-0613;7;3;5;3;3;6;4;3;4;2;1;5;1;5;7;7;5;1;1;1;3;2;1;2;7;5;3;0;4;5;2;5;90;5;8;1.6;13.48;3.64;3.710318563;18.32;3.29;27.33333333;65.54888889;4.666666667;1.80875;21.17375;19.50375;15.72714286;3.982857143;48.78125;34.87625
538;BGM-0624;7;7;3;5;2;3;4;7;4;1;1;3;1;5;3;3;5;1;1;1;2;2;2;2;7;5;3;1;3;5;3;7;70;5;3;1;16.26;5;3.255785373;26.8;1.3;22.88888889;61.07777778;2.333333333;2.043333333;20.83;20.9325;16.36272727;4.784285714;48.665;28.12833333
540;BGM-0626;7;3;5;5;3;9;2;5;4;1;1;5;0;5;7;7;3;1;1;1;2;3;1;3;7;3;3;1;3;3;1;5;100;3;6;1.25;14.04;4.34;3.234448872;20.72;2.456666667;20;47.72333333;4.666666667;1.763333333;27.034;12.49133333;8.442857143;4.539;30.70933333;35.73384615
543;BGM-0635;3;7;5;3;3;7;1;3;1;1;1;5;1;5;7;7;5;1;2;1;3;1;2;2;3;5;3;0;4;3;3;5;90;5;8;1.333333333;11.8;2.72;4.327982092;16.28;3.14;20.83333333;50.8875;3.708333333;1.837;25.384;19.169;10.60222222;6.52;41.988;35.66
544;BGM-0636;7;7;5;3;2;3;4;5;4;4;1;3;0;5;3;3;5;1;2;1;2;3;1;2;7;5;3;1;4;3;2;7;110;5;3;1;9.72;3.58;2.717100557;14.96;1.496666667;17.66666667;55.4;4;1.83625;22.27875;15.48375;13.01428571;3.151666667;40.83;36.475
551;BGM-0645;5;2;5;3;3;6;2;3;4;1;1;5;1;5;1;3;5;1;1;1;2;1;2;2;7;3;3;0;3;3;2;5;90;3;8;1.666666667;11.18;2.94;3.824972001;18.72;3.01;26.77777778;58.92222222;3.111111111;1.756666667;15.11333333;10.17444444;6.678571429;3.087142857;41.77777778;36.14
552;BGM-0646;9;3;5;3;3;6;3;3;4;1;1;5;0;2;3;7;5;1;1;1;1;0;2;1;7;5;3;0;4;3;1;5;0;3;8;1.75;15.18;4.24;3.598155111;22.98;3.016666667;23.125;65.72;2.541666667;2.093333333;24.73733333;23.24533333;17.21692308;5.504615385;46.60866667;32.166
555;BGM-0650;9;3;5;3;3;9;3;5;4;1;1;5;1;5;3;3;5;1;2;1;2;1;2;2;7;3;3;1;4;3;2;5;80;5;8;1.571428571;10.9;3.62;3.021755473;17.62;2.876666667;31.375;69.235;3.791666667;1.585;12.57357143;17.76928571;14.23461538;4.229230769;58.02;34.29846154
556;BGM-0651;7;7;5;3;2;3;1;3;2;1;1;5;1;9;3;7;5;1;2;1;1;0;2;2;7;3;3;0;3;3;2;5;0;3;6;1.625;10.28;1.98;5.200718463;15.26;2.35;24.95833333;58.47166667;2.791666667;1.760833333;19.89083333;10.815;6.609;4.05;37.21;34.086
557;BGM-0652;7;7;3;5;2;4;4;5;4;1;1;5;0;4;7;7;5;1;1;1;1;0;1;2;7;0;3;0;3;3;2;5;0;1;NA;1.333333333;15.22;3.78;4.025881752;22.6;1.826666667;31.33333333;48.49666667;7.333333333;1.714;12.376;12.356;8.465;5.3775;48.584;36.312
560;BGM-0657;5;1;5;3;3;6;3;3;3;3;1;5;1;5;7;7;5;1;2;1;2;NA;2;2;7;5;3;1;4;3;2;3;100;5;4;1.285714286;14.38;3.52;4.086127572;15.66;2.436666667;24.08333333;57.47666667;4.383333333;1.728181818;13.59636364;10.18090909;6.443;3.728;41.78727273;35.12272727
570;BGM-0668;7;7;1;3;1;4;1;5;1;1;1;5;1;5;3;7;5;1;1;1;2;1;2;2;3;3;2;0;4;3;1;3;90;5;NA;1;10.4;3.34;3.127691668;14.08;1.653333333;30;30.60666667;5.333333333;1.1775;9.276666667;7.28;4.165;2.13;37.69666667;35.25
571;BGM-0669;3;7;5;5;3;6;1;5;1;1;3;5;1;5;7;NA;5;1;NA;1;2;2;NA;2;3;5;3;0;4;3;3;5;100;5;8;1.5;10.44;2.88;3.640849219;15.1;3.033333333;27;59.2825;2.666666667;1.821428571;13.24;13.24285714;10.46857143;2.775714286;39.46;34.09
572;BGM-0670;7;3;5;3;3;6;2;3;4;2;1;7;1;5;3;7;5;1;4;1;1;0;1;2;7;5;2;0;3;3;1;3;0;1;8;2;16.82;5.32;3.18011112;24.72;2.813333333;19.55555555;51.78555556;3.444444445;2.096666667;27.94888889;11.72555556;7.25625;4.365714286;27.14;31.865
573;BGM-0671;3;2;5;3;3;6;3;3;4;1;2;5;1;5;3;7;5;1;1;1;2;0;2;2;7;5;3;0;4;3;1;5;60;1;3;1.142857143;12.3;2.5;5.0000481;18.54;1.876666667;25;58.71416667;5;1.587857143;9.008571429;15.27428571;10.54692308;5.196923077;60.65357143;29.63928571
585;BGM-0695;7;3;5;3;2;8;3;3;4;1;1;5;1;2;3;3;5;1;2;1;2;3;1;2;7;5;3;0;4;3;2;7;100;5;8;2;14.02;4.36;3.219590495;19.84;2.563333333;27;57.80666667;2.666666667;1.954;16.894;12.172;9.28;2.8725;43.264;33.716
588;BGM-0700;5;5;5;3;1;8;1;5;4;2;1;5;1;5;3;3;5;1;1;1;3;1;2;2;3;5;3;0;3;3;2;5;90;5;8;1.166666667;14.04;3.42;4.114596624;15.2;2.17;22;56.49555556;3.222222222;2.415454545;19.43454545;15.87090909;10.451;4.61;40.31818182;35.114
589;BGM-0702;7;7;3;3;2;6;3;5;2;1;1;5;1;2;3;3;5;1;1;1;2;2;2;2;3;3;2;1;3;3;2;7;90;5;8;1.25;13.46;3.36;4.037449221;10.46;2.453333333;23.11111111;62.10888889;3.444444445;2.230625;27.06533333;21.796;17.17071429;5.744545455;45.63666667;36.09153846
591;BGM-0706;5;5;5;5;2;6;3;3;4;2;1;5;1;2;3;3;5;1;1;1;3;0;1;3;7;3;3;0;3;3;2;7;80;3;8;1.4;19.36;4.44;4.34501332;25.34;2.06;20.77777778;50.16888889;3;2.2975;23.84416667;10.78833333;7.15;3.197142857;27.78916667;39.22090909
592;BGM-0707;3;2;5;3;3;6;3;3;4;3;1;5;1;5;3;7;5;1;1;1;2;2;2;2;7;5;2;1;4;3;1;3;80;5;4;1.142857143;20.34;5.44;3.754841218;25.4;2.336666667;21.75;53.9725;3.208333333;1.8825;23.4075;20.47916667;15.99909091;5.741;43.02916667;35.50363636
594;BGM-0711;3;3;5;3;3;6;2;3;3;1;1;3;0;5;1;3;5;1;1;1;3;3;1;2;3;3;2;1;4;3;2;5;100;5;6;1.125;9.2;2.64;3.500389234;16.68;2.75;20.79166667;49.42333333;1.75;1.854615385;22.53230769;14.09538462;11.37090909;2.327272727;32.02461538;34.74333333
596;BGM-0714;5;5;5;3;3;9;3;3;4;1;1;5;0;5;3;7;5;1;1;1;2;0;2;1;7;5;3;0;4;3;1;5;90;1;4;2;17.08;4.68;3.675384278;26.14;3.516666667;22.16666667;60.92666667;5.833333333;2.42;29.85153846;33.56384615;23.0825;10.20583333;51.68384615;34.00923077
600;BGM-0726;9;7;5;5;2;9;3;5;4;1;1;3;0;3;3;7;5;1;1;1;3;3;1;2;7;5;2;1;3;3;2;5;100;1;8;1.25;10.58;2.52;4.276339523;14.6;1.596666667;22.10416667;54.88;3.833333333;1.804666667;12.532;12.47533333;7.811428571;5.095;48.69533333;34.93857143
602;BGM-0729;5;7;5;3;3;7;1;3;1;4;3;5;0;5;1;7;5;1;1;1;3;2;2;2;3;5;2;0;4;3;3;5;70;5;8;1.333333333;12.64;2.96;4.264849936;14.14;3.443333333;25.76666667;67.1175;2.5;1.88;11.24;12.39454545;10.015;3.519;39.38;32.52888889
603;BGM-0733;7;5;5;3;2;3;4;5;4;1;3;5;1;5;3;3;5;1;3;1;3;1;2;2;7;5;2;1;3;5;2;7;80;5;8;2.4;17.56;4.3;4.100668867;17.88;1.763333333;17.33333334;57.05666667;2.222222222;2.404166667;23.6875;15.42;12.68454545;4.92;39.93166667;35.095
604;BGM-0737;7;7;5;3;3;8;2;5;4;1;1;5;1;6;3;3;5;1;1;1;1;1;2;2;7;NA;3;0;4;NA;2;5;0;3;2;1;16.52;2.24;7.368045361;23.06;2.266666667;25.66666667;40.06333333;5.333333333;2.1175;15.735;20.7925;19.24;4.42;56.885;34.3925
606;BGM-0745;7;7;3;7;2;5;2;5;4;4;1;5;0;5;3;7;5;1;1;1;3;1;NA;2;7;5;2;0;4;7;2;5;90;5;NA;NA;15.16;3.96;3.829620596;26.42;NA;NA;NA;NA;2.21;29.54272727;19.17181818;15.45636364;4.468571429;41.31545455;32.527
608;BGM-0756;3;3;5;5;3;6;1;5;3;2;3;5;0;5;3;3;5;1;2;1;2;NA;NA;2;7;5;3;0;4;3;3;7;110;3;8;1;13.46;2.9;4.707357633;19.6;3.89;23;76.4;1.333333333;2.221666667;15.43;10.38;5.796666667;4.585;36.465;35.128
609;BGM-0760;5;2;5;3;3;9;3;3;1;4;3;1;1;5;3;3;5;1;2;1;2;3;1;3;7;5;3;0;4;3;1;7;90;3;6;1;11.24;2.78;4.058768632;15.4;3.543333333;33;62.78333333;3.666666667;2.0425;16.45375;24.15375;21.42166667;4.921666667;54.095;31.63625
610;BGM-0776;7;7;9;9;3;9;2;7;4;2;3;5;1;5;3;3;5;1;1;1;3;2;2;2;7;5;2;1;3;5;2;7;100;3;8;1.6;17.14;4.14;4.156981982;19.8;3.64;24.66666667;65.14444444;3.777777778;1.9125;16.665;11.245;7.342727273;3.995714286;38.3125;32.739
611;BGM-0778;9;3;5;7;3;6;2;5;4;1;1;5;0;5;3;7;5;1;1;1;1;0;2;2;7;3;3;0;3;3;1;7;0;1;NA;1.5;19.5;5.72;3.407979764;26.54;1.52;29.33333333;56.15333333;7;1.953846154;26.87769231;22.59769231;20.77;3.41875;45.65769231;33.20692308
617;BGM-0783;7;3;5;3;2;8;3;3;4;2;1;5;1;5;3;3;5;1;3;1;2;0;2;3;7;3;3;0;3;5;1;7;90;1;8;2.666666667;16.52;4.34;3.808737374;25.14;2.486666667;24.72222222;66.63;3.888888889;2.195555556;28.98333333;12.28111111;8.49625;5.04;27.29111111;39.5325
621;BGM-0791;7;3;5;3;3;9;4;5;4;2;1;5;1;5;3;3;5;1;3;1;2;3;NA;2;7;5;3;1;3;7;1;7;110;3;NA;NA;12.88;4.12;3.144061579;17.24;NA;NA;NA;NA;2.731666667;33.665;33.14;28.19666667;3.905;48.95166667;37.775
622;BGM-0793;9;5;5;5;1;3;4;5;2;2;3;5;0;2;3;7;5;1;1;1;3;2;2;3;7;5;3;0;3;3;3;3;90;3;8;1.6;14.8;5.28;2.799157458;25.3;1.526666667;25.77777778;49.50555555;3.222222222;1.69;10.3;15.715;11.57;3.318333333;59.68833333;34.99333333
625;BGM-0805;5;5;5;3;3;7;2;5;4;1;1;5;0;5;3;3;5;1;2;1;3;2;2;2;7;5;3;0;4;3;1;5;90;5;8;3.5;13;3.34;3.894065126;19.34;2.846666667;28.33333333;56.02444445;2.666666667;2.054444444;25.70555556;14.83666667;11.31666667;3.518888889;35.64444444;36.41333333
628;BGM-0808;5;3;5;3;3;9;3;5;4;1;1;3;1;5;3;3;5;1;2;1;2;3;2;3;7;3;3;1;3;3;2;5;90;5;8;1.142857143;18.2;4.96;3.672938096;20.44;1.986666667;23.92916667;65.59083333;4.333333333;1.777;14.705;16.434;11.6;5.068888889;49.963;34.327
631;BGM-0812;7;3;5;3;3;6;3;3;4;1;1;5;1;5;3;7;5;1;2;1;2;1;2;2;7;5;3;0;3;3;2;3;90;3;8;2.25;14.68;4.4;3.345945894;22.52;2.666666667;27.10416667;71.29083333;3.333333333;1.99;25.58333333;26.094;20.42928571;5.038571429;50.97466667;36.86733333
637;BGM-0818;5;5;1;3;2;5;4;3;4;1;1;3;1;5;1;3;3;1;2;1;2;3;2;3;7;5;3;1;3;3;2;3;110;5;3;1;11.26;3.62;3.087077922;14.9;1.13;34.33333333;53.1;7;2.13375;25.7275;8.6725;4.014285714;2.643333333;21.9;39.978
638;BGM-0819;3;3;5;3;2;3;3;3;4;1;1;5;0;5;1;3;5;1;2;1;3;2;NA;2;7;5;2;NA;4;3;1;5;90;3;NA;NA;9.72;3.66;2.650276713;17.9;NA;NA;NA;NA;1.885;7.435;11.45;6.91;4.535;60.845;33.495
640;BGM-0821;3;7;3;5;1;3;4;7;4;4;1;3;0;5;3;3;5;1;2;1;4;NA;NA;2;7;3;3;0;4;7;3;7;100;5;NA;NA;14.74;5.44;2.7165373;26.32;NA;NA;NA;NA;1.825714286;30.18;18.77;16.33142857;2.2025;39.57142857;34.95375
653;BGM-0846;5;7;5;3;2;8;2;3;3;1;1;5;1;5;3;3;5;1;1;1;2;1;2;2;7;5;3;0;3;3;2;5;90;5;8;2.4;12.4;3.74;3.317325017;19.32;2.926666667;32.45833333;73.18666667;3.583333333;1.88;23.13555556;19.75444444;14.74176471;5.768;43.18888889;34.43823529
663;BGM-0858;7;7;5;5;2;6;1;5;1;3;1;5;1;3;3;3;5;1;1;1;2;2;2;2;3;5;3;1;4;3;3;5;90;3;8;1.714285714;14.14;2.18;6.54465368;20.52;3.1;27.83333333;84.70666667;3.541666667;1.694666667;13.066;18.17933333;14.57571429;4.102857143;56.86666667;34.07733333
664;BGM-0859;5;7;5;5;3;9;3;7;4;1;1;5;1;5;3;7;5;1;2;1;3;1;2;2;7;3;3;0;4;3;2;5;110;5;3;1.714285714;14.54;3.98;3.655928597;19.18;2.18;21.20833333;54.58166667;4.5;1.9775;18.69083333;14.88833333;9.905454545;5.199090909;45.5375;36.30666667
670;BGM-0870;3;3;5;3;2;8;2;5;1;4;2;3;0;5;7;7;5;1;1;1;2;0;2;2;3;3;2;0;3;3;2;5;90;3;8;1.5;12.82;4.02;3.192426119;20.18;1.99;20.33333333;64.88222222;3.666666667;1.604444444;13.06555556;14.99555556;11.00285714;2.947142857;54.54111111;32.64222222
671;BGM-0872;5;3;5;3;3;9;2;5;4;2;3;7;0;5;3;3;5;1;1;1;2;1;1;1;7;5;3;0;4;3;3;5;80;3;6;2.2;14.74;4.42;3.347812677;23.16;2.423333333;26.41666667;70.39666667;2.75;1.789;12.546;13.968;8.501111111;5.696666667;51.731;31.764
677;BGM-0879;9;9;5;3;3;6;2;5;4;4;3;7;0;5;1;3;5;1;1;1;3;0;2;3;7;5;3;0;4;3;2;5;70;3;8;2;16.18;1.5;10.82521008;13.76;2.77;25;61.58;3.444444444;1.95;19.4025;21.64375;16.21857143;5.305714286;51.23625;35.1825
680;BGM-0885;7;3;5;3;2;7;2;5;4;3;2;5;1;5;1;3;5;2;1;1;3;2;1;4;7;5;3;1;4;NA;3;3;90;3;4;1;14.6;3;4.868281372;15.68;1.44;37.33333333;58.53333333;4.666666667;2.111818182;19.21727273;34.97272727;31.166;7.456666667;64.02090909;29.59
683;BGM-0889;7;5;5;3;3;6;3;5;4;2;2;5;1;5;3;3;5;1;1;1;3;1;2;3;7;5;3;0;3;5;1;7;90;5;8;1.2;12.1;3.48;3.513973928;17.1;2.263333333;18.55555556;58.65;2.222222222;1.813333333;15.26333333;7.476666667;4.383636364;2.202857143;28.76583333;38.87111111
685;BGM-0891;5;5;5;3;3;9;3;5;4;1;1;5;0;5;3;3;5;1;1;1;2;1;NA;2;7;5;3;1;3;3;1;5;80;1;NA;NA;12.38;4.02;3.084074814;20.16;NA;NA;NA;NA;1.885;5.655;13.105;7.65;5.45;69.075;29.005
687;BGM-0893;5;1;5;3;2;5;4;3;4;2;3;3;1;5;3;7;5;1;2;1;3;1;2;3;7;3;2;0;3;3;3;5;110;5;8;1.285714286;12.48;3.3;3.784141222;19.22;1.566666667;10.06666667;57.63333333;2.083333333;2.0575;17.88666667;18.95833333;14.539;5.298;47.95416667;36.02090909
688;BGM-0894;7;3;5;3;3;9;3;5;4;1;1;5;1;5;3;3;5;2;1;1;1;1;2;2;7;5;3;0;3;3;1;7;80;3;6;1.2;14.62;4.28;3.415795832;22.84;2.033333333;21.33333333;51.13666667;2.333333333;1.839444444;20.98166667;21.97777778;18.15470588;4.767692308;49.61166667;31.93470588
689;BGM-0895;5;5;5;5;2;6;4;7;4;2;3;3;1;6;3;3;5;1;2;1;2;3;2;2;7;5;3;0;4;7;1;7;90;5;8;1;17.7;2.06;8.716497327;19.94;2.64;37;67.21;6;2.135;20.30875;23.235;19.44857143;2.173333333;54.65625;37.38125
694;BGM-0902;3;3;5;3;3;9;3;3;4;2;3;5;0;5;1;3;5;1;2;1;2;1;2;2;7;5;3;0;3;3;3;5;100;5;8;1.571428571;12.8;3.02;4.230478309;21.66;2.49;25.45833333;56.52;3.375;1.687272727;13.24727273;7.874545455;5.021;3.155;38.73727273;36.52181818
695;BGM-0903;5;7;5;3;2;5;3;5;4;1;1;5;0;5;1;3;5;1;3;1;2;3;2;3;7;5;3;0;4;3;2;7;90;3;8;1;15.64;2.78;5.666385642;20.4;2.763333333;21.91666667;64.9225;3.5;2.233333333;18.46166667;19.63416667;13.73454545;5.447272727;51.9825;35.94583333
698;BGM-0906;5;7;5;3;3;7;3;3;4;3;1;5;1;8;3;3;5;1;2;1;1;0;2;2;7;5;3;0;4;3;1;5;0;3;3;1.285714286;15.42;3.3;4.736876386;24.46;2.323333333;20.27083333;55.70166667;4.5;1.934545455;13.53454545;14.89181818;10.964;4.511;46.22636364;34.08363636
700;BGM-0909;3;3;5;5;3;9;3;5;4;4;3;5;0;5;3;7;5;1;2;1;2;2;2;1;7;5;3;0;4;3;3;5;110;5;8;1.285714286;13.12;4.28;3.071538642;18.28;2.563333333;12.25;55.72333333;4;2.100769231;20.08769231;14.24923077;9.204166667;5.681666667;37.20461538;34.15615385
701;BGM-0912;3;2;5;3;3;9;3;3;3;2;2;5;0;5;3;3;5;1;2;1;2;2;1;2;7;3;3;0;3;3;1;5;110;5;8;1;11.06;3.76;2.935409892;21.66;2.353333333;20.33333333;65.79333333;2;1.617142857;6.105714286;6.888571429;6.188333333;1.848333333;34.08428571;33.132
702;BGM-0913;5;7;5;3;3;5;4;3;4;1;1;5;1;2;3;7;5;1;1;1;2;2;1;2;7;5;3;0;4;3;2;5;90;5;NA;1.333333333;15.92;4.4;3.634753609;20.34;2.666666667;28.85416667;43.24583333;3.458333333;1.87;17.415;11.74125;6.368571429;4.242857143;39.5725;33.36625
703;BGM-0914;3;7;5;3;3;5;4;3;4;2;3;5;1;5;3;7;5;1;1;1;2;2;2;1;7;3;2;0;4;3;1;5;90;3;8;1.142857143;13.12;3;4.427906792;17.24;1.436666667;20.95833333;71.79666667;3.541666667;1.988181818;15.75636364;15.15272727;10.478;5.324;41.79;32.924
706;BGM-0918;7;1;5;3;3;7;2;3;3;1;1;5;0;5;3;7;5;1;1;1;2;3;2;2;7;3;2;0;4;3;3;5;90;5;8;1.714285714;9.92;3.36;2.966952715;11.38;2.523333333;25.95833333;63.32833333;3.666666667;2.26;29.67666667;26.43416667;22.582;5.076;41.83833333;36.03909091
713;BGM-0929;5;5;5;3;3;6;2;5;3;2;1;5;1;3;3;3;5;1;1;1;2;3;1;4;7;3;3;1;4;3;2;5;90;5;4;1.4;15.62;1.58;9.952381851;21.16;1.68;15.66666667;60.77333333;1.5;1.558;6.336;11.37;6.175;4.135;56.22;33.222
715;BGM-0931;7;2;5;3;3;7;1;3;NA;1;1;5;1;5;3;3;5;1;1;1;2;1;NA;2;3;NA;2;0;4;NA;3;5;70;1;3;1;21.68;3.04;7.183690476;23.52;NA;NA;NA;NA;1.845;15.045;22.845;19.15;3.695;60.745;31.595
719;BGM-0935;7;3;5;3;1;7;3;3;4;3;1;5;1;5;3;3;5;1;4;1;2;3;2;2;7;5;3;0;3;3;2;5;80;5;8;1;11.54;3.52;3.286168987;14.2;2.163333333;18.645;53.18083333;2.583333333;1.944166667;23.73;15.39166667;12.73818182;3.760909091;31.04416667;33.59909091
723;BGM-0941;5;3;3;3;1;3;1;5;3;2;3;5;0;5;3;7;5;1;1;1;3;2;2;2;7;3;3;0;4;3;3;5;90;3;8;1.25;14.56;3.32;4.403015871;18.88;4.296666667;24.08333333;76.80333333;3.833333333;1.871538462;16.23230769;15.62692308;13.97636364;2.608181818;42.78384615;31.55272727
727;BGM-0945;5;5;5;3;3;9;3;5;4;2;3;3;0;5;7;7;5;1;1;1;3;3;2;2;7;0;2;1;3;3;1;5;90;3;8;1.142857143;13.62;3.38;4.035099034;16.66;2.183333333;24.72916667;56.33833333;4.333333333;2.416666667;25.18333333;14.635;12.12272727;3.303;32.90333333;34.08833333
730;BGM-0948;3;1;5;3;2;3;4;3;4;1;1;5;0;5;7;7;5;1;1;1;2;2;2;2;7;5;3;0;3;3;1;5;90;3;8;1.571428571;16.84;3.68;4.59929759;23.04;1.893333333;20.20833333;53.42166667;3.833333333;2.197857143;19.31071429;14.93571429;10.91769231;4.84;37.39428571;35.285
737;BGM-0957;3;3;5;3;3;9;3;3;4;3;1;3;1;5;1;7;5;1;2;1;2;2;2;3;7;3;3;1;4;3;3;5;110;5;8;1.714285714;12.62;2.94;4.321712159;15.48;3.123333333;24.97916667;52.91666667;2.625;1.799090909;16.69090909;13.24;9.808;3.143;42.11090909;35.08818182
739;BGM-0959;5;1;5;3;2;5;2;3;1;1;1;5;0;5;1;3;5;1;1;1;3;0;2;2;3;3;3;1;3;3;3;5;90;5;8;1.285714286;14.3;3.98;3.597539732;17.14;1.943333333;24.29166667;54.02666667;3.833333333;1.531428571;12.865;16.55571429;12.72461538;4.365384615;56.17428571;34.33428571
742;BGM-0962;5;2;5;3;3;7;1;3;1;2;3;5;0;5;7;3;5;1;2;1;2;2;2;2;3;5;3;0;4;3;3;5;90;3;8;1.714285714;12.44;3.68;3.381592638;16.02;3.183333333;17.22916667;71.7225;3.25;2.097142857;23.30571429;18.53;13.47384615;5.664615385;40.68142857;32.75714286
743;BGM-0963;5;5;3;3;2;8;2;5;3;2;3;5;0;5;7;7;5;1;1;1;2;1;2;3;7;3;3;0;3;3;2;5;90;5;8;1.222222222;11.6;2.78;4.171041475;11.98;2.456666667;17.25;41.21666667;2.333333333;1.956923077;17.37846154;6.29;2.904;2.234;24.82;35.981
749;BGM-0972;7;5;5;7;3;6;3;5;4;1;1;3;0;5;1;3;5;1;1;1;3;3;1;2;7;3;3;1;3;5;1;5;80;3;8;1.8;15.44;4.8;3.219096788;23.16;2.53;21.33333333;62.47333333;3.833333333;2.203636364;16.15545455;14.30818182;10.52727273;3.780909091;42.14545455;36.66333333
752;BGM-0975;9;3;5;5;3;9;3;5;3;2;3;5;0;5;7;7;5;1;2;1;3;2;2;3;7;3;3;1;3;3;3;5;80;3;8;1.25;16.56;4.54;3.643940849;23.58;2.646666667;23.9375;56.98583333;6.020833333;2.079090909;17.58363636;8.879090909;3.952;5.06;37.85;34.23090909
757;BGM-0980;3;5;5;3;2;8;1;3;2;1;1;3;0;5;3;3;5;1;1;1;3;1;2;2;3;5;3;0;3;3;1;5;90;3;8;1.571428571;11.6;3.48;3.341946565;15.1;1.036666667;22.9375;50.63416667;3.291666667;1.745454545;14.43454545;9.162727273;5.321;4.244;33.74909091;33.729
758;BGM-0981;3;5;5;3;3;9;3;5;4;4;1;5;0;5;3;7;5;1;1;1;3;3;2;2;7;5;3;0;3;3;1;5;80;5;8;1.571428571;13.32;3.04;4.398762571;20.56;2.013333333;20.45833333;54.455;2.791666667;2.190833333;20.07416667;12.46833333;9.271818182;3.29;33.29583333;33.96916667
