Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;HCNPic;NR;PA;DRY;DMCsg;PTR;PPA;IC;AP
710;BGM-0953;3;7;5;3;3;6;2;5;2;2;3;5;0;5;7;7;5;1;1;1;2;2;2;3;3;3;3;0;4;3;2;7;90;13.36;4.62;2.926707254;19.52;2.693333333;19.29166667;59.64666667;7.80222031846695;3.96563948734531;3.44056246744079;5.8156274434031;35.0686396150171;18.6202500423203;27.0273207776956;37.6029739771686;2.35864527499822
718;BGM-0962;5;2;5;3;3;7;1;3;1;2;3;5;0;5;7;3;5;1;2;1;2;2;2;2;3;5;3;0;4;3;3;5;90;12.44;3.68;3.381592638;16.02;3.183333333;17.22916667;71.7225;8.10298398978342;4.14913977620989;3.3575750746556;5.64102474703321;33.2890896926007;18.6599569841167;23.7778608952792;40.2242570949262;2.07678457608999
730;BGM-0977;7;5;3;5;3;8;3;3;4;2;1;5;1;5;1;7;3;1;1;1;2;3;1;1;7;0;2;0;3;3;2;7;80;10.32;3.2;3.232546083;11.04;2.143333333;22.83333333;81.79666667;7.91419000285762;4.40205447123045;3.77548278564616;6.55996173818862;36.8765617377891;19.9343838378524;22.563218723207;44.5145493337003;2.11339328540411
737;BGM-0984;5;9;5;7;3;6;3;7;1;1;1;5;1;5;7;7;5;1;2;1;2;1;2;2;7;3;3;1;4;3;2;5;100;14.3;3.5;4.093586566;22.66;1.953333333;20.04166667;54.045;6.16405530317744;4.82006270737102;3.61958324060603;5.12287279690427;34.7125080642026;16.1861325381851;20.169771780964;39.125680289094;1.97405690960263
783;BGM-1082;3;5;5;3;3;9;3;3;4;1;1;7;1;5;3;3;5;1;1;1;1;0;2;2;7;3;3;0;4;3;2;3;0;10.08;3.76;2.693747189;13.8;2.543333333;24.775;66.79833333;5.56312745590235;4.70529071156867;3.18049317112441;7.16168981371788;36.9814460477427;23.5338979132473;17.6464288040654;54.7779817770919;1.8833835785113
787;BGM-1088;7;7;5;5;3;6;3;5;4;1;1;5;0;5;3;7;5;1;1;1;3;0;2;2;7;5;2;0;4;3;3;5;90;15.36;3.62;4.249094809;21.3;2.51;26.33333333;64.85666667;6.18753892481935;4.03559442651072;3.9467045605822;5.03980994164554;33.7732401193605;14.4775845746251;18.7211599237085;40.7151320229672;1.60908878025943
795;BGM-1108;7;5;5;3;3;6;1;5;4;1;1;5;1;5;3;3;5;1;1;1;2;1;2;4;7;3;3;1;3;7;3;5;80;14.96;4.6;3.245011791;25.64;1.73;30.66666667;52.26333333;7.28021740338704;4.3277878401453;3.53868000054144;5.56590017718821;35.4397384160566;17.6862549859028;17.1058429208525;47.4374710335859;2.03644975844984
796;BGM-1110;5;7;5;3;3;9;3;5;4;3;1;5;0;5;3;7;5;1;1;1;2;2;2;2;7;5;2;1;4;3;1;5;90;12.38;3.42;3.618182773;20.72;2.653333333;23.96916667;63.6025;3.81652471321958;4.22595702037467;3.94460302957752;4.70050432021664;30.8700723294663;17.4800631275123;14.7964039031661;53.7240935366985;1.8093954287062
800;BGM-1118;5;3;5;3;3;6;2;3;3;1;1;3;1;5;3;3;5;1;2;1;2;2;2;2;7;5;2;1;4;3;1;5;100;14.04;4.06;3.459482347;18.2;2.113333333;23.92083333;58.0475;4.60832766610421;5.54845405861953;3.85368235824538;7.41297843988288;34.2538451382771;24.9191875127901;17.0899549992538;57.7264763036804;1.74414121323535
802;BGM-1120;5;3;5;5;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;2;2;2;3;7;5;3;1;3;3;1;3;90;10.26;3.52;2.917928063;15.2;2.416666667;20.11111111;66.15777778;7.94075213557676;3.96144181776947;3.77331446629814;4.68026347635927;35.5463010094995;13.6677924465978;15.2961434957283;46.6900129061724;1.71864680342721
817;BGM-1138;5;5;3;3;3;5;3;3;4;2;3;3;1;5;3;7;5;1;2;1;2;2;2;2;7;5;3;1;4;7;3;5;90;11.46;3.82;3.001736392;19.88;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.54196005663819;4.71867727714596;32.5242624745282;13.4011027126657;14.725153716646;36.8009120855698;1.84170973323624
821;BGM-1142;3;3;5;3;3;9;3;3;4;1;2;5;0;5;3;3;5;1;2;1;1;0;2;1;7;5;3;0;3;3;1;5;0;10.28;2.72;3.866787879;13.62;2.21;20;51.18666667;7.07478478264768;3.82725597093491;3.36264638018594;5.83360293605113;36.2432869961991;15.6567179958899;23.7956075426175;36.4533245552377;2.01867122668166
833;BGM-1159;9;1;5;5;2;5;3;3;4;4;2;3;0;5;7;3;5;1;2;1;2;2;2;2;7;3;3;1;4;3;2;7;100;11.7;3.32;3.552412158;15.54;4.133333333;23.975;65.83666667;7.09200871123463;2.82119317265753;3.92442719677776;5.16895983681967;37.0796630506967;14.4768858171358;29.3809382138527;29.1243735126064;2.00446390518602
834;BGM-1160;3;5;5;3;3;9;3;5;4;2;1;5;1;5;3;3;5;1;2;1;2;2;2;2;7;5;3;0;4;3;2;5;110;11.14;3.82;2.920408577;15.7;1.636666667;15.33333333;50.23666667;4.54067695810188;2.97861070876495;3.72629044806261;5.18618797769567;34.8537595984227;15.3461286643347;16.1610905391914;32.9751750014927;1.57416354018907
839;BGM-1165;7;3;5;3;3;9;3;3;4;1;1;5;0;5;3;7;5;1;1;1;1;0;1;2;7;5;3;0;3;3;3;5;0;14.44;4.28;3.378038389;22.98;1.55;19.33333333;57.70666667;6.18753892481935;3.88366890164808;2.5542570251233;7.41980262567989;37.9162488840493;26.8165196890724;31.8293070808838;43.0681523316998;2.28326352237159
859;BGM-1195;7;5;5;3;3;7;3;5;2;1;1;7;1;5;3;3;5;1;1;1;2;3;2;2;3;5;3;0;4;3;1;7;90;10.58;3.06;3.503189426;11.6;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.54196005663819;4.54465824422648;32.9590926009453;11.6705771750191;19.5835801111049;47.3791225968053;2.0961846669363
876;BGM-1223;7;3;5;3;1;5;4;3;1;3;1;5;1;3;3;7;5;1;2;1;3;1;2;3;3;5;3;1;3;3;1;5;90;20.54;5.34;3.864588401;29.82;2.953333333;24.66666667;62.02777778;8.01429672277034;3.45940978508915;3.38676388008538;5.40339534327351;33.9313582163012;13.6276353089467;15.1533760448319;50.9998745774086;1.65456726679448
881;BGM-1236;5;5;5;3;2;5;2;5;1;3;1;5;1;5;3;7;5;1;1;1;3;2;2;2;3;3;3;1;4;7;1;3;90;13.68;3.82;3.596266539;25.34;1.781666667;16.83333333;52.91083333;4.35999811029342;3.82958252328237;3.89109861597864;7.17198642154208;32.5516949511268;24.1218968361027;17.0169388840585;51.3319771396927;2.01734186918377
882;BGM-1243;5;5;5;3;3;9;3;5;4;2;1;5;1;5;3;3;5;1;2;1;3;2;2;2;7;5;2;1;3;3;2;5;90;13.68;4.06;3.378172466;24.18;2.4;25.62333333;70.665;7.97385610202788;4.23323355113887;4.09630657542358;6.92472404574138;34.3380453282476;19.9805449459644;17.0818047983385;54.8158846232642;1.87460427186219
884;BGM-1248;5;2;5;3;3;3;2;3;4;1;1;5;0;5;1;7;5;1;2;1;2;1;2;2;7;5;3;0;3;3;1;5;100;13.62;3.54;3.856644505;20.42;3.81;28.4375;60.49583333;6.09952291376425;3.8005152936524;3.94565726491209;6.87745149618572;36.2409136861854;20.8896619838697;22.7316691664876;46.3611858910231;1.96465561776732
898;BGM-1266;7;7;5;3;1;4;1;3;1;1;1;5;1;5;7;7;5;1;1;1;3;1;2;2;3;0;3;0;3;3;2;3;90;20.44;4.94;4.142526429;26.46;2.416666667;31;64.05;7.83904771723508;3.3902750251457;3.64879301518686;5.88249333566485;33.5152836231178;17.2931283398806;23.4060084091132;39.8010519685227;2.04954763467873
912;BGM-1283;3;3;5;3;2;6;1;3;1;1;1;3;1;2;3;3;5;1;2;1;3;0;1;2;3;5;3;0;4;7;2;5;80;14.66;5.92;2.476130478;29.84;1.983333333;27.66666667;82.09333333;8.40320822105775;3.63164157617246;3.92576888996952;6.83440812430788;34.6201282470489;22.7945503118293;20.3400559583854;47.0925119035762;1.69610590499695
926;BGM-1298;7;1;5;3;1;8;2;3;1;1;1;5;1;5;3;3;5;1;1;1;2;2;1;2;3;5;2;1;3;3;1;5;90;10.56;2.96;3.573977354;11.06;2.416666667;21;64.64333333;7.78461574308053;5.00839966761153;3.28191764373624;4.65545099569873;36.0756543472703;17.5015312163642;22.5293972353032;32.6049830160477;1.90399502300415
932;BGM-1308;5;3;5;3;3;6;2;3;1;1;1;5;0;2;3;3;5;2;1;1;2;2;2;2;3;5;2;1;3;3;1;3;100;13.62;4.08;3.341637631;19.98;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.24393225930617;4.10940135675075;36.8515094119095;8.77020094070987;22.1581132298961;32.7282495680209;1.91837130376236
933;BGM-1309;5;2;5;3;3;9;2;3;4;1;1;5;1;5;3;3;5;1;1;1;2;2;2;2;7;5;3;1;4;3;3;5;90;16.28;4.62;3.527222222;25.32;1.056666667;23.33333333;62.45666667;6.70401181397463;4.67745929138937;3.84620832918077;6.74626878834936;34.9061409812367;24.158826059966;27.2736366307297;44.8501111732846;2.15768985507846
950;BGM-1329;5;5;5;3;2;4;1;3;1;1;1;3;1;2;3;3;5;1;1;1;1;0;1;3;7;3;3;0;3;3;2;3;0;13.38;6.02;2.225339346;23.38;1.293333333;27.66666667;47.17;7.3431372316789;4.01225806048389;3.0251738665762;5.54401647964402;36.0694098215083;14.2475103057474;13.6451591315001;52.8203716895622;1.59542688236011
959;BGM-1342;7;5;5;5;3;6;2;5;4;1;1;5;1;5;3;7;5;1;1;1;1;0;2;2;7;3;3;0;4;7;2;5;0;13.66;3.72;3.672119488;20.74;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.57637589528747;3.69630992250076;33.7707145329549;9.84053264915398;26.5703385219247;34.42363283824;2.11214870997662
965;BGM-1349;5;3;5;3;2;4;1;3;1;1;1;5;1;5;3;7;5;1;1;1;1;1;2;2;3;3;2;0;3;3;2;5;0;17.8;5.7;3.121407626;28;1.943333333;24.33333333;57.07333333;4.45737749725595;3.36967325864387;3.25844699659127;3.46775288499012;36.5233879384163;7.15293790694373;21.9406236520216;29.0150956436922;1.98262259808194
975;BGM-1362;5;7;3;5;2;3;3;5;4;3;1;3;0;5;7;7;5;1;2;1;2;2;1;2;7;5;3;1;3;3;2;5;80;15.62;5.08;3.080812189;22.48;2.793333333;32.5;53.75416667;3.83326298243854;5.40404296432744;4.13949886200201;5.44102720226206;35.8670192225022;14.2748170930197;16.5648105108536;40.3470962444561;1.77457750548531
976;BGM-1363;5;5;5;3;3;9;3;5;4;1;1;5;1;5;3;3;5;1;1;1;1;0;2;2;7;5;3;0;3;3;1;5;0;11.6;3.18;3.676690115;16.58;2.256666667;24.83333333;51.65888889;7.13274400668803;4.07086184023648;2.34821141166391;4.73587883418279;37.5299464289193;12.5865166970243;18.6816877519819;39.9669153184473;2.03401739073913
985;BGM-1373;5;2;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;1;1;1;2;7;3;3;0;4;3;2;3;0;16;4.32;3.702383694;21.32;2.876666667;26.88888889;59.16444444;8.02841567514941;5.2325929085615;3.50386259647113;6.31741942462258;36.0518351188329;20.0269135250084;21.4043874984753;43.9193895233992;2.01663865449016
989;BGM-1379;5;1;5;3;3;9;3;3;4;1;1;5;0;5;7;7;5;1;1;1;3;2;2;3;7;0;3;1;3;3;1;5;90;13.86;3.62;3.839318885;20.88;2.08;31;69.35666667;7.94831456378706;3.72756930799079;4.08118945164;5.4519694539952;35.4755092316448;19.0256178842034;20.8107408438621;46.0599494820814;1.94612993833916
994;BGM-1386;7;2;5;3;2;7;1;3;1;3;1;5;1;5;3;3;5;1;2;1;1;0;1;4;3;0;3;0;3;3;3;3;0;19.52;5.28;3.702147523;26.08;3.593333333;29.45555556;67.98777778;7.981651047062;4.28451318167794;2.9347814823866;5.02254101411965;34.7975240287781;17.5816880847648;18.6727915323757;48.0067089962116;1.80861494583463
995;BGM-1387;9;3;5;3;3;9;3;5;4;1;1;5;1;5;3;7;5;1;1;1;2;2;2;2;7;0;3;1;3;3;1;3;90;15;4.36;3.466289857;21.18;2.38;27.44444445;72.87888889;7.981651047062;4.49286246799293;4.25778935183078;6.2396972922328;33.9543177473709;23.2597496473694;16.4298600543771;55.4003604262322;1.63046883099444
997;BGM-1389;9;3;5;3;2;6;3;5;4;3;1;5;1;2;3;7;5;1;2;1;2;1;2;2;7;5;3;1;4;3;2;3;90;18.98;6.58;2.886696223;29.6;3.156666667;36.76666667;54.24444444;6.26933838192018;3.5887412530664;4.00470284086169;5.94931453580492;38.6097252473806;15.9070825661114;27.4068961450028;35.6700850491072;2.18406264925973
1000;BGM-1395;5;7;5;3;3;9;4;5;4;3;3;5;1;5;7;3;3;1;1;1;2;3;1;2;7;3;2;1;3;3;2;5;100;15.62;4.16;3.764667054;22.14;1.686666667;32.88888889;52.50111111;3.21244513878076;4.00735128703873;4.09227828406937;4.66470415799303;35.5797019692068;10.0550336653528;18.0452836099173;34.5465769078148;1.92895582047593
1003;BGM-1398;7;3;5;3;3;7;1;3;1;2;1;7;1;2;7;3;5;1;2;2;3;3;1;2;7;5;3;0;3;7;3;7;110;12.76;3.98;3.209553268;19;2.923333333;25.33333333;78.77666667;8.02841567514941;4.03559442651072;4.01544083178358;4.77983347120933;35.4633622650098;14.663024566743;20.2725489882716;41.7975205911025;1.93058684062496
1005;BGM-1401;5;3;5;3;3;9;3;3;4;1;1;5;1;2;3;3;3;1;2;1;2;1;1;2;7;3;3;0;3;3;3;5;90;11.1;3.44;3.219481196;16.06;2.356666667;41;68.50333333;4.41530681300198;4.03559442651072;4.05007775943638;6.15491615099366;35.5919209926532;21.147682626477;22.9976918479859;46.2575141391699;1.87901092786859
1006;BGM-1402;5;1;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;2;1;3;2;1;4;7;3;3;1;3;3;3;5;100;10.54;3.36;3.152971077;13.9;2.516666667;34.33333333;76.10333333;7.42225929007067;4.16698020857797;3.5764534107818;5.36198342469194;34.9999312239598;17.7043552356418;26.2527155019483;40.8595075877131;2.08059430893761
1016;BGM-1415;7;7;5;5;3;9;3;5;4;3;1;5;0;5;1;7;5;1;2;1;2;1;1;3;7;5;3;0;3;3;2;3;90;9.78;1.98;4.982197938;18.22;2.67;29.66416667;62.30166667;8.13066289656701;3.83951341269823;3.66906425073927;4.97210784176745;36.6072642142239;15.2410146035863;21.1012806043962;40.5209707807274;1.85836198930176
1021;BGM-1422;3;3;5;3;3;9;3;5;4;4;1;5;1;5;3;7;5;1;2;1;3;3;2;2;7;5;2;0;4;3;1;5;100;12.2;3.86;3.16112871;16.12;2.303333333;30.66833333;53.22583333;5.19839948855438;4.17884981337493;4.31519468139693;4.98473671491978;36.9176562360231;14.6862717309908;15.3160057047956;45.3862075463663;1.66845781786792
1024;BGM-1425;3;3;5;3;2;4;1;3;1;1;1;3;1;2;3;7;5;1;2;1;1;0;2;2;3;0;3;0;3;3;1;3;0;11.32;5.14;2.20882987;22.4;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.46520540957921;5.08486870403938;36.746545149469;14.2836082770532;14.44752619641;51.2110929367322;1.61839795891678
1050;BGM-1458;5;3;5;5;3;9;3;5;4;3;1;5;1;5;3;7;5;1;2;1;3;2;2;2;7;5;3;0;3;3;2;5;90;11.28;3.54;3.187545334;14.46;2.526666667;26.25;55.145;7.90255548160971;4.45295185153028;3.33977283030029;5.30851074966321;37.2251935571184;13.9021890104535;23.4843636671773;36.5124015191137;2.1652465153321
1054;BGM-1468;5;5;5;3;3;7;1;3;1;3;1;5;1;2;7;7;5;1;2;1;2;2;2;2;3;3;3;1;4;3;3;5;80;15.5;4.66;3.325628019;22.62;2.716666667;19;63.21333333;4.51337887672324;4.80658565876758;3.16995532890504;4.93403779401017;35.0261752697337;14.4607380627137;18.6119403621938;45.5603414529991;1.71637534894837
1063;BGM-1481;5;5;5;3;3;6;2;3;4;1;1;5;0;5;3;3;5;1;2;1;2;2;2;2;7;0;3;0;3;3;2;5;100;12.56;3.26;3.847270263;19.84;3.236666667;26.33333333;68.00333333;5.66497549012616;3.9613220514673;3.46816288126239;6.24857088274848;35.4110292469433;20.5569213347989;23.391395645324;47.0380285298252;2.11373136399563
1090;BGM-1516;5;1;5;3;2;7;1;3;1;2;1;5;1;5;3;7;5;1;2;1;3;1;2;4;7;5;3;0;4;3;3;5;90;13.54;3.8;3.567050396;23.16;2.323333333;32;53.77333333;4.23604899731309;4.75867054086598;3.55199802103055;5.06328263282199;37.3562600889771;21.6284881744075;23.9356224618767;43.6731186499764;1.76159229203444
1095;BGM-1521;5;5;5;3;3;7;1;3;1;3;1;5;1;5;1;7;5;1;1;1;2;0;2;3;3;5;3;0;4;3;3;5;50;13.24;4.08;3.249975834;19.4;3.036666667;26.334;67.63933333;8.01756476360952;4.60432716196337;3.13436241825513;5.13409930678996;34.9180307468163;18.01639540325;19.7397519561545;49.3031525129428;1.82223068341534
1109;BGM-1543;3;7;3;5;2;3;4;5;4;4;1;5;1;5;3;7;5;1;1;1;2;2;2;1;7;3;3;0;4;3;1;5;90;11.96;4.72;2.540581906;18.04;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.36092731674223;5.03314378272628;33.5841132736565;13.797347500397;18.4659061843157;38.5058702925359;1.93278524203294
1116;BGM-1552;7;3;5;3;3;9;2;3;4;1;1;5;1;5;3;3;5;1;1;1;2;2;2;2;7;3;3;0;3;3;1;7;90;11.7;4.06;2.886254076;14.9;1.993333333;19.66666667;53.59666667;7.97042226842126;4.32145433783773;2.64285634945952;7.46673913179936;34.89785066477;27.1831111314059;27.7296374994618;49.4189045664974;2.16208062703834
1131;BGM-1583;5;5;5;3;3;6;1;3;1;2;1;5;1;5;3;7;5;1;2;1;1;0;1;3;3;3;3;1;4;3;3;5;0;13.48;2.64;5.192987849;18.3;2.476666667;27.58333333;65.68833333;7.94831456378706;5.12373971411423;3.23645965748649;6.66030273732331;37.1452449595765;22.9711729121312;20.9687262417227;51.7772274548487;2.05984359468041
1139;BGM-1594;7;5;5;3;3;6;1;5;1;2;1;3;1;5;3;3;5;1;1;1;2;2;2;2;3;0;3;0;4;3;2;5;60;14.02;3.68;3.818048061;16.82;3.416666667;21.54166667;64.24333333;5.54063538230528;3.27728281457014;2.84377610557474;4.76144985272611;33.7382228488971;12.8927694062826;14.4907599948218;43.1794064152263;2.08884099598662
1159;BGM-1618;7;7;5;3;3;9;3;3;4;2;1;3;1;5;3;7;5;1;1;1;2;3;2;3;7;3;3;1;4;3;2;5;90;14.58;5.36;2.722618449;22.4;2.136666667;24;44.66;6.75810949826377;3.13009379751334;3.74889754895502;5.7876331139587;36.2095162189632;12.663389644272;14.9459003061653;38.4216610180182;1.73002350188285
1196;BGM-1668;5;5;5;3;2;8;2;3;4;4;2;5;1;5;7;3;5;1;2;1;2;1;2;2;7;3;3;1;4;3;1;5;90;11.28;3.96;2.848909351;16.56;2.25;24.20916667;50.815;4.00235095967442;5.11405578995115;3.12882329496109;5.5849084889296;32.125621697729;15.0920625026938;15.9774802696981;48.5416128926537;1.7722896887161
1203;BGM-1677;5;3;3;3;3;9;2;3;4;2;1;3;1;5;3;7;5;1;1;1;3;2;2;2;7;5;3;0;3;3;1;5;90;14.22;3.68;3.874632622;18.2;2.216666667;32.58333333;58.775;4.4692649568454;4.50107395765083;3.33236698950404;7.61399037956191;37.1665443624683;21.3697920045767;24.1322402812708;47.7148086619246;2.11472797389653
1221;BGM-1697;5;5;5;3;2;8;1;3;1;1;1;5;1;5;3;3;5;1;1;1;2;1;2;2;3;3;3;0;4;5;1;5;60;11.24;3.34;3.370313096;18.84;1.86;21.08333333;61.96833333;7.87991795829385;4.21903160036165;3.61546493391301;4.53294822240673;30.2089989159283;16.1406552617988;12.9523484580766;55.2423788683714;1.43695522620389
1222;BGM-1698;3;5;5;3;2;5;4;5;4;1;1;5;1;5;1;7;5;1;1;1;3;0;2;2;7;5;3;0;4;3;2;5;70;13.26;3.24;4.09481844;23.96;2.293333333;26.33333333;55.30416667;5.06834096530809;3.95908260764936;3.07870055661397;5.22268244697542;33.0359551210293;18.0626468753929;21.8840436255138;46.396411484137;1.84265455387434
1223;BGM-1699;5;5;5;3;3;7;1;5;1;1;1;3;1;6;3;3;5;1;2;1;2;1;2;2;3;5;3;0;4;3;3;5;80;15.46;1.6;9.711007297;19.52;2.34;20.29166667;54.6325;7.94831456378706;3.2089260902294;3.3686214558073;4.20739202328547;33.3487913089576;10.256944874312;14.3076463795941;38.7856554462186;1.77734926387726
1226;BGM-1702;7;5;5;5;3;6;2;5;2;2;3;5;0;5;3;3;5;1;1;1;3;2;2;3;3;3;2;1;4;3;3;5;70;17.82;3.32;5.367249278;15.44;1.563333333;29.66666667;39.25333333;7.40067903046276;3.74485485899675;3.08490767758406;3.79764379988898;36.3967785361046;7.76975060837959;14.0063368031232;37.7356423383437;1.80847909144976
1232;BGM-1708;3;5;5;3;2;8;2;5;3;2;3;3;0;5;3;3;5;1;1;1;3;1;2;3;3;3;3;0;4;3;2;5;90;14.48;1.84;7.943767507;19.2;1.693333333;20.16666667;53.61;8.06070884316443;3.4494255345898;3.1095857692811;4.26611013932882;32.5377674220634;8.44846476072206;10.6942659004838;42.8229915345181;1.55529880317832
1235;BGM-1711;5;3;5;3;3;7;2;5;1;2;3;5;0;5;3;3;5;1;2;1;2;2;2;2;3;5;3;0;4;3;1;5;100;10.8;3.08;3.515016835;13.86;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;2.92710960723293;5.43665259651327;34.6099462648503;16.3775950650753;20.3139899764091;48.9230887573555;1.80260544329113
1238;BGM-1714;7;7;5;5;2;5;2;5;4;1;1;5;1;5;3;7;5;1;1;1;2;2;2;1;7;0;2;0;4;3;3;3;90;17.38;4.62;3.764223218;24.5;2.863333333;19.33333333;63.74333333;6.18753892481935;4.03559442651072;3.58934866906508;5.3581499243971;34.0908101383253;16.3263390302387;22.4147031445553;38.5423885418125;1.69734882850178
1249;BGM-1726;5;3;5;3;3;7;1;5;1;1;1;5;1;5;3;3;5;1;1;1;1;0;2;2;3;5;3;0;4;3;3;5;90;14.56;3.94;3.705983948;19.5;1.896666667;33.54166667;67.0875;7.87991795829385;5.47026269682042;2.30250983088082;7.94908562192008;33.5232279446679;31.093119794672;23.4000627701703;55.2673243765364;2.45010343419334
1250;BGM-1727;9;7;5;5;2;5;4;5;4;3;1;5;0;5;3;3;5;1;1;1;2;2;2;2;7;5;2;1;3;7;1;7;90;15.04;4.32;3.489880816;24.94;2.49;30.95833333;70.28;5.97499838837397;4.10079839881379;3.80037582778169;7.30652039733953;34.6379806709057;24.6185748188984;17.3586922986145;59.2960113688632;1.62398850752658
1254;BGM-1731;7;3;5;3;3;5;4;3;4;2;3;3;0;5;3;7;5;1;1;1;2;3;2;2;7;0;2;0;4;7;2;5;90;11.6;3.38;3.441488827;14.86;2.545;18.5;52.95;6.18753892481935;4.03559442651072;3.75081101491268;3.99591602183;37.3475165071842;8.05002980382949;13.3302651461521;38.0957171797994;1.7716903069115
1256;BGM-1733;3;3;5;3;3;7;1;3;1;1;1;5;0;5;1;7;5;1;2;1;3;3;2;2;3;3;3;0;3;3;3;5;100;11.2;2.54;4.415278583;13.52;3.12;27.3325;72.62916667;8.00761307492694;4.30981543992085;3.74601807230415;6.61738033111434;35.3178306871269;20.7075637387069;22.4817657931198;48.1176897074155;2.09948508615568
1262;BGM-1739;5;5;5;3;3;7;1;5;2;2;3;5;0;5;3;7;5;1;1;1;3;3;2;3;3;3;3;0;4;3;2;5;70;13.66;4.08;3.349826701;22.42;3.096666667;24.91666667;64.55583333;6.81839821042832;3.97277704173669;3.88394266878637;5.121753723979;36.3100337342258;13.9447706481284;17.0494458867389;44.6506319789667;2.07532367575497
1281;BGM-1759;7;3;5;3;2;5;4;3;1;2;3;3;0;5;7;3;5;1;2;1;2;3;1;2;3;0;2;1;3;7;3;5;90;15.5;5.28;2.982066013;21.5;2.526666667;34.72222222;60.77555555;7.72015309477352;4.27876494939478;3.88965314679058;4.43265452770658;36.2698483628233;13.3670465329073;15.7574759650749;48.1275333693076;1.77455194894573
1302;BGM-1784;5;5;5;3;3;9;3;5;3;2;3;5;0;5;7;7;5;1;2;1;2;3;2;1;7;5;3;0;4;3;2;7;120;14.34;3.18;4.516190647;18.54;2.82;26.60416667;62.79333333;8.03444472683121;3.81646074244877;4.07970627182462;6.74740620995343;36.4398254734334;21.2623007989712;25.3987799005645;42.2969697859107;2.22649749428179
1323;BGM-1865;5;7;5;3;1;4;1;5;1;1;1;5;1;5;5;7;5;1;1;2;1;0;2;2;3;5;2;0;4;7;1;3;0;15.44;4.6;3.361827122;20.54;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;2.35454482780826;6.16683379320122;32.4007684415699;21.4675401491844;10.5001853850135;54.4964865151112;1.45734525389363
1332;BGM-1942;5;3;5;3;3;7;2;5;2;1;1;3;0;5;1;3;5;1;1;1;2;3;2;2;3;5;3;1;3;3;2;5;70;14.46;3.92;3.698380039;17.3;1.5;20.75;58.66166667;8.03758726361298;3.98084641788996;2.87561558057161;6.79037926610543;28.9193126532811;27.0762313031095;27.085314857639;47.1271891182296;2.30722856623356
1344;BGM-2022;3;5;5;3;3;7;1;3;1;1;1;5;1;9;3;3;5;1;4;1;1;0;2;2;3;5;3;0;4;3;3;5;0;17.4;3.68;4.734059022;25.56;2.256666667;23.12416667;63.08083333;8.03758726361298;5.68466658184086;2.4475852952333;5.41677818428308;35.7123566868001;17.7895991608519;23.322040483685;41.384200164395;2.18793163055353
1345;BGM-2025;7;7;3;3;3;6;2;3;4;1;2;3;1;4;3;7;5;1;1;1;3;2;1;3;7;5;3;1;3;3;1;5;105;13.02;2.57;5.064888634;14.09;2.483333333;27.75;57.655;8.03758726361298;4.20639885628601;3.2504629179212;5.15964664705827;35.8204184798277;16.3638557304672;19.162002788489;47.2434688905418;1.6539851751958
1348;BGM-2029;7;3;3;3;3;5;4;3;4;3;2;5;1;5;3;3;3;1;2;1;2;3;2;3;7;5;2;0;3;7;1;3;100;15.14;3.58;4.234967812;27.8;2.925;29.16666667;60.37666667;8.2200232275139;3.56217146421604;3.88833048533426;5.00395097789624;35.2949073529651;13.645998832962;26.19862563666;32.4652006085704;2.00648879229198
1362;BGM-2058;7;3;5;3;3;7;1;3;1;1;1;7;1;6;3;7;5;1;1;1;1;0;2;2;3;0;2;0;4;7;3;3;0;22.1;2.78;7.976051535;22.48;1.626666667;19.44444444;50.03111111;6.23106158962293;3.97122419147667;2.78254617740673;4.01135667499944;32.9625735220775;12.2199363798359;11.5974937416201;53.2233023085624;1.68533935947106
