Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;PorteMod;HCNMod;RetFoliar;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;NRPl;AltPl;PPA;FRY;FRYC;FRYNC;IndColh;DMCsg
2019g-08-55;7;3;3;3;2;5;4;3;4;1;2;3;1;5;3;3;3;1;4;1;1;0;1;3;7;0;3;0;3;3;1;3;0;NA;6;3;15.22;4.56;3.34900162;19.7;2.443333333;25.66666667;56.87333333;4.333333333;2.36;16.17;17.96;14.98;2.98;52.62;27.92
2019g-08-56;3;2;3;3;2;5;4;3;4;3;2;5;1;4;1;7;3;1;1;1;1;0;1;3;7;5;3;0;3;3;1;5;0;NA;NA;1;21.7;3.3;7.059022006;25.46;1.633333333;17;46.91333333;7.333333333;1.25;3.47;10.42;0;10.42;75;NA
2019g-08-58;5;5;3;3;3;9;4;3;4;1;2;3;1;4;3;7;3;1;4;1;1;0;1;3;7;5;3;0;3;3;1;5;0;NA;4;1;13.76;1.92;7.235047847;19.3;2.43;27;49.52;4;2.1;11.37;10.99;7.26;3.73;49.15;35.41
2019g-08-59;3;5;3;3;3;6;2;3;4;3;1;3;1;5;7;3;3;1;3;1;2;2;1;3;7;5;3;0;3;3;1;5;95;NA;4;3;12.92;3.36;3.853676101;19.68;2.493333333;25;55.00666667;3.666666667;2.04;15.08;24.62;12.72;11.9;62.02;30.01
2019g-08-60;3;3;3;3;2;3;2;3;4;3;3;5;1;5;3;3;3;1;1;1;1;0;1;3;7;5;2;0;3;3;1;3;0;NA;4;3;15.2;4.2;3.630495446;19.04;1.54;30;51.55666667;5;2.22;8.13;10.5;7.92;2.58;56.34;31.5
2019g-08-61;5;3;5;3;2;5;2;3;4;3;2;3;1;5;3;3;3;1;1;1;1;0;1;3;7;0;3;1;3;3;1;3;0;NA;NA;NA;14.42;4.7;3.077355306;18.04;1.306666667;21.33333333;42.43;3.333333333;NA;NA;NA;NA;NA;NA;NA
2019g-08-62;3;5;5;3;3;9;2;3;4;1;1;3;1;3;3;7;5;1;1;1;2;2;2;3;7;5;3;0;3;3;1;3;100;NA;NA;1;19.74;2.16;9.21421325;22.26;2.656666667;35.33333333;65.90333333;3;1.73;10.07;30.03;23.61;6.42;74.89;37.97
2019g-08-63;5;3;3;3;2;9;2;3;4;3;2;5;1;5;3;3;3;1;3;1;2;2;1;3;7;0;3;0;3;3;1;5;115;NA;3;3;17.58;5.06;3.477311402;23.02;2.06;29.33333333;63.05666667;6;1.35;41.15;53.37;40.35;13.02;56.47;26.67
2019g-08-64;3;3;3;3;2;5;2;3;3;3;2;5;1;5;3;3;3;1;1;1;1;0;1;3;7;0;3;0;3;3;1;3;0;NA;8;1;17.82;5.9;3.031872058;23.34;1.83;28.66666667;64.99333333;5.666666667;1.99;53.3;42.955;45.285;5.125;44.555;38.19
2019g-08-65;5;3;3;3;2;5;4;3;4;1;2;3;1;5;5;3;3;1;1;1;1;0;1;4;7;0;3;0;3;3;2;7;0;NA;NA;NA;12.14;3.6;3.372327311;15.04;1.54;25.66666667;47.29333333;10.33333333;NA;NA;NA;NA;NA;NA;NA
2019g-08-66;3;3;3;3;2;5;2;3;4;3;2;5;1;5;3;3;3;1;1;1;1;0;1;3;7;5;2;0;3;3;1;5;0;NA;6;1;16.38;5.8;2.825982068;23.52;1.503333333;19;43.44;3.333333333;1.4;3.82;8.16;1.74;6.42;68.12;NA
2019g-08-67;3;2;5;3;3;8;2;3;2;2;1;5;1;5;5;7;3;1;1;1;2;2;1;3;3;3;3;0;4;3;1;3;80;NA;NA;1;14.32;3.46;4.145649041;18.58;1.896666667;24.66666667;45.65666667;2.666666667;1.67;9.26;8.8;0;8.8;48.72;NA
2019g-08-68;3;3;5;3;2;6;2;3;4;3;1;5;1;5;5;3;3;1;1;1;2;2;1;3;7;3;2;0;3;3;1;3;95;NA;6;1;17.72;4.44;4.003931557;23.72;2.033333333;37;53.68;6.666666667;1.97;26.39;58.84;48.19;10.65;69.04;30.49
2019g-08-69;5;7;3;5;3;9;4;5;4;1;1;3;1;5;1;3;3;1;1;1;2;2;2;3;7;0;3;0;3;3;1;5;100;NA;3;5;12.72;3.42;3.724934012;18.22;2.266666667;37.66666667;71.64333333;5.333333333;2.47;18.49;36.07;31.42;4.64;66.11;27.62
2019g-08-70;3;2;3;3;3;9;2;3;4;1;1;3;1;5;1;3;5;1;4;1;1;0;1;3;7;0;3;0;3;3;1;5;0;NA;4;4;17.3;3.68;4.71617903;22.22;1.826666667;35;69.54;6;2.9;36.93;48.665;41.9;6.76;56.045;29.745
2019g-08-71;9;7;5;7;2;5;4;7;4;1;1;5;1;5;3;3;5;1;1;1;1;0;1;3;7;0;3;0;3;3;2;5;0;NA;8;4;17.6;4.86;3.629261078;27.62;2.49;33.66666667;76.23333333;4;2.5;61.32;56.91;120.315;13.54;47.93;33.39
2019g-08-72;3;7;3;3;3;6;2;3;4;3;1;3;1;5;3;3;3;1;3;1;2;2;2;3;7;3;3;0;3;3;2;3;90;NA;6;1;14.46;3.56;4.078293929;23.2;1.91;31.33333333;57.84333333;3.333333333;2.03;15.42;21.72;17;4.72;58.49;36.29
2019g-08-73;3;2;3;3;3;8;2;3;1;3;1;3;1;5;3;3;3;1;3;1;2;2;1;3;3;0;2;0;3;3;1;3;95;NA;4;1;12.7;4.02;3.189278003;17.4;1.49;27;58.45;5;2.24;24.46;36;31.22;4.78;59.55;33.02
2019g-09-01;3;7;3;3;2;5;4;7;3;1;1;5;1;5;1;3;3;1;4;1;1;0;2;2;7;3;2;0;3;3;2;3;0;NA;NA;NA;14.42;3.9;3.698634085;27.74;2.103333333;39;55.98666667;4.333333333;NA;NA;NA;NA;NA;NA;NA
2019g-09-04;5;9;3;7;3;9;4;5;4;1;1;5;1;3;3;7;3;1;1;1;3;2;2;3;7;5;2;0;3;3;2;3;105;NA;NA;NA;19.08;3.4;5.63837704;31.6;1.58;30.66666667;49.88333333;4.333333333;NA;NA;NA;NA;NA;NA;NA
2019g-09-05;7;2;3;3;3;6;2;3;4;1;1;3;1;5;1;3;3;1;1;1;2;2;2;4;7;5;1;0;3;3;2;5;105;NA;NA;NA;15.76;4.7;3.353656462;24.88;2.63;23.66666667;48.00333333;6.333333333;NA;NA;NA;NA;NA;NA;NA
2019g-09-06;9;3;3;3;3;8;2;5;1;1;2;5;1;5;7;7;3;1;1;1;1;0;2;2;3;5;2;0;3;3;2;3;0;NA;NA;NA;17.96;4.78;3.762373523;30.34;2.17;37.33333333;52.13666667;2;NA;NA;NA;NA;NA;NA;NA
2020g-01-01;7;5;3;5;3;7;2;3;4;4;1;5;1;5;3;3;3;1;1;1;3;2;1;2;7;0;1;1;3;3;2;7;110;2;NA;3;16;4.7;3.413333333;21.1;3.12;33.66666667;59.87666667;7.333333333;2.52;40.02;23.06;11.84;11.22;36.56;32.34
7741-8-Wx;7;5;3;5;3;9;4;5;4;4;1;3;1;5;1;3;3;1;2;2;2;3;2;3;7;5;3;1;3;3;2;5;115;4;NA;1;7.26;1.96;3.782420245;8.72;1.613333333;24;51.35;1.333333333;1.465;7.63;9.375;15.74;0.74;45.565;32.54
7909-04-Wx;7;1;3;3;2;3;4;3;4;1;1;1;1;5;5;3;5;1;2;2;2;3;1;3;7;0;3;1;3;5;2;5;100;5;NA;1;10.54;3.02;3.483951834;10.02;1.42;37.33333333;65.60333333;2.666666667;1.55;10.335;14.865;22.82;2.93;51.4;29.145
98103-08;5;5;5;3;3;9;4;3;4;2;1;5;1;1;3;3;5;1;1;1;2;3;1;1;7;5;2;0;4;7;2;5;90;2;8;1;8.4;3.8;2.226350761;19.74;2.07;19;76.59;3;2.38;22.79;30.575;39.34;6.74;54.275;35.325
A.-Preto-joselito;9;9;5;7;3;9;2;7;4;2;1;3;1;1;5;3;5;1;4;1;1;0;1;3;7;5;2;0;3;3;2;7;0;2;2;1;15.54;6.46;2.416092218;29.46;2.27;36.66666667;78.55;4;3.16;53.98;65.14;57.27;7.87;54.68;37.07
Aciolina;5;2;5;3;3;9;4;3;4;1;2;5;1;5;5;3;3;1;1;2;2;2;2;3;3;5;2;0;3;3;2;5;80;3;6;1;12.64;3.24;3.898677751;20.98;1.69;30;55.20333333;3.666666667;2.075;12.79;14.765;19.29;1.39;52.375;32.905
AF-2011-52-10;7;3;3;3;3;9;4;5;4;1;1;5;1;5;3;3;3;1;1;1;2;2;1;3;7;5;3;1;3;3;2;5;90;1;8;2.5;13.26;4.2;3.157777778;16.48;2.083333333;23.33333333;63.29666667;6.333333333;2.265;30.2425;16.29;17.34666667;3.673333333;29.78;38.4525
AF-2011-52-19;7;5;3;5;3;9;4;5;4;1;1;NA;1;5;3;3;3;2;1;1;2;1;2;2;7;3;3;0;3;5;2;5;90;3;8;2;14.9;4.56;3.267968633;17.4;1.36;27.33333333;50.42;4.333333333;1.725;21.18;18.2125;16.32333333;7.6;39.4175;36.415
AF-2011-52-25;5;5;5;3;3;9;4;5;4;1;1;3;1;3;3;3;3;2;2;2;3;3;1;3;7;3;3;1;3;3;2;5;120;1;6;1.705882353;11.22;3.87;2.903539851;13.4;1.59;18.66666667;63.70666667;5;2.185882353;20.214375;17.975625;13.424;5.437333333;45.23625;38.49333333
AF-2011-53-01;7;7;3;5;3;8;2;5;1;1;1;1;0;5;5;7;3;1;1;1;2;2;1;2;3;5;2;1;NA;3;2;5;50;2;6;2;14.1;4.42;3.209581909;17;1.58;30.33333333;54.68333333;9;2.38;24.3775;19.315;13.84;7.253333333;43.9725;32.2975
AF-2011-53-05;7;5;3;3;2;8;2;5;1;1;1;3;1;5;3;3;3;2;1;2;3;3;1;3;3;5;3;1;NA;5;2;5;70;3;4;1.75;13.24;3.82;3.494330885;7.06;1.556666667;37;63.32666667;6;2.255;32.78;24.67;24.54333333;5.66;40.995;33.7975
AF-2011-53-10;7;5;5;3;2;8;2;5;1;1;1;3;0;5;3;3;5;1;1;1;2;2;1;3;3;5;1;1;NA;7;1;5;70;3;6;1.25;15.56;4.6;3.400831169;18.2;1.716666667;19.66666667;73.45;4.666666667;2.3075;25.8775;25.4275;20.21;6.806666667;48.3525;35.46
AF-2011-53-26;7;5;5;3;3;8;2;5;1;1;1;5;1;1;3;3;5;1;1;1;3;3;1;3;3;5;3;1;NA;3;1;3;30;3;4;1.666666667;15.2;4.6;3.293888889;16;1.57;23.33333333;66.26333333;4;2.303333333;31.98;26.08;18.065;11.07;44.65666667;36.85666667
Aipim-Abacate;5;2;5;3;3;9;2;5;4;1;1;7;1;2;3;7;5;NA;4;1;1;0;NA;2;7;5;3;0;3;3;1;3;0;3;4;1;25.1;5.84;4.302870094;2.86;2.293333333;25.66666667;54.54666667;3.666666667;2.45;16.625;19.12;NA;NA;53.965;37.005
Aipim-Brasil;7;3;3;5;2;8;1;5;1;1;1;5;1;2;7;7;5;1;2;1;3;2;1;3;3;3;3;0;3;3;1;3;90;2;NA;1;10.84;3.1;3.496470588;16.62;2.34;23;54.50333333;4.666666667;2.405;20.275;14.93;NA;NA;42.22;32.3
Aipim-Brasília;5;7;5;5;3;6;2;5;4;1;2;5;1;7;7;7;5;1;3;1;2;3;1;2;7;3;2;0;3;3;1;5;90;2;4;1.055555556;25.1;5.84;4.302870094;2.86;2.293333333;24.83333333;53.59166667;4.833333333;2.022105263;12.97684211;10.34315789;6.475;7.57;45.84473684;35.20055556
Aipim-Guanambi;7;3;3;3;3;7;2;3;4;1;1;3;1;5;1;3;3;1;1;1;2;2;2;3;3;5;2;0;3;3;1;3;80;3;2;1;13.4;3.96;3.405334774;15.8;2.28;25;49.25;6.333333333;2.03;7.73;6.21;NA;NA;44.55;38.66
Aipim-Manteiga;5;5;3;3;2;5;4;3;4;3;2;3;1;5;1;3;3;1;1;1;3;2;1;3;7;5;3;1;3;5;2;5;120;4;4;1;12.38;3.8;3.277371284;15.56;1.39;25.66666667;52.61;5.666666667;1.93;12.91;13.13;NA;NA;50.265;33.195
AM-Jaeve-RN;5;3;3;3;3;9;3;3;4;3;1;3;1;5;1;3;3;1;2;1;2;3;1;3;7;5;2;0;4;7;3;7;100;4;4;1;13.2;4.1;3.224753745;17.3;2.346666667;29.33333333;74.30333333;4;2.195;22.58;26.895;15.17;5.73;54.72;35.115
Baianinha-PR;5;3;5;3;2;8;2;3;3;1;1;3;1;4;3;7;3;1;1;1;2;2;2;3;7;3;3;0;3;3;2;5;105;3;8;1.055555556;12.8;2.04;6.428393382;13.3;1.68;15.33333333;32.24666667;3.666666667;1.826111111;11.67333333;12.65833333;13.02;4.75;51.66666667;33.62117647
BGM-0001;7;7;3;5;3;6;3;5;4;1;1;5;1;2;3;7;5;1;1;1;3;0;NA;2;7;5;3;0;4;3;2;3;90;5;NA;NA;15.1;5.28;2.864091263;22.92;NA;NA;NA;NA;2.24;24.54666667;6.433333333;4.3;1.215;19.38333333;32.82
BGM-0004;3;5;5;3;3;7;2;3;1;1;1;5;1;5;3;3;5;1;2;1;1;0;1;2;3;5;3;0;4;3;2;3;0;5;8;3.142857143;16.02;5.96;2.694376424;23.96;3.153333333;26.80833333;54.43;5;1.803636364;27.38818182;11.67090909;5.751;5.083;36.00272727;37.14636364
BGM-0005;5;5;5;3;3;9;2;5;4;4;1;5;1;2;3;7;5;1;1;1;3;2;2;3;7;3;2;1;3;3;1;5;90;5;4;1.833333333;16.38;5.54;2.95553703;28.96;2.55;26.16666667;48.6225;2.416666667;1.689166667;15.425;6.776666667;3.800909091;3.385454545;33.48166667;35.16636364
BGM-0006;3;7;5;3;2;8;1;5;1;3;1;5;1;9;3;7;5;1;1;1;2;2;1;2;3;5;3;1;4;3;2;5;80;3;6;1.5;13.26;2;6.854232804;13.98;2.206666667;26.25;76.9175;4;1.633;13.471;17.905;11.81333333;6.896666667;57.731;32.717
BGM-0007;5;7;5;5;3;9;3;5;4;4;1;5;1;2;NA;3;5;1;1;1;2;3;NA;1;7;0;3;1;4;3;1;5;110;3;NA;NA;10.64;3.46;3.119011827;16.18;NA;NA;NA;NA;1.295;3.215;6.57;3.565;3.005;66.63;31.635
BGM-0010;9;3;5;5;2;9;4;5;4;2;1;5;0;5;3;3;5;1;3;1;2;2;NA;2;7;5;2;1;3;7;1;7;90;5;NA;NA;9.22;2.78;3.352915231;10.24;NA;NA;NA;NA;2.68;42.41;49.2;46.24833333;4.51;53.5;35.42833333
BGM-0011;7;3;5;3;2;9;1;3;3;1;1;5;1;5;3;3;5;1;1;1;1;0;1;NA;7;0;2;1;3;3;1;7;0;1;4;1.5;21.76;5.78;3.76545761;32.24;2.676666667;25;47.21;5;2.37;33.02;29.25625;24.89714286;8.4825;45.6975;37.9325
BGM-0014;5;7;3;5;3;6;2;7;3;1;1;5;0;5;3;7;5;1;2;1;2;1;1;2;3;5;2;1;3;3;1;5;110;5;6;1.5;16.98;5.46;3.112927312;29.74;2.636666667;25.82222222;61.57111111;4.666666667;1.946363636;12.08909091;12.55181818;9.115;4.13;49.97090909;32.552
BGM-0016;5;5;5;5;3;7;1;3;1;1;1;3;1;1;3;3;5;1;4;1;1;0;NA;1;3;0;2;0;4;7;2;5;0;3;NA;NA;16.08;6.78;2.373022181;24.72;NA;NA;NA;NA;2.74;40.428;8.376;4.114;3.55;16.782;36.84333333
BGM-0017;7;7;5;3;1;5;4;3;1;1;1;5;1;3;3;7;5;1;1;1;1;0;2;1;3;5;2;0;4;3;1;5;0;5;6;2.25;17.5;3.26;5.469254386;25;2.233333333;32;58.63222222;3.888888889;1.2125;9.5075;12.105;8.6175;3.4875;55.555;33.28
BGM-0018;7;7;5;7;3;6;2;7;4;1;1;5;1;5;1;3;5;1;1;1;1;0;1;2;7;5;3;0;3;3;1;5;0;3;4;1.666666667;19.4;5.98;3.24491767;33.56;2.183333333;29.22222222;56.46888889;4.111111111;2.527692308;39.57;23.03307692;19.64727273;5.468571429;35.10076923;39.25
BGM-0019;3;1;5;3;3;6;2;3;2;2;3;5;0;5;1;3;5;1;2;1;2;2;2;2;NA;5;2;1;4;3;1;5;90;5;8;1.714285714;13.56;3.4;4.006904936;16.76;3.883333333;22.275;61.78666667;4.833333333;2.019090909;18.72909091;14.88090909;10.508;4.772;40.03272727;35.85818182
BGM-0020;7;5;5;7;2;5;4;5;4;3;1;5;1;3;3;3;3;1;1;1;2;3;2;2;7;5;2;1;4;3;2;5;120;3;4;2.125;18.98;3.96;4.799702517;25.84;2.346666667;29.54166667;62.54833333;4.208333333;1.764666667;14.36866667;20.98733333;15.555;5.52;61.124;34.792
BGM-0021;5;3;5;3;3;6;3;3;4;1;1;7;1;5;3;3;5;1;3;1;3;2;2;2;7;0;2;1;3;3;1;7;90;3;3;2.285714286;20.5;5.76;3.573006424;29.64;2.453333333;33.5;65.32166667;4.291666667;2.158181818;28.35181818;21.24909091;15.94;5.974;42.26;36.04727273
BGM-0022;3;7;5;3;3;6;2;5;3;1;1;5;1;2;3;3;5;1;1;1;2;3;1;2;7;0;2;0;3;3;2;5;120;5;8;1.555555556;18.04;2.9;6.221461412;25.58;2.2;24.125;54.56555556;2.979583333;1.851333333;17.652;14.88733333;10.74;4.124615385;40.35533333;34.58
BGM-0022-T.Bco;7;5;5;5;2;6;4;5;4;3;1;3;1;4;3;7;5;1;1;1;2;3;1;2;7;5;2;0;3;3;1;5;90;5;4;1.8;13.26;3.98;3.335392535;18.46;2.75;32.77777778;62.88777778;3.333333333;1.598333333;13.48166667;12.51;9.362;6.152;49.15;37.41666667
BGM-0023;7;1;5;3;3;7;1;3;1;1;1;5;1;4;3;7;5;1;1;1;2;2;2;2;3;0;2;0;4;3;2;7;90;1;8;1;14.26;2.62;5.454587288;20.92;2.01;26.66666667;58.55666667;3.333333333;1.977333333;37.56866667;34.906;32.66214286;4.515;50.63933333;32.81133333
BGM-0024;5;7;3;5;3;6;3;5;3;1;1;5;0;2;3;3;5;1;2;1;2;2;2;3;7;5;2;1;3;3;1;5;110;5;7;1.857142857;12.42;4.26;2.925120413;18.66;2.793333333;19.16666667;50.45166667;3.333333333;1.821818182;20.76727273;11.75272727;6.697;4.221;34.03;34.60818182
BGM-0025;9;9;5;5;3;9;3;5;3;4;1;5;0;7;3;3;5;1;1;1;2;2;1;2;7;3;3;0;4;7;1;7;90;3;6;1;19.68;3.14;6.320254794;24.24;2.733333333;20.33333333;57.33333333;6;2.100666667;31.49;24.70733333;18.83142857;6.327;45.35666667;33.62066667
BGM-0027;7;5;5;5;3;6;1;7;1;1;2;5;1;5;3;7;5;1;2;1;2;2;2;2;3;5;3;0;NA;NA;2;5;100;1;8;1;17.06;5.34;3.195928775;25.26;2.61;33;52.05;4.333333333;2.140666667;30.954;28.65466667;25.29285714;5.025;48.55533333;37.94333333
BGM-0028;3;3;5;3;3;9;4;5;4;1;2;3;0;5;3;3;5;1;1;1;2;3;2;2;7;5;3;0;3;3;1;5;120;5;8;1.625;9.42;3.16;2.979888807;12.06;2.263333333;17.31666667;44.29666667;3.625;1.560909091;10.23909091;5.496363636;2.321;3.368;36.966;36.269
BGM-0029;3;3;5;3;3;6;3;3;4;4;1;5;1;5;3;3;5;1;2;1;2;2;1;1;7;5;2;0;4;3;2;3;90;5;6;2;17.02;6.06;2.81129848;26.68;4.116666667;23.75;71.69166667;3.541666667;1.839090909;30.14818182;16.60090909;12.639;4.391;35.03818182;33.18181818
BGM-0030;5;1;5;3;2;7;1;3;1;1;1;5;1;5;3;3;5;1;1;1;2;0;2;2;3;5;3;0;4;3;2;3;80;5;8;2.857142857;11.36;3.62;3.139351773;15.84;2.96;41.375;61.2875;4.866666667;1.648181818;19.74727273;16.85909091;12.872;3.286;44.29272727;33.11545455
BGM-0031;7;3;5;3;2;7;1;3;4;4;1;5;0;7;3;7;5;1;2;1;2;3;2;3;7;5;2;1;4;7;2;3;120;5;8;2.666666667;10.76;2.34;4.644083453;14.98;2.943333333;32.66666667;79.6;6.333333333;1.616666667;20.76;17.42333333;11.002;7.1525;42.49166667;32.975
BGM-0032;7;1;5;3;3;7;1;3;3;1;1;5;0;7;3;3;5;1;1;1;1;0;2;2;7;0;3;0;4;3;2;3;0;3;8;2.588235294;16.58;4.56;3.635173661;27.4;1.983333333;24.16666667;67.36666667;4.041666667;1.821818182;22.18863636;15.88363636;10.96428571;5.0925;39.50363636;36.06363636
BGM-0033;9;9;5;5;3;7;1;5;1;1;1;3;0;5;3;3;5;1;1;1;1;0;NA;NA;7;0;NA;0;NA;NA;2;7;0;3;6;NA;13.38;2.98;4.500287356;19.8;NA;NA;NA;NA;2.605;47.21333333;29.66333333;24.95166667;6.305;37.83;37.465
BGM-0035;5;1;5;3;2;7;1;3;1;1;1;5;1;5;3;7;5;1;2;1;2;0;2;2;3;0;3;0;4;3;3;5;100;5;8;3;12.64;4;3.162242826;19.22;2.783333333;27.08888889;53.11555555;5.677777778;1.71375;26.24125;26.54625;21.68714286;5.644285714;49.0775;34.79375
BGM-0036;5;5;5;3;3;9;3;5;4;3;1;5;1;5;3;7;5;1;2;1;3;2;1;2;7;5;3;0;4;3;3;7;90;5;6;2.285714286;16.46;4.68;3.518330999;24.76;2.97;34.75;65.2175;5.333333333;1.990769231;22.09307692;20.20769231;14.92333333;5.825833333;46.97769231;37.1675
BGM-0037;3;3;5;3;3;6;3;3;3;1;1;5;1;2;3;3;5;1;1;1;1;0;2;2;7;3;3;0;4;3;1;5;0;1;8;2.714285714;14.02;2.88;4.98333271;18.08;2.783333333;27.375;57.64833333;4.333333333;1.75;15.04545455;15.83909091;10.617;4.166;48.34909091;36.47181818
BGM-0039;7;3;5;3;3;7;1;3;1;1;2;5;1;2;3;3;5;1;2;1;1;0;2;2;3;5;3;0;4;3;3;5;0;1;8;3;16.5;5.44;3.038020083;25.96;2.17;27.33333333;69.56;6;2.214;38.70133333;33.47733333;27.95142857;7.104;47.016;36.334
BGM-0040;7;1;5;3;2;6;3;3;4;1;1;5;1;5;7;3;5;1;4;1;3;1;2;2;7;5;2;0;3;3;1;5;90;3;8;2.142857143;18.84;6.82;2.762217994;30.7;3.523333333;26.41666667;64.24;5.666666667;2.058;23.869;22.858;17.01777778;6.023333333;46.471;34.095
BGM-0042;5;2;5;3;3;3;2;3;4;1;1;7;0;7;3;7;5;1;1;1;2;2;1;2;7;3;2;0;3;7;3;5;50;3;8;1.6;15.94;5.16;3.091866355;28.22;1.53;20.88888889;47.51333333;4;1.634444444;13.39777778;4.466666667;1.60875;2.925714286;24.01777778;29.79875
BGM-0043;5;5;5;3;3;7;1;3;3;1;1;5;1;5;3;7;5;1;1;1;2;1;2;NA;7;5;3;1;4;5;1;7;90;3;3;1;15.5;4.98;3.115268542;27.28;2.44;40.66666667;53.53;4.333333333;2.245;23.59333333;28.375;19.12;13.05;55.39;32.4275
BGM-0044;5;7;5;3;3;6;3;5;4;1;1;7;0;2;3;7;5;1;1;1;1;0;1;2;7;5;3;0;3;3;2;5;0;1;6;2.25;10.8;3.52;3.074278904;18.3;2.853333333;26.45833333;69.30416667;4.25;1.941666667;23.67916667;24.80833333;17.82636364;7.587272727;46.675;33.78833333
BGM-0045;7;5;5;5;3;9;3;7;4;2;1;3;1;5;3;3;5;1;2;1;3;3;NA;2;7;3;3;0;4;7;1;7;100;3;NA;NA;11.84;3.36;3.584107514;18.48;NA;NA;NA;NA;2.265454545;33.85727273;27.92181818;22.57909091;6.268571429;46.53636364;33.99
BGM-0046;5;5;5;3;3;6;1;5;1;1;1;5;1;5;3;7;5;1;1;1;3;2;2;1;3;5;3;1;4;3;2;5;100;3;8;2;11.82;3.94;2.99356827;14.8;2.46;30.45833333;68.73583333;3.916666667;2.142727273;22.56545455;29.09909091;22.612;6.611;54.26;33.33454545
BGM-0047;5;1;5;3;2;5;3;3;4;3;1;5;1;2;3;3;5;1;3;1;1;1;1;2;7;5;2;0;3;3;1;5;90;3;7;2.333333333;17.12;5.46;3.137237324;30.36;3.15;29.83333333;62.7975;3.958333333;1.79;18.114;14.479;9.52;4.521111111;46.344;33.664
BGM-0048;3;2;5;3;3;9;3;3;4;3;1;5;0;5;3;3;5;1;4;1;2;3;1;2;7;5;3;1;4;3;1;5;100;3;6;2.166666667;12.48;3.42;3.652990913;12.56;2.313333333;26.625;63.49583333;4.416666667;2.175833333;19.45166667;20.77666667;14.35545455;7.195454545;49.89833333;35.925
BGM-0049;7;3;5;3;3;7;1;3;1;2;3;5;1;2;3;3;5;1;2;1;1;0;2;3;3;5;3;0;4;3;2;7;0;1;8;2;14.52;5.04;2.883088235;23.32;2.656666667;36.66666667;66.16;4;2.296428571;45.74928571;39.73714286;35.22230769;4.925555556;45.72214286;35.97071429
BGM-0050;3;1;3;3;2;8;1;3;2;2;1;5;1;5;3;3;5;1;3;1;3;2;1;4;7;5;2;0;4;3;2;5;90;3;8;2.428571429;17.08;4.98;3.431073698;29.04;2.27;31.75;58.92166667;4.041666667;1.932307692;19.69076923;25.06615385;19.06666667;7.1875;53.33538462;33.40769231
BGM-0052;3;5;5;3;2;5;4;5;4;3;1;5;0;5;3;7;5;1;2;1;2;3;1;2;7;3;3;0;4;3;2;5;100;5;8;1.666666667;13.9;3.94;3.538855098;17.12;2.813333333;27;76.02833333;3.291666667;2.004615385;15.09;24.96769231;19.69416667;6.485;60.98076923;32.74461538
BGM-0053;5;7;5;3;2;5;4;5;3;3;1;5;1;2;3;3;5;1;3;1;2;0;NA;2;NA;0;1;1;3;3;2;3;NA;1;NA;3;16.36;5.02;3.261975867;23.16;2.32;30.33333333;93.63333333;3.333333333;2.106;22.652;15.628;11.826;3.47;39.36;32.875
BGM-0054;7;5;3;3;2;5;4;5;4;4;2;3;0;5;3;7;5;1;2;1;2;0;1;1;7;5;3;1;4;5;3;5;120;5;8;2.571428571;14.68;4.66;3.159751125;23.52;3.813333333;20.625;67.3325;4.166666667;1.850909091;22.66818182;10.96333333;4.694545455;7.263636364;32.94454545;32.73545455
BGM-0056;3;3;5;3;3;7;1;3;1;1;1;5;0;5;3;3;5;1;1;1;1;0;2;2;3;5;3;0;4;3;3;5;0;3;8;2.714285714;12.2;3.22;3.79625;16.82;3.39;35.97916667;73.11833333;4.291666667;2.023846154;23.19769231;33.20615385;22.78666667;10.28666667;57.46923077;33.59538462
BGM-0057;5;3;5;3;2;7;1;3;1;2;1;5;0;2;3;3;5;1;3;1;3;0;NA;2;3;5;3;0;4;7;2;5;90;3;NA;NA;16.54;5.56;2.974354487;26;NA;NA;NA;NA;2.595;33.34333333;29.65833333;25.985;2.255;44.245;35.69833333
BGM-0058;9;9;7;3;3;7;2;7;1;4;2;5;0;4;7;3;5;1;1;1;3;1;2;2;3;5;3;0;3;3;3;5;90;3;8;2;21.74;3.44;6.327951681;30.64;1.96;32.55555555;66.14888889;4.222222222;2.569090909;33.37818182;38.54363636;32.528;6.1;50.97818182;32.97166667
BGM-0060;5;5;5;5;3;6;2;7;2;2;3;3;1;5;3;3;5;1;2;1;3;2;1;1;3;5;3;0;4;3;2;3;100;5;8;1.125;11.8;2.96;4.127664847;16.94;1.87;15.29166667;36.93083333;2.041666667;2.039090909;12.25454545;12.41818182;9.572222222;3.911111111;37.39363636;35.85555556
