Acessos,CorFolhaApical,CorPeciolo,CorFolhaDesenv,CorNerv,CorCortexCaule,CorExternaCaule,CorEpidCaule,CorRamosTerm,CorExternaRzs,CorCortexRzs,CorPolpaRzs,NLobulos,Pubescencia,FormaLobuloCentral,PosicaoPeciolo,Sinuosidade,ComprEstip,HabCrescCaule,TipoPlan,MargEstip,HabRamif,NiveisRam,ProemCicatrizesFolhas,FormaRzs,TxtEpidermeRzs,PresPedunculoRzs,PosicaoRzs,Flowering,DestqPelicRz,DestqCortexRz,ConstrRzs,ComprFilotaxia,AnguloRamif,ComprLobulo,LargLobulo,RelComprLar,ComprPeciolo,EspEntreCasca,ComprMedRzs,DiamMedRzs
BGM-0619,3,3,5,3,2,3,2,3,4,2,1,3,1,5,3,3,5,1,1,1,2,2,NA,2,7,3,3,0,3,3,1,3,80,14.12,4.08,3.497522796,22.26,NA,NA,NA
BGM-0620,7,5,3,3,3,9,3,3,4,4,1,5,1,5,3,3,5,1,2,1,3,3,2,2,7,3,3,0,4,7,2,5,100,11.26,3.74,3.016929795,16.12,1.19,15,40.82666667
BGM-0623,7,3,5,3,3,9,3,5,4,4,1,3,1,5,7,3,5,1,1,1,2,2,2,3,7,3,3,1,4,7,2,5,110,16.28,4.54,3.585626478,26.72,1.796666667,38.66666667,74.47333333
BGM-0624,7,7,3,5,2,3,4,7,4,1,1,3,1,5,3,3,5,1,1,1,2,2,2,2,7,5,3,1,3,5,3,7,70,16.26,5,3.255785373,26.8,1.3,22.88888889,61.07777778
BGM-0625,7,5,3,3,3,7,1,3,1,3,1,5,1,5,3,7,5,1,1,1,1,0,2,2,3,5,2,0,4,3,3,3,0,14,3.32,4.23192742,15.54,3.703333333,26.95833333,60.82
BGM-0626,7,3,5,5,3,9,2,5,4,1,1,5,0,5,7,7,3,1,1,1,2,3,1,3,7,3,3,1,3,3,1,5,100,14.04,4.34,3.234448872,20.72,2.456666667,20,47.72333333
BGM-0630,5,2,5,3,3,6,2,3,4,1,1,5,0,5,3,3,5,1,2,1,1,0,2,2,7,3,2,0,4,5,1,3,0,16.26,5.28,3.07779334,23.32,0.88,19.55555555,37.40888889
BGM-0631,7,5,3,3,2,6,3,5,4,3,1,3,1,5,3,3,5,1,3,2,2,1,2,2,7,5,3,1,4,5,1,7,90,15.92,5.66,2.824646465,26.58,1.413333333,21.55555555,54.61666667
BGM-0635,3,7,5,3,3,7,1,3,1,1,1,5,1,5,7,7,5,1,2,1,3,1,2,2,3,5,3,0,4,3,3,5,90,11.8,2.72,4.327982092,16.28,3.14,20.83333333,50.8875
BGM-0636,7,7,5,3,2,3,4,5,4,4,1,3,0,5,3,3,5,1,2,1,2,3,1,2,7,5,3,1,4,3,2,7,110,9.72,3.58,2.717100557,14.96,1.496666667,17.66666667,55.4
BGM-0638,7,7,5,5,3,9,3,5,3,2,1,3,1,5,3,3,5,1,3,1,2,2,2,2,7,5,2,0,4,7,2,5,60,14.62,3.5,4.184935266,22.5,1.726666667,24.33333333,60.08
BGM-0639,3,3,5,3,3,7,1,3,1,1,1,5,1,2,3,3,5,1,2,1,2,1,2,3,3,5,3,0,4,3,3,5,80,10.38,4.92,2.113060524,20.08,3.833333333,25.77777778,56.72111111
BGM-0640,7,5,5,5,2,5,4,5,4,1,1,5,1,5,3,3,5,1,2,1,2,1,2,2,7,3,2,0,4,7,2,5,90,12.68,3.4,3.734214798,19.36,1.743333333,30,51.47
BGM-0641,5,5,5,3,2,8,1,3,1,2,1,7,1,5,3,3,5,1,2,1,2,3,2,2,3,5,3,0,4,3,1,5,100,11.18,3.24,3.475004095,12.98,2.39,25.9375,56.98
BGM-0642,5,5,3,5,2,7,2,5,4,3,1,3,1,2,3,3,5,1,1,1,3,1,1,2,7,5,3,1,4,7,1,7,90,16.58,4.44,3.744324046,24.14,1.836666667,22.66666667,58.10666666
BGM-0643,7,2,3,3,3,9,4,3,4,1,1,5,1,5,3,3,3,1,1,1,2,3,2,3,7,5,2,0,3,3,1,3,105,11.64,3.28,3.565539216,16.52,2.033333333,42.33333333,46.66333333
BGM-0645,5,2,5,3,3,6,2,3,4,1,1,5,1,5,1,3,5,1,1,1,2,1,2,2,7,3,3,0,3,3,2,5,90,11.18,2.94,3.824972001,18.72,3.01,26.77777778,58.92222222
BGM-0646,9,3,5,3,3,6,3,3,4,1,1,5,0,2,3,7,5,1,1,1,1,0,2,1,7,5,3,0,4,3,1,5,0,15.18,4.24,3.598155111,22.98,3.016666667,23.125,65.72
BGM-0648,7,3,5,5,3,9,3,3,4,1,1,5,1,5,3,3,5,1,1,1,2,2,2,2,7,5,3,0,4,3,2,5,90,12.74,3.54,3.598797537,18.54,3.166666667,31.25,77.94083333
BGM-0649,7,5,5,3,2,6,2,5,4,1,1,5,1,2,3,7,5,1,1,1,1,0,2,2,7,3,3,0,4,7,2,5,0,17.22,4.24,4.081673641,29,1.506666667,44,61.39333333
BGM-0650,9,3,5,3,3,9,3,5,4,1,1,5,1,5,3,3,5,1,2,1,2,1,2,2,7,3,3,1,4,3,2,5,80,10.9,3.62,3.021755473,17.62,2.876666667,31.375,69.235
BGM-0651,7,7,5,3,2,3,1,3,2,1,1,5,1,9,3,7,5,1,2,1,1,0,2,2,7,3,3,0,3,3,2,5,0,10.28,1.98,5.200718463,15.26,2.35,24.95833333,58.47166667
BGM-0652,7,7,3,5,2,4,4,5,4,1,1,5,0,4,7,7,5,1,1,1,1,0,1,2,7,0,3,0,3,3,2,5,0,15.22,3.78,4.025881752,22.6,1.826666667,31.33333333,48.49666667
BGM-0654,7,5,5,3,2,5,4,3,4,1,1,5,1,5,3,7,5,1,1,1,2,1,2,2,7,5,3,0,3,3,1,5,70,18.28,5.5,3.335742805,24.44,2.28,24.44444444,58.21222222
BGM-0655,5,1,5,3,2,8,1,3,2,2,1,7,1,5,3,7,5,1,2,1,1,0,2,3,7,5,2,0,4,3,1,5,0,15.08,4.46,3.380726,22.22,1.856666667,31.11111111,52.79333333
BGM-0657,5,1,5,3,3,6,3,3,3,3,1,5,1,5,7,7,5,1,2,1,2,NA,2,2,7,5,3,1,4,3,2,3,100,14.38,3.52,4.086127572,15.66,2.436666667,24.08333333,57.47666667
BGM-0658,5,7,5,5,2,9,3,5,4,1,1,5,1,2,3,7,5,1,2,1,3,2,2,2,7,5,3,0,4,3,2,5,90,10.92,3.94,2.766891892,17.54,3.366666667,30.95833333,65.2425
BGM-0659,9,5,5,3,2,5,4,5,4,4,2,5,1,5,3,3,5,1,1,1,1,0,2,2,7,5,3,0,4,3,1,3,0,14.08,3.7,3.804544018,19.86,2.523333333,20.875,58.6875
BGM-0660,3,1,5,3,2,3,3,3,4,1,2,5,0,5,3,7,5,1,2,1,2,NA,2,3,7,5,3,1,4,3,3,5,110,17.44,3.74,4.709911423,24.04,2.95,19.91666667,60.695
BGM-0661,5,5,5,3,3,9,3,5,4,1,2,5,1,5,3,3,5,1,2,1,3,2,2,2,7,5,3,0,3,3,2,5,100,13.62,3.68,3.701957397,20.62,2.82,35.29166667,73.92583333
BGM-0662,9,5,5,3,1,5,4,5,4,4,1,5,0,5,7,3,5,1,2,1,3,1,2,2,7,5,2,0,3,5,2,3,90,12.38,3.3,3.75986631,17.44,2.823333333,27,60.37166667
BGM-0664,7,2,5,3,3,7,1,3,1,1,1,5,0,2,7,3,5,1,2,1,2,1,2,2,NA,5,3,1,3,5,3,3,100,11.68,3.54,3.306134042,16.32,2.723333333,29.20833333,62.915
BGM-0665,5,2,5,3,3,9,3,3,4,1,1,5,1,5,7,7,5,1,1,1,2,0,2,2,7,5,3,0,4,3,3,5,90,11.84,3.06,3.877223851,13.92,2.27,26.83333333,70.90416667
BGM-0666,7,3,5,3,3,9,3,3,4,1,1,5,1,5,3,7,5,1,2,1,2,1,2,2,7,3,2,0,3,3,3,5,90,8.68,2.52,3.44782906,12.38,2.403333333,29.5,61.98555555
BGM-0667,7,3,5,3,3,6,2,5,4,1,1,5,1,5,3,3,5,1,1,1,2,1,NA,2,7,5,3,0,3,3,1,7,90,12.24,3.58,3.423938224,19.1,NA,NA,NA
BGM-0668,7,7,1,3,1,4,1,5,1,1,1,5,1,5,3,7,5,1,1,1,2,1,2,2,3,3,2,0,4,3,1,3,90,10.4,3.34,3.127691668,14.08,1.653333333,30,30.60666667
BGM-0669,3,7,5,5,3,6,1,5,1,1,3,5,1,5,7,NA,5,1,NA,1,2,2,NA,2,3,5,3,0,4,3,3,5,100,10.44,2.88,3.640849219,15.1,3.033333333,27,59.2825
BGM-0670,7,3,5,3,3,6,2,3,4,2,1,7,1,5,3,7,5,1,4,1,1,0,1,2,7,5,2,0,3,3,1,3,0,16.82,5.32,3.18011112,24.72,2.813333333,19.55555555,51.78555556
BGM-0671,3,2,5,3,3,6,3,3,4,1,2,5,1,5,3,7,5,1,1,1,2,0,2,2,7,5,3,0,4,3,1,5,60,12.3,2.5,5.0000481,18.54,1.876666667,25,58.71416667
BGM-0672,3,1,5,3,2,3,3,3,4,1,3,5,0,5,7,3,5,1,2,1,2,3,2,2,7,0,3,0,4,3,1,5,90,13.16,2.94,4.499431644,17.06,2.303333333,14.33333333,46.43333333
BGM-0673,7,5,5,3,2,5,3,5,4,2,3,5,0,5,3,3,5,1,1,1,2,2,1,2,7,5,3,0,4,3,2,5,80,15.22,4.1,3.714981685,18.1,2.906666667,21.66666667,93.38
BGM-0675,7,2,5,3,3,9,3,3,4,2,2,5,0,4,3,3,5,1,2,1,2,2,2,3,7,3,3,1,3,3,3,5,100,13.58,2.14,6.351596382,17.68,2.713333333,21,45.00666667
BGM-0677,3,5,5,3,2,5,2,3,4,1,2,5,0,4,3,7,5,1,3,1,2,2,1,2,7,5,2,0,3,3,2,3,100,14.08,3.9,3.642167277,16.94,2.446666667,21.77777778,61.40777778
BGM-0678,9,5,5,5,3,7,3,7,1,4,2,5,1,2,3,3,5,1,3,1,3,3,2,2,3,5,3,1,3,3,1,7,90,21.74,6.86,3.180938375,38.46,2.926666667,23,58.50555556
BGM-0679,5,9,5,3,3,9,3,5,4,4,3,5,0,5,7,3,5,1,2,1,2,3,2,3,7,3,3,0,3,3,2,5,90,18.98,3.92,4.850477917,22.42,5.08,27.83333333,62.54166667
BGM-0680,7,3,5,5,3,9,3,3,4,1,1,5,1,5,3,3,5,1,2,1,2,1,2,1,7,5,3,1,4,3,1,3,90,9.46,2.76,3.428653531,12.52,3.006666667,27.79166667,53.8925
BGM-0682,5,7,5,5,3,6,2,5,4,1,1,5,0,5,3,3,5,1,1,1,2,2,2,2,7,5,3,0,4,3,2,5,0,15.48,3.04,5.147727599,21.4,2.786666667,27.75,59.55083333
BGM-0685,7,1,5,3,2,5,4,3,4,2,2,5,0,5,7,7,5,1,2,1,2,1,2,2,7,3,3,1,4,3,1,5,100,12.58,3.96,3.182520446,18,3.426666667,30.125,76.46166667
BGM-0693,5,2,5,3,3,9,3,3,4,1,1,3,1,5,3,7,5,1,1,1,2,1,1,2,7,5,3,0,4,3,3,5,90,14.44,3.66,3.948379313,19.74,3.076666667,28,71.36666667
BGM-0694,5,5,5,7,3,9,2,5,4,1,3,5,1,5,3,7,5,1,1,1,2,1,2,3,7,5,3,1,4,3,1,5,90,13.84,4.2,3.320419005,26.12,2.873333333,30.625,60.14083333
BGM-0695,7,3,5,3,2,8,3,3,4,1,1,5,1,2,3,3,5,1,2,1,2,3,1,2,7,5,3,0,4,3,2,7,100,14.02,4.36,3.219590495,19.84,2.563333333,27,57.80666667
BGM-0697,5,3,5,3,3,9,3,3,4,1,1,7,1,5,5,3,5,1,2,1,2,1,2,2,7,5,3,0,4,3,2,5,90,12.04,4.2,2.872627925,19.66,2.32,32.04166667,60.68916667
BGM-0699,9,7,3,3,3,8,2,5,1,1,2,5,0,5,3,7,5,1,1,1,1,2,2,2,7,0,2,0,3,3,2,3,0,13.58,3.24,4.207440476,17.84,3.216666667,31,54.60333333
BGM-0700,5,5,5,3,1,8,1,5,4,2,1,5,1,5,3,3,5,1,1,1,3,1,2,2,3,5,3,0,3,3,2,5,90,14.04,3.42,4.114596624,15.2,2.17,22,56.49555556
BGM-0702,7,7,3,3,2,6,3,5,2,1,1,5,1,2,3,3,5,1,1,1,2,2,2,2,3,3,2,1,3,3,2,7,90,13.46,3.36,4.037449221,10.46,2.453333333,23.11111111,62.10888889
BGM-0703,5,1,5,3,2,3,4,3,4,2,3,5,1,5,3,3,5,1,1,1,2,2,1,3,7,3,3,0,3,3,2,5,100,18.86,6.08,3.102278482,20.98,2.886666667,20.33333333,66.34
BGM-0706,5,5,5,5,2,6,3,3,4,2,1,5,1,2,3,3,5,1,1,1,3,0,1,3,7,3,3,0,3,3,2,7,80,19.36,4.44,4.34501332,25.34,2.06,20.77777778,50.16888889
BGM-0707,3,2,5,3,3,6,3,3,4,3,1,5,1,5,3,7,5,1,1,1,2,2,2,2,7,5,2,1,4,3,1,3,80,20.34,5.44,3.754841218,25.4,2.336666667,21.75,53.9725
BGM-0708,3,3,5,3,2,6,4,3,4,1,1,5,1,5,3,7,5,1,2,1,1,0,2,2,7,5,3,0,3,3,2,5,0,11.52,3.52,3.284641102,14.22,3.356666667,30.66666667,59.01
BGM-0711,3,3,5,3,3,6,2,3,3,1,1,3,0,5,1,3,5,1,1,1,3,3,1,2,3,3,2,1,4,3,2,5,100,9.2,2.64,3.500389234,16.68,2.75,20.79166667,49.42333333
BGM-0713,5,2,3,3,3,7,1,3,3,1,1,5,1,5,3,3,5,1,2,1,2,NA,2,NA,7,5,3,0,3,3,NA,5,100,14.6,4.18,3.490767953,19.26,1.743333333,33.66666667,60.15666667
BGM-0714,5,5,5,3,3,9,3,3,4,1,1,5,0,5,3,7,5,1,1,1,2,0,2,1,7,5,3,0,4,3,1,5,90,17.08,4.68,3.675384278,26.14,3.516666667,22.16666667,60.92666667
BGM-0715,5,1,5,3,3,6,2,3,4,2,1,5,1,5,3,3,5,1,1,1,2,2,2,2,7,3,2,1,3,3,2,5,120,10.82,3.46,3.124911665,16.5,2.89,21.415,54.79333333
BGM-0717,3,7,5,3,3,6,3,3,4,1,1,5,0,5,3,7,5,1,1,1,2,0,2,2,7,5,3,0,3,3,2,5,90,16.12,4.78,3.376485929,20.82,2.91,30.08333333,69.4925
BGM-0718,5,3,5,3,3,9,3,5,4,1,1,5,0,5,3,3,5,1,1,1,2,1,1,2,7,5,3,0,3,3,1,5,100,11.24,3.4,3.30944796,15.54,3.046666667,31,79.56666667
BGM-0726,9,7,5,5,2,9,3,5,4,1,1,3,0,3,3,7,5,1,1,1,3,3,1,2,7,5,2,1,3,3,2,5,100,10.58,2.52,4.276339523,14.6,1.596666667,22.10416667,54.88
BGM-0728,7,3,5,3,2,6,2,5,3,1,2,3,1,4,3,3,3,1,1,1,3,3,2,3,7,5,3,1,4,3,3,7,90,16.24,3.26,5.069938621,19.62,2.22,29.33333333,49.66333333
BGM-0729,5,7,5,3,3,7,1,3,1,4,3,5,0,5,1,7,5,1,1,1,3,2,2,2,3,5,2,0,4,3,3,5,70,12.64,2.96,4.264849936,14.14,3.443333333,25.76666667,67.1175
BGM-0733,7,5,5,3,2,3,4,5,4,1,3,5,1,5,3,3,5,1,3,1,3,1,2,2,7,5,2,1,3,5,2,7,80,17.56,4.3,4.100668867,17.88,1.763333333,17.33333334,57.05666667
BGM-0737,7,7,5,3,3,8,2,5,4,1,1,5,1,6,3,3,5,1,1,1,1,1,2,2,7,NA,3,0,4,NA,2,5,0,16.52,2.24,7.368045361,23.06,2.266666667,25.66666667,40.06333333
BGM-0741,5,7,5,3,3,6,2,5,1,1,1,5,1,5,3,7,5,2,2,1,2,2,2,2,3,3,3,0,4,3,3,5,100,12.7,3.34,3.861934714,19.26,3.32,18.33333333,45.30333333
BGM-0745,7,7,3,7,2,5,2,5,4,4,1,5,0,5,3,7,5,1,1,1,3,1,NA,2,7,5,2,0,4,7,2,5,90,15.16,3.96,3.829620596,26.42,NA,NA,NA
BGM-0752,7,5,5,5,3,8,2,7,3,2,3,5,1,5,3,3,5,1,2,1,3,1,NA,3,7,3,3,1,3,3,1,7,100,13.32,2.76,4.829430285,16.26,NA,NA,NA
BGM-0756,3,3,5,5,3,6,1,5,3,2,3,5,0,5,3,3,5,1,2,1,2,NA,NA,2,7,5,3,0,4,3,3,7,110,13.46,2.9,4.707357633,19.6,3.89,23,76.4
BGM-0760,5,2,5,3,3,9,3,3,1,4,3,1,1,5,3,3,5,1,2,1,2,3,1,3,7,5,3,0,4,3,1,7,90,11.24,2.78,4.058768632,15.4,3.543333333,33,62.78333333
BGM-0776,7,7,9,9,3,9,2,7,4,2,3,5,1,5,3,3,5,1,1,1,3,2,2,2,7,5,2,1,3,5,2,7,100,17.14,4.14,4.156981982,19.8,3.64,24.66666667,65.14444444
BGM-0778,9,3,5,7,3,6,2,5,4,1,1,5,0,5,3,7,5,1,1,1,1,0,2,2,7,3,3,0,3,3,1,7,0,19.5,5.72,3.407979764,26.54,1.52,29.33333333,56.15333333
BGM-0779,7,7,3,3,1,3,4,5,3,2,3,5,0,5,7,7,5,1,1,1,2,3,2,2,7,5,2,1,4,3,1,5,90,16.02,4.36,3.675264271,20.94,3.89,24.20833333,58.08166667
BGM-0780,5,9,5,3,3,7,2,5,1,4,3,5,0,5,3,7,5,1,2,1,3,1,2,2,3,3,3,0,4,3,3,5,90,21.82,6.86,3.186785087,35.3,2.446666667,26.5,70.4475
BGM-0780-B,9,9,5,7,3,8,2,5,1,3,1,5,0,3,3,3,5,1,3,1,2,2,1,2,3,5,2,0,4,3,2,5,100,13.34,4.3,3.108021673,21.6,2.428333333,20.42222222,63.08833333
BGM-0780-E,9,9,5,7,2,8,2,7,1,1,1,5,0,5,3,3,5,1,1,1,2,3,1,2,3,3,2,0,4,3,2,5,100,12.7,2.96,4.302448524,12.52,2.228333333,31.38888889,64.39055556
BGM-0781,7,5,5,5,3,9,3,5,1,1,1,5,1,5,3,3,5,1,1,1,2,0,2,1,7,5,3,0,4,3,3,5,90,16.18,4.64,3.490089819,22.84,3.083333333,21.125,58.245
BGM-0783,7,3,5,3,2,8,3,3,4,2,1,5,1,5,3,3,5,1,3,1,2,0,2,3,7,3,3,0,3,5,1,7,90,16.52,4.34,3.808737374,25.14,2.486666667,24.72222222,66.63
BGM-0785,9,3,5,3,3,7,2,5,4,1,1,5,0,5,3,3,5,1,2,1,1,0,2,2,7,5,3,0,3,3,1,7,0,15.46,4.46,3.474826613,23.4,2.446666667,24.77777778,68.88
BGM-0788,7,7,3,5,2,8,2,5,2,1,1,5,1,5,3,7,5,1,1,1,1,2,2,2,3,3,3,0,3,7,1,5,0,14.82,4.84,3.060713851,24.1,2.026666667,30.66666667,52.49
BGM-0790,5,2,5,3,2,8,2,3,4,1,1,5,1,5,3,7,5,1,1,1,2,1,2,2,7,5,3,0,4,3,2,5,50,16.96,3.98,4.275172508,22.36,3.473333333,25.5,68.46666667
BGM-0791,7,3,5,3,3,9,4,5,4,2,1,5,1,5,3,3,5,1,3,1,2,3,NA,2,7,5,3,1,3,7,1,7,110,12.88,4.12,3.144061579,17.24,NA,NA,NA
BGM-0793,9,5,5,5,1,3,4,5,2,2,3,5,0,2,3,7,5,1,1,1,3,2,2,3,7,5,3,0,3,3,3,3,90,14.8,5.28,2.799157458,25.3,1.526666667,25.77777778,49.50555555
BGM-0799,5,7,5,5,2,8,2,5,4,1,1,5,1,5,3,7,5,1,1,1,2,0,2,3,7,3,2,0,3,5,2,5,90,17.06,4.76,3.593437951,26.08,2.236666667,22.66666667,41.2
BGM-0803,3,1,5,3,3,6,2,3,4,1,1,5,1,5,1,3,5,1,1,1,2,3,1,2,7,0,3,0,4,3,1,7,80,14.04,4.62,3.03884778,19.12,1.826666667,19.66666667,49.22
BGM-0805,5,5,5,3,3,7,2,5,4,1,1,5,0,5,3,3,5,1,2,1,3,2,2,2,7,5,3,0,4,3,1,5,90,13,3.34,3.894065126,19.34,2.846666667,28.33333333,56.02444445
BGM-0806,3,3,5,3,3,9,3,3,4,4,1,5,0,5,3,3,5,1,2,1,2,2,2,2,7,5,3,0,3,3,1,5,110,11.36,3.74,3.043793684,18,2.586666667,28.45833333,62.70833333
BGM-0807,7,5,5,3,2,5,2,5,4,2,1,5,1,5,3,7,5,1,1,1,3,3,1,2,7,3,2,0,3,7,1,5,90,12.78,3.56,3.593884313,21.18,2.44,17,55.80333333
BGM-0808,5,3,5,3,3,9,3,5,4,1,1,3,1,5,3,3,5,1,2,1,2,3,2,3,7,3,3,1,3,3,2,5,90,18.2,4.96,3.672938096,20.44,1.986666667,23.92916667,65.59083333
BGM-0809,5,2,5,3,3,7,2,3,3,1,1,5,1,5,3,3,5,1,2,1,3,3,2,3,7,5,3,0,3,3,2,5,100,18.28,5.68,3.231754758,23.26,3.166666667,24.22916667,64.29583333
BGM-0810,7,3,5,3,2,7,2,3,4,1,1,5,1,5,3,7,5,1,2,1,2,1,2,2,7,0,3,0,3,3,1,3,90,12.7,3.92,3.241372843,22.82,3.336666667,28.33333333,65.79333333
BGM-0812,7,3,5,3,3,6,3,3,4,1,1,5,1,5,3,7,5,1,2,1,2,1,2,2,7,5,3,0,3,3,2,3,90,14.68,4.4,3.345945894,22.52,2.666666667,27.10416667,71.29083333
BGM-0813,5,3,5,3,3,6,2,3,4,1,1,5,0,2,3,7,5,1,2,1,1,0,2,3,7,5,3,0,4,3,1,5,0,16.74,5.6,3.025468638,20.92,2.106666667,27.4375,59.72916667
BGM-0814,3,7,3,5,1,3,4,5,4,3,1,5,1,5,3,3,5,1,1,1,2,3,1,2,7,NA,2,1,3,3,1,5,90,11.64,3.94,2.951937022,19.7,1.97,20.75,53.9175
BGM-0815,7,9,5,7,3,8,2,5,3,1,2,3,1,5,3,3,3,1,2,1,2,1,2,3,7,5,3,0,3,3,2,5,100,16.26,5.24,3.108201539,25.9,1.13,34.33333333,53.11
BGM-0816,5,7,5,3,3,9,3,5,4,4,1,5,0,5,3,3,5,1,2,1,2,1,2,2,7,5,3,0,4,3,3,5,80,11.58,3.82,3.036652959,18.42,2.83,29.5,66.33166667
BGM-0817,3,1,3,3,3,9,2,3,4,4,1,5,1,5,3,3,5,1,2,1,3,3,2,2,7,5,3,0,4,7,1,5,100,14.3,4.62,3.098214137,21.52,2.346666667,30.66666667,51.6
BGM-0818,5,5,1,3,2,5,4,3,4,1,1,3,1,5,1,3,3,1,2,1,2,3,2,3,7,5,3,1,3,3,2,3,110,11.26,3.62,3.087077922,14.9,1.13,34.33333333,53.1
BGM-0819,3,3,5,3,2,3,3,3,4,1,1,5,0,5,1,3,5,1,2,1,3,2,NA,2,7,5,2,NA,4,3,1,5,90,9.72,3.66,2.650276713,17.9,NA,NA,NA
BGM-0820,7,5,3,5,3,6,1,5,4,4,1,5,1,5,3,3,5,1,1,1,3,0,1,2,7,5,3,0,3,3,1,5,100,16.82,5.34,3.148223172,28.42,1.246666667,25.66666667,49.17
BGM-0821,3,7,3,5,1,3,4,7,4,4,1,3,0,5,3,3,5,1,2,1,4,NA,NA,2,7,3,3,0,4,7,3,7,100,14.74,5.44,2.7165373,26.32,NA,NA,NA
BGM-0822,7,5,5,3,2,5,4,3,4,4,1,5,1,6,1,3,5,1,1,1,2,2,2,2,7,5,3,0,3,3,2,7,70,21.14,2.54,8.296445623,31.48,2.97,15,55.9
BGM-0823,5,7,3,5,2,9,2,5,4,1,1,5,1,1,1,3,3,1,1,2,2,3,1,3,3,5,3,0,3,3,1,5,80,10.7,3.94,2.744166667,15.9,2.033333333,42,77.38666667
BGM-0829,5,2,5,3,3,7,1,3,1,3,1,5,1,5,3,7,5,1,2,1,2,1,NA,4,3,3,3,0,4,3,2,5,100,14.6,3.54,4.138018557,20.06,NA,NA,NA
BGM-0830,5,5,5,3,3,8,2,5,1,1,1,5,1,5,3,7,5,1,1,1,2,2,2,2,3,5,2,0,4,3,1,5,90,19.28,5.88,3.285380264,33.42,2.186666667,27.91666667,54.04833333
BGM-0830-TB,5,5,5,3,3,8,2,5,1,1,1,5,1,5,3,7,5,1,1,1,2,2,2,2,3,5,2,0,4,3,1,5,90,15.44,4.44,3.479003594,20.82,2.395,25.19444445,65.68944444
BGM-0831,5,5,5,3,3,7,1,5,3,1,1,3,0,5,3,7,5,1,2,1,2,3,1,2,7,5,3,0,4,3,2,5,100,18.6,5.86,3.176768284,25.76,1.41,24.66666667,53.71333333
BGM-0832,5,7,5,5,3,NA,1,5,3,1,1,5,1,5,3,3,5,1,2,1,3,1,NA,2,7,5,2,0,4,3,2,5,100,16.36,4.94,3.327242159,28.66,2.49,32.66666667,62.58333333
BGM-0834,7,7,3,5,2,6,3,5,4,2,1,5,1,5,3,3,3,1,4,1,1,0,NA,2,7,5,3,0,4,7,1,7,0,8.7,2.72,3.189885485,11.18,NA,NA,NA
BGM-0841,5,3,5,3,3,6,2,3,4,1,1,5,0,2,3,3,5,1,2,1,1,0,2,2,7,5,3,0,4,3,3,5,90,12.84,3.62,3.55778762,22.86,3.186666667,22.33333333,71.48333333
BGM-0842,7,3,5,3,3,8,1,5,1,1,1,5,1,5,3,7,5,1,1,1,1,0,1,4,3,0,3,0,4,3,3,5,0,9.34,3.48,2.687042355,11.02,2.493333333,22,68.49777778
BGM-0843,3,5,5,3,2,5,4,5,4,1,1,5,0,5,3,7,5,1,1,1,3,2,2,2,7,5,3,0,4,3,3,5,90,13.96,3,4.674181601,18.54,2.853333333,28.66583333,64.275
BGM-0845,7,5,5,9,3,5,1,5,2,2,1,3,1,5,3,3,5,2,1,1,1,0,NA,2,3,5,3,0,3,3,3,5,0,14.82,4.16,3.560037239,27.34,NA,NA,NA
BGM-0846,5,7,5,3,2,8,2,3,3,1,1,5,1,5,3,3,5,1,1,1,2,1,2,2,7,5,3,0,3,3,2,5,90,12.4,3.74,3.317325017,19.32,2.926666667,32.45833333,73.18666667
BGM-0847,5,5,5,3,2,8,1,3,4,1,1,5,1,5,3,3,5,1,3,1,3,1,2,2,7,0,3,0,3,3,2,7,100,16.24,4.44,3.665240371,21.64,2.633333333,23.77777778,70.91888889
BGM-0848,5,7,5,5,2,8,1,5,3,1,1,5,1,5,3,7,5,1,1,1,2,3,1,2,7,5,3,0,3,3,2,5,90,15.94,4.86,3.293399339,22.52,2.41,28.66666667,69.05666667
BGM-0849,5,7,5,7,3,8,2,5,4,1,1,5,0,4,3,7,5,1,1,1,2,2,2,2,7,5,2,1,4,3,2,5,90,12.88,2.86,4.496130268,19.64,2.293333333,19.33333333,58.9525
BGM-0850,5,7,5,3,3,9,2,3,3,1,1,5,1,5,3,7,5,1,2,1,2,0,2,2,7,0,3,0,NA,3,2,5,70,14.64,4.36,3.396805007,25.94,2.316666667,23.75,64.10666667
BGM-0851,5,7,5,9,3,7,2,5,4,1,1,5,1,5,3,3,5,1,2,1,2,1,2,2,7,5,3,0,4,3,2,5,90,12.66,3.68,3.434865171,25.22,2.84,21.91666667,73.71083333
BGM-0854,5,3,5,7,2,7,3,5,3,1,1,5,1,5,3,7,5,1,1,1,2,1,1,2,7,5,3,0,3,3,2,5,70,14.8,4.02,3.69229844,21.72,1.716666667,23.33333333,54.39111111
BGM-0856,5,2,5,3,3,9,4,3,4,1,1,5,1,5,3,3,5,1,3,1,2,1,1,2,7,5,2,0,3,3,2,5,100,15.66,4.82,3.257730037,21.98,1.861666667,24.44444444,54.84611111
BGM-0856-CRx,3,3,5,3,3,9,4,3,4,3,1,5,1,2,3,3,5,1,1,1,2,2,1,2,7,3,2,0,4,3,2,5,100,14.6,3.9,3.744498747,22.66,2.136666667,12.5,50.14166667
BGM-0857,5,3,5,3,3,6,3,5,4,1,1,5,1,5,3,7,5,1,2,1,3,3,2,3,7,5,3,0,3,3,3,5,120,16.14,4.76,3.392350243,20.9,2.016666667,30.10416667,67.4475
