PLOT ;Ano;Campo;Local;Genotipos-BGM-;Genotipos;Bloco;PRC;PTR;"Peso da parte aerea			|CO_334:0000016";IC;"Altura de planta			|CO_334:0000018";"Altura de planta sem folha			|CO_334:0000125";NMa ;DMC (specific gravimetry);HCN (Lab);PROD-AMD;"Porte de planta			|CO_334:0000099";PRNC;Vigor;"Retencao foliar			|CO_334:0000048";"Numero de raiz			|CO_334:0000011";Peso raiz ;Teor de amido Corrigido;DMC Forno;"HCN-1			|CO_334:0000091";"HCN-2			|CO_334:0000091";"HCN-3			|CO_334:0000091";"HCN-4			|CO_334:0000092";"HCN-5			|CO_334:0000093";"HCN-6			|CO_334:0000094";"HCN-7			|CO_334:0000095";"HCN-8			|CO_334:0000096";"HCN-9			|CO_334:0000097"
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-2123;9624-09;1;3.13;3.13;15.63;16.68;1.74;-;4.36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-2123;9624-09;2;0;0;5.47;0;1.35;-;3.38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-2123;9624-09;3;-;-;4.69;-;1.02;-;2.54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0023;BGM-0023;1;41.56;47.81;46.88;50.49;1.28;-;3.21;29.91;28.93;12.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0023;BGM-0023;2;44.38;45.94;49.06;48.36;2.29;-;5.71;29.93;21.54;11.61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0023;BGM-0023;3;68.91;71.25;56.56;55.75;2.68;-;6.69;31.52;22.3;19.14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0025;BGM-0025;1;18.13;21.25;21.25;50;1.74;-;4.34;35.34;23.01;6.52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0025;BGM-0025;2;21.88;25;27.5;47.62;2.02;-;5.05;26.68;33.87;5.51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0025;BGM-0025;3;13.13;16.25;29.38;35.61;2.3;-;5.75;27.92;34.19;3.78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0027;BGM-0027;1;40.63;43.75;35;55.56;2.03;-;5.06;35.12;33.49;13.33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0027;BGM-0027;2;32.81;37.5;46.88;44.44;1.93;-;4.83;34.6;26.02;11.23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0027;BGM-0027;3;43.75;46.88;40.63;53.57;2.35;-;5.88;35.58;22.61;14.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0039;BGM-0039;1;28.13;42.81;60.94;41.26;2.24;-;5.61;34.28;54.26;12.68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0039;BGM-0039;2;54.38;60.63;60.88;49.9;2.35;-;5.88;32.3;41.37;16.76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0039;BGM-0039;3;34.06;36.41;58.75;38.26;1.59;-;3.96;35.55;37.96;11.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0045;BGM-0045;1;37.5;33.75;44.69;43.03;2;-;5;27.44;9.74;7.69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0045;BGM-0045;2;20.78;21.56;23.44;47.91;2.03;-;5.07;24.25;12.81;4.23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0045;BGM-0045;3;32.19;46.25;53.13;46.54;2.25;-;5.63;30.14;-;11.79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0049;BGM-0049;1;40.31;43.44;57.5;43.04;1.78;-;4.44;32.82;57.92;12.24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0049;BGM-0049;2;55.63;61.88;68.75;47.37;2.35;-;5.88;31.12;45.54;16.38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0049;BGM-0049;3;60.31;68.13;58.13;53.96;2.58;-;6.46;29.51;56.84;16.94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0075;BGM-0075;1;17.19;18.75;20.31;48;1.9;-;4.75;27.67;29.75;4.32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0075;BGM-0075;2;30.63;26.88;50;34.96;2.07;-;5.18;25.06;26.51;5.49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0075;BGM-0075;3;10.09;22.34;10.94;67.13;1.81;-;4.53;34.6;8.91;6.69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0093;BGM-0093;1;69.22;71.56;37.81;65.43;1.96;-;4.89;29.55;27.82;17.82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0093;BGM-0093;2;78.13;74.38;73.13;50.42;2.2;-;5.5;26.19;28.16;16.02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0093;BGM-0093;3;59.69;52.81;45.63;53.65;2.04;-;5.09;31.75;31.67;14.31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0097;BGM-0097;1;28.91;32.03;30.63;51.12;2.19;-;5.47;32.76;28.64;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0097;BGM-0097;2;47.66;50;48.44;50.79;2.54;-;6.34;28.08;30.19;11.72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0097;BGM-0097;3;57.03;59.38;67.19;46.91;2.79;-;6.97;28.81;32.94;14.35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0098;BGM-0098;1;3.91;5.47;16.56;24.83;1.79;-;4.48;37.88;-;1.82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0098;BGM-0098;2;9.38;12.5;60.94;17.02;1.8;-;4.5;32.37;39.16;3.47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0098;BGM-0098;3;3.13;4.69;15.63;23.08;1.94;-;4.86;33.51;-;1.35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0116;BGM-0116;1;16.41;17.97;27.19;39.79;1.67;-;4.17;35.09;22.26;5.47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0116;BGM-0116;2;16.41;18.75;20.31;48;1.64;-;4.09;33.94;11.89;5.49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0116;BGM-0116;3;51.56;56.25;59.38;48.65;1.52;-;3.79;34.46;37.76;16.77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0128;BGM-0128;1;20;21.56;16.25;57.02;1.35;-;3.38;28.65;-;5.17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0128;BGM-0128;2;42.5;42.5;27.5;60.71;1.88;-;4.69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0128;BGM-0128;3;34.38;37.5;15.63;70.58;1.97;-;4.92;31.32;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0135;BGM-0135;1;30.47;32.81;33.44;49.52;1.66;-;4.16;33.58;29.57;9.49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0135;BGM-0135;2;40;36.25;62.5;36.71;1.68;-;4.2;32.42;45.4;10.07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0135;BGM-0135;3;22.5;32.5;15.63;67.53;1.58;-;3.95;32.59;32.59;9.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0136;BGM-0136;1;42.81;44.38;32.5;57.73;1.6;-;4;33.72;30.5;12.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0136;BGM-0136;2;51.56;56.25;40.63;58.06;1.88;-;4.7;30.7;38.05;14.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0136;BGM-0136;3;37.5;40.63;26.56;60.47;1.69;-;4.22;34.08;18.38;11.96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0160;BGM-0160;1;31.88;35;14.06;71.34;1.56;-;3.91;32.08;32.83;9.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0160;BGM-0160;2;40;43.13;53.13;44.81;2.13;-;5.33;29.31;9.82;10.64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0160;BGM-0160;3;26.56;28.13;21.88;56.25;1.33;-;3.31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0162;BGM-0162;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0162;BGM-0162;2;37.5;39.38;37.5;51.22;2.13;-;5.33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0162;BGM-0162;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0164;BGM-0164;1;23.75;24.38;28.44;46.16;1.63;-;4.06;29.47;25.65;6.05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0164;BGM-0164;2;10;14.69;19.38;43.12;1.5;-;3.75;28.13;51.85;3.45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0164;BGM-0164;3;10;9.38;17.81;34.5;1.85;-;4.63;30.51;36.81;2.43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0166;BGM-0166;1;47.5;50.63;56.25;47.37;1.98;-;4.96;30.56;25.31;13.12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0166;BGM-0166;2;42.19;42.19;53.13;44.26;1.73;-;4.31;26.97;-;9.42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0166;BGM-0166;3;34.38;37.5;35.94;51.06;2.3;-;5.75;29.64;12.35;9.37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0179;BGM-0179;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0179;BGM-0179;2;28.13;31.25;40.63;43.48;2.02;-;5.05;24.24;8.36;6.12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0179;BGM-0179;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0188;BGM-0188;1;50.63;43.75;56.88;43.48;2.14;-;5.35;28.86;28.72;10.59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0188;BGM-0188;2;55.63;68.75;50;57.89;2.46;-;6.15;24.3;28.24;13.51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0188;BGM-0188;3;56.25;57.81;84.38;40.66;2.12;-;5.29;28.85;36.77;13.99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0189;BGM-0189;1;50;47.81;51.56;48.11;2.14;-;5.35;35.13;27.16;14.57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0189;BGM-0189;2;29.69;34.38;43.75;44;1.92;-;4.79;31.28;13.2;9.16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0189;BGM-0189;3;21.88;35;35.16;49.89;2.4;-;6;33.02;12.35;9.93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0201;BGM-0201;1;-;-;-;-;-;-;-;24.58;14.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0201;BGM-0201;2;10.94;22.5;14.06;61.54;1.56;-;3.9;25.42;14.79;4.67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0201;BGM-0201;3;29.69;24.38;28.13;46.43;1.85;-;4.63;24.34;10.79;4.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0207;BGM-0207;1;15.47;15.63;22.81;40.66;2.06;-;5.16;23.71;21.5;2.98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0207;BGM-0207;2;17.19;18.75;26.56;41.38;2.06;-;5.15;26.65;19.45;4.13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0207;BGM-0207;3;9.06;10.94;20.31;35.01;1.98;-;4.94;31.39;19.23;2.93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0212;BGM-0212;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0212;BGM-0212;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0212;BGM-0212;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0214;BGM-0214;1;60.31;68.13;58.13;53.96;2.25;-;5.63;28.06;25.1;15.95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0214;BGM-0214;2;46.88;50;49.06;50.47;2.5;-;6.25;29.95;13.6;12.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0214;BGM-0214;3;40.47;43.59;42.81;50.45;2.08;-;5.19;33.51;-;12.58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0217;BGM-0217;1;14.06;15.63;30.63;33.79;2.28;-;5.69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0217;BGM-0217;2;15.63;20.31;40.63;33.33;1.9;-;4.75;31.51;15.86;5.46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0217;BGM-0217;3;3.91;6.25;21.88;22.22;2.26;-;5.64;31.26;12.66;1.66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0236;BGM-0236;1;0;10.94;12.5;46.67;1.3;-;3.25;32.28;39.77;3.02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0236;BGM-0236;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0236;BGM-0236;3;-;-;-;-;0.95;-;2.38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0250;BGM-0250;1;11.56;12.5;10.94;53.33;1.54;-;3.86;26.01;-;2.67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0250;BGM-0250;2;0;0;18.75;0;1.66;-;4.16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0250;BGM-0250;3;12.5;14.06;14.06;50;2.02;-;5.04;30.94;-;3.7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0297;BGM-0297;1;18.75;19.06;45.63;29.46;1.8;-;4.5;33.52;17.33;5.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0297;BGM-0297;2;14.84;17.19;40.63;29.73;2.14;-;5.36;23.88;16.73;3.31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0297;BGM-0297;3;14.06;15.63;39.06;28.58;2.04;-;5.11;27.48;14.25;3.57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0298;BGM-0298;1;13.75;14.06;18.75;42.85;1.2;-;3;27.88;64.19;3.27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0298;BGM-0298;2;6.25;6.25;14.06;30.77;0.84;-;2.1;27.01;55.62;1.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0298;BGM-0298;3;0;0;7.81;0;1.23;-;3.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0303;BGM-0303;1;67.5;66.88;61.88;51.94;3.25;-;8.13;31.44;25.53;17.92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0303;BGM-0303;2;50.63;53.75;46.88;53.41;2.64;-;6.59;30.15;18.09;13.71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0303;BGM-0303;3;56.25;56.25;44.38;55.9;2.5;-;6.25;34.75;13.8;16.93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0316;BGM-0316;1;21.41;23.91;20.31;54.07;2.11;-;5.28;29.63;27.46;5.97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0316;BGM-0316;2;18.75;20.31;15.63;56.51;2.03;-;5.06;29.2;17.53;4.99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0316;BGM-0316;3;28.44;30;32.03;48.36;1.93;-;4.81;28.13;29.37;7.04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0324;BGM-0324;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0324;BGM-0324;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0324;BGM-0324;3;22.66;25;35.94;41.02;2.17;-;5.43;30.21;44.37;6.39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0337;BGM-0337;1;61.41;53.75;36.56;59.52;2.29;-;5.71;27.02;38.3;12.02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0337;BGM-0337;2;67.5;70.63;42.5;62.43;2.18;-;5.46;31.68;28.05;19.09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0337;BGM-0337;3;43.75;56.88;31.09;64.66;2.41;-;6.04;32.72;-;15.97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0338;BGM-0338;1;85;89.69;61.25;59.42;2.11;-;5.27;28.61;20;21.49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0338;BGM-0338;2;36.41;38.75;45.94;45.76;2.31;-;5.78;27.27;24.73;8.77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0338;BGM-0338;3;46.88;50;49.06;50.47;2.34;-;5.86;29.75;29.22;12.55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0378;BGM-0378;1;22.66;27.34;21.88;55.55;1.73;-;4.32;29.05;36.25;6.67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0378;BGM-0378;2;28.13;31.25;35.94;46.51;2.04;-;5.11;28.8;13.36;7.55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0378;BGM-0378;3;38.28;42.19;37.5;52.94;2.03;-;5.06;27.6;12.1;9.68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0382;BGM-0382;1;21.88;23.44;25.63;47.77;1.64;-;4.1;27.26;52.14;5.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0382;BGM-0382;2;48.44;54.69;33.75;61.84;2.06;-;5.15;23.48;27.23;10.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0382;BGM-0382;3;25;31.25;18.75;62.5;1.54;-;3.85;30.74;41.3;8.15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0394;BGM-0394;1;45.94;52.19;48.13;52.02;2.26;-;5.65;31.89;46.13;14.22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0394;BGM-0394;2;59.38;62.5;54.69;53.33;2.45;-;6.13;31.34;24.95;16.68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0394;BGM-0394;3;53.13;58.75;52.5;52.81;3;-;7.5;31.81;31.58;15.96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0406;BGM-0406;1;19.38;10.94;13.13;45.45;1.63;-;4.08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0406;BGM-0406;2;21.41;22.19;21.88;50.35;2.06;-;5.14;32.14;47.66;6.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0406;BGM-0406;3;14.22;28.13;37.5;42.86;2.01;-;5.04;31.83;28.54;7.65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2011;Agroverde1;CNPMF (Cruz das Almas);BGM-0409;BGM-0409;1;25;28.13;35.94;43.91;1.89;-;4.73;30.67;25.96;7.32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
