PLOT ;Ano;Campo;Local;Genotipos-BGM-;Genotipos;Bloco;PRC;PTR;"Peso da parte aerea			|CO_334:0000016";IC;"Altura de planta			|CO_334:0000018";"Altura de planta sem folha			|CO_334:0000125";NMa ;DMC (specific gravimetry);HCN (Lab);PROD-AMD;"Porte de planta			|CO_334:0000099";PRNC;Vigor;"Retencao foliar			|CO_334:0000048";"Numero de raiz			|CO_334:0000011";Peso raiz ;Teor de amido Corrigido;DMC Forno;"HCN-1			|CO_334:0000091";"HCN-2			|CO_334:0000091";"HCN-3			|CO_334:0000091";"HCN-4			|CO_334:0000092";"HCN-5			|CO_334:0000093";"HCN-6			|CO_334:0000094";"HCN-7			|CO_334:0000095";"HCN-8			|CO_334:0000096";"HCN-9			|CO_334:0000097"
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0574;BGM-0574;2;-;8.99;40.97;18;2.27;-;-;32.47;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0591;BGM-0591;2;-;12.5;19.68;38.85;1.83;-;-;36.48;-;-;4;-;-;-;-;-;-;-;2;2;6;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0597;BGM-0597;2;-;24.31;30.56;44.3;2.07;-;-;36.9;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0610;BGM-0610;2;-;19.03;16.9;52.96;1.45;-;-;33.07;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0611;BGM-0611;2;-;11.18;26.74;29.49;1.65;-;-;33.31;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0645;BGM-0645;2;-;13.22;21.06;38.56;1.57;-;-;32.07;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0672;BGM-0672;2;-;7.53;15.28;33.03;1.27;-;-;34.55;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0675;BGM-0675;2;-;17.99;18.87;48.81;2.17;-;-;34.69;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0711;BGM-0711;2;-;15.63;41.44;27.38;1.6;-;-;36.7;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0715;BGM-0715;2;-;21.06;19.1;52.45;1.7;-;-;36.82;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0807;BGM-0807;2;-;15.07;28.01;34.98;1.78;-;-;37;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0830;BGM-0830;2;-;7.78;7.41;51.22;1.43;-;-;31.97;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0849;BGM-0849;2;-;14.91;7.78;65.71;1.53;-;-;34.11;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0866;BGM-0866;2;-;8.59;14.58;37.06;2.03;-;-;34.33;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0872;BGM-0872;2;-;10.5;22.69;31.64;2.13;-;-;33.16;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0888;BGM-0888;2;-;16.41;10.88;60.13;1.43;-;-;32.81;-;-;4;-;-;-;-;-;-;-;3;3;2;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0905;BGM-0905;2;-;10.69;12.15;46.81;1.87;-;-;30.72;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-0995;BGM-0995;3;-;8.75;9.61;47.67;1.57;-;-;35.62;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1007;BGM-1007;3;-;15.19;10.53;59.06;1.5;-;-;33.16;-;-;3;-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1082;BGM-1082;3;-;21.71;11.57;65.23;1.5;-;-;38.05;-;-;4;-;-;-;-;-;-;-;4;4;4;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1115;BGM-1115;3;-;6.42;7.41;46.42;1.13;-;-;38.89;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1124;BGM-1124;3;-;15;26.39;36.24;1.8;-;-;37.4;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1139;BGM-1139;3;-;11.46;16.44;41.08;1.63;-;-;34.87;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1148;BGM-1148;3;-;13.69;24.31;36.03;2.23;-;-;35.83;-;-;4;-;-;-;-;-;-;-;-;-;-;8;6;8;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1162;BGM-1162;3;-;11.83;11.34;51.05;1.43;-;-;36.32;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1193;BGM-1193;3;-;8.99;20.6;30.39;1.9;-;-;37.82;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1224;BGM-1224;3;-;17.86;44.44;28.67;1.73;-;-;31.8;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1253;BGM-1253;3;-;24.06;15.97;60.1;1.23;-;-;32.54;-;-;3;-;-;-;-;-;-;-;-;-;-;4;6;4;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1261;BGM-1261;3;-;8.91;9.07;49.55;1.4;-;-;33.65;-;-;2;-;-;-;-;-;-;-;3;3;3;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1315;BGM-1315;3;-;19.08;29.86;38.99;1.83;-;-;35.69;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1332;BGM-1332;3;-;12.64;15.05;45.65;1.67;-;-;33.53;-;-;4;-;-;-;-;-;-;-;-;-;-;3;2;2;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1335;BGM-1335;4;-;10.11;10.42;49.26;1.68;-;-;33.88;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1361;BGM-1361;3;-;26.74;56.25;32.22;2.6;-;-;34.33;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1398;BGM-1398;4;-;16.16;24.65;39.6;1.72;-;-;37.14;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1401;BGM-1401;4;-;14.1;19.93;41.43;1.5;-;-;38.53;-;-;4;-;-;-;-;-;-;-;3;4;3;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1403;BGM-1403;4;-;13.13;29.17;31.03;1.73;-;-;34.85;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1432;BGM-1432;4;-;9.72;21.63;31.01;1.25;-;-;35.8;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1437;BGM-1437;4;-;6.93;9.49;42.19;1.27;-;-;36.94;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1487;BGM-1487;4;-;12.15;11.81;50.72;1.52;-;-;34.16;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1489;BGM-1489;4;-;28.47;62.04;31.46;2.8;-;-;34.37;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1610;BGM-1610;4;-;9.72;27.31;26.25;1.48;-;-;34.46;-;-;2;-;-;-;-;-;-;-;3;4;2;3;3;3;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1718;BGM-1718;4;-;6.81;9.95;40.61;1.57;-;-;31.13;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1719;BGM-1719;4;-;8.1;10.69;43.1;1.63;-;-;32.04;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-1730;BGM-1730;4;-;32.33;31.11;50.96;2.2;-;-;35.2;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2026 (Tailandia);BGM-2026 (Tailandia);4;-;7.94;9.49;45.55;1.22;-;-;35.7;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2124;BGM-2124;4;-;23.5;28.94;44.81;1.75;-;-;36.13;-;-;3;-;-;-;-;-;-;-;8;8;8;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Caipira;BRS Caipira;1;-;17.21;20.02;46.22;1.8;-;-;36.07;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Caipira;BRS Caipira;2;-;17.01;14.7;53.65;1.7;-;-;34.67;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Caipira;BRS Caipira;3;-;23.66;17.18;57.94;1.6;-;-;35.03;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Caipira;BRS Caipira;4;-;19.93;15.88;55.66;1.53;-;-;35.76;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Dourada;BRS Dourada;1;-;16.88;27.08;38.39;1.95;-;-;32.67;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Dourada;BRS Dourada;2;-;15.8;29.86;34.6;1.72;-;-;33.6;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Dourada;BRS Dourada;3;-;22.44;32.18;41.09;1.77;-;-;33.99;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Dourada;BRS Dourada;4;-;14.31;28.01;33.81;1.87;-;-;31.85;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Formosa;BRS Formosa;1;-;24.31;27.78;46.67;1.87;-;-;35.18;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Formosa;BRS Formosa;2;-;25.47;19.68;56.42;1.73;-;-;34.12;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Formosa;BRS Formosa;3;-;27.22;18.4;59.67;1.73;-;-;32.77;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Formosa;BRS Formosa;4;-;24.76;27.66;47.23;2.06;-;-;33.38;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Gema de Ovo;BRS Gema de Ovo;1;-;14.24;24.88;36.39;2;-;-;35.09;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Gema de Ovo;BRS Gema de Ovo;2;-;18.67;31.48;37.22;1.93;-;-;34.77;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Gema de Ovo;BRS Gema de Ovo;3;-;12.8;22.85;35.91;1.73;-;-;34.28;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Gema de ovo;BRS Gema de ovo;4;-;13.61;27.71;32.94;1.77;-;-;34.08;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Kiriris;BRS Kiriris;1;-;18.96;9.26;67.19;1.58;-;-;33.06;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Kiriris;BRS Kiriris;2;-;16.14;9.72;62.41;1.37;-;-;33.04;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Kiriris;BRS Kiriris;3;-;16.08;9.88;61.93;1.49;-;-;33.03;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Kiriris;BRS Kiriris;4;-;18.23;7.78;70.09;1.53;-;-;32.92;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Novo Horizonte;BRS Novo Horizonte;1;-;17.2;26.27;39.56;1.92;-;-;38.65;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Novo Horizonte;BRS Novo Horizonte;2;-;18.06;28.01;39.2;1.7;-;-;38.27;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Novo Horizonte;BRS Novo Horizonte;3;-;21.23;29.17;42.12;1.9;-;-;37.46;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Novo Horizonte;BRS Novo Horizonte;4;-;25.76;29.28;46.8;1.7;-;-;37.47;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Poti Branca;BRS Poti Branca;1;-;39.25;52.2;42.92;2.73;-;-;34.48;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Poti Branca;BRS Poti Branca;2;-;37.92;59.03;39.11;2.67;-;-;32.8;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Poti Branca;BRS Poti Branca;3;-;41.03;54.63;42.89;2.5;-;-;32.11;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Poti Branca;BRS Poti Branca;4;-;39.21;55.09;41.58;2.53;-;-;32.83;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Tapioqueira;BRS Tapioqueira;1;-;22.22;28.59;43.74;1.83;-;-;37.57;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Tapioqueira;BRS Tapioqueira;2;-;31.67;31.71;49.96;1.62;-;-;37.63;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Tapioqueira;BRS Tapioqueira;3;-;25.6;28.7;47.14;1.6;-;-;35.5;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BRS Tapioqueira;BRS Tapioqueira;4;-;21.55;29.4;42.3;1.57;-;-;37.02;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2151;Cigana Preta;1;-;23.82;31.25;43.25;1.8;-;-;37.61;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2151;Cigana Preta;2;-;17.26;28.7;37.55;1.73;-;-;35.69;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2151;Cigana Preta;3;-;23.17;22.57;50.66;1.67;-;-;36.94;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2151;Cigana Preta;4;-;17.66;22.04;44.49;1.65;-;-;35.38;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2097;Eucalipto;1;-;20.3;28.47;41.62;2.35;-;-;33.54;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2097;Eucalipto;2;-;13.89;27.78;33.33;2.22;-;-;32.86;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2097;Eucalipto;3;-;11.76;21.18;35.71;1.93;-;-;34.98;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec1;UFRB (Cruz das Almas);BGM-2097;Eucalipto;4;-;15.46;21.99;41.28;1.95;-;-;33.38;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-2120;4271;1;-;34.81;30.79;53.06;2.17;-;-;34.19;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);11-Conquista-2;11-Conquista-2;1;-;24.79;29.65;45.54;1.7;-;-;35.74;-;-;4;-;-;-;-;-;-;-;5;3;3;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);98103-08;98103-08;1;-;15.07;17.25;46.63;2.2;-;-;34.8;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);Aciolina;Aciolina;1;-;8.85;9.26;48.86;2.13;-;-;30.74;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-2329;AF-2011-52-01;1;-;21.88;27.71;44.12;2.2;-;-;32.76;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);AM-Jaeve-RN;AM-Jaeve-RN;1;-;32.89;28.84;53.28;2.23;-;-;36.02;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);A-Preto-Joselito;A-Preto-Joselito;1;-;18.38;32.64;36.02;2.63;-;-;33.83;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0115-TB;BGM-0115-TB;2;-;19.69;18.98;50.91;2.53;-;-;33.1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0119;BGM-0119;4;-;8.75;11.18;43.9;1.35;-;-;37.26;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0156;BGM-0156;1;-;21.19;27.43;43.59;2.25;-;-;31.83;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0209;BGM-0209;1;-;16.14;26.04;38.26;2.33;-;-;27.84;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0215;BGM-0215;1;-;12.88;34.03;27.46;2.1;-;-;35.21;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0257;BGM-0257;1;-;24.79;18.75;56.94;2.17;-;-;37.1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0270;BGM-0270;1;-;15.75;21.18;42.65;2.37;-;-;35.74;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0286;BGM-0286;1;-;13.61;8.26;62.22;1.3;-;-;28.34;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0323;BGM-0323;1;-;17.01;23.61;41.88;2.3;-;-;33.8;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0330;BGM-0330;2;-;16.33;44.68;26.77;2.53;-;-;33.16;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0337;BGM-0337;2;-;22.36;25;47.21;2.57;-;-;36.29;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0357;BGM-0357;2;-;12.64;7.62;62.4;1.6;-;-;31.21;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0382;BGM-0382;2;-;37.63;27.78;57.53;2.5;-;-;34.19;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0393;BGM-0393;2;-;12.06;10.19;54.2;2;-;-;33.15;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0452;BGM-0452;2;-;17.5;47.4;26.97;2.25;-;-;30.07;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0465;BGM-0465;2;-;24.31;33.22;42.25;2.27;-;-;34.66;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0468;BGM-0468;2;-;7.78;8.8;46.93;1.15;-;-;39.78;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0495;BGM-0495;2;-;13.9;7.41;65.24;2.43;-;-;35.64;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0543;BGM-0543;2;-;18.47;26.39;41.18;1.77;-;-;35.22;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0544;BGM-0544;2;-;6.68;26.39;20.21;2.6;-;-;37.14;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0552;BGM-0552;2;-;13.22;23.15;36.35;2.1;-;-;34.37;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0560;BGM-0560;2;-;16.63;19.79;45.65;2.3;-;-;32.44;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0576;BGM-0576;2;-;18.67;37.04;33.51;2.93;-;-;32.93;-;-;2;-;-;-;-;-;-;-;8;8;6;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0579;BGM-0579;2;-;12.54;18.75;40.08;2.63;-;-;33.14;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0591;BGM-0591;2;-;15.23;23.17;39.66;2.23;-;-;35;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0646;BGM-0646;2;-;16.2;38.4;29.67;2.2;-;-;33.13;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0648;BGM-0648;2;-;22.75;20.49;52.62;1.8;-;-;31.66;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0673;BGM-0673;2;-;20.9;30.09;40.99;2.47;-;-;32.93;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0677;BGM-0677;2;-;15.07;39.12;27.81;2.47;-;-;34.84;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0693;BGM-0693;2;-;30.92;35.65;46.45;2.33;-;-;31.97;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
-;2019;BAG-Rec2;UFRB (Cruz das Almas);BGM-0783;BGM-0783;2;-;12.64;35.49;26.26;2.4;-;-;35.27;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
