Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;HCNPic;Vigor;RF;NMa;NR;PA;DRY;DMCsg;PTR;PPA;IC;AP
322;BGM-0326;5;5;5;3;3;8;2;5;2;2;1;5;1;5;3;3;5;1;1;1;1;1;2;1;3;5;3;0;4;7;2;5;70;12.62;3.84;3.293735113;20.38;1.643333333;23.38888889;58.11888889;6.18753892481935;1.80768850201151;2.33820997916203;8.96662995205844;5.137231190238;2.3486522521043;4.46627316834313;33.0817824288459;14.3008864330824;24.1139986127979;34.6873613218857;2.26727199130644
338;BGM-0357;7;7;5;5;2;5;2;5;4;1;1;3;1;2;3;3;3;2;1;1;2;3;2;2;7;3;2;1;3;3;2;3;100;17.52;5.84;3.001028433;20.92;2.46;30.16666667;74.71666667;3.66162042865286;1.97222397313109;1.83125943134834;8.96662995205844;4.0745794809495;3.9218979566768;4.83715187554043;32.7979049055032;17.1155545269936;13.0067181675215;54.8535910856932;1.69287311405185
341;BGM-0360;7;3;5;3;2;8;2;7;2;1;1;3;0;2;7;3;3;1;3;2;2;1;2;3;7;3;2;0;3;7;3;5;80;13.98;4.42;3.170663441;28.3;2.596666667;27.5;65.25888889;6.03831736417309;2.16196306220126;2.2477935222259;9.71495680813873;5.27410193221244;2.95839941388462;6.8331095063222;34.7967421979264;22.4662091886427;26.7323232022864;44.4031749156836;2.00161533341856
344;BGM-0364;9;3;5;7;3;8;4;7;4;4;2;5;0;5;3;3;3;2;1;2;2;2;1;2;7;5;3;0;4;3;2;5;100;14.66;4.9;2.992234015;19;2.216666667;22.54166667;55.0275;7.29470353503063;2.57365073736182;1.89783944614088;8.96662995205844;4.16142490189101;2.51451725063516;5.61085400029416;31.9468754497686;20.1013487671075;19.2226598101597;49.2375597857635;2.11269743831675
360;BGM-0389;5;1;5;7;3;9;3;7;4;1;1;5;1;5;3;7;5;1;2;1;1;0;2;2;7;5;3;0;4;3;1;5;0;13.84;3.18;4.36739771;18.7;2.196666667;30.125;68.4875;5.41665827262131;2.29384385377323;2.34090261566343;8.96662995205844;4.80799239009326;2.44349395602035;8.71454406629791;33.8037490951702;33.9290454286277;30.4952122960577;50.0285330028835;2.54621868813556
361;BGM-0390;9;1;5;3;3;8;3;5;3;1;1;5;0;5;3;3;5;1;3;1;1;0;2;2;7;5;2;1;4;3;1;7;0;18.86;4.98;3.784517391;29.58;3.21;29.58333333;67.15111111;4.86690066330896;2.06925494828223;1.99153309661925;8.90438286910284;4.20526075337832;3.33314264644865;5.82566119820662;33.3750677727607;20.0550694257084;22.1277375426517;46.5958124269742;1.89657081484373
365;BGM-0396;5;7;5;7;3;3;2;5;1;3;1;5;1;5;3;7;5;1;1;1;3;1;2;2;3;3;3;0;4;3;3;5;90;10.92;3.02;3.617936353;13.3;2.21;29.20833333;60.46916667;6.79791431380535;2.31677501366101;1.76560893823576;8.96662995205844;4.27851759826525;3.4188371720036;6.4850969771052;35.6775093127523;24.1967404070951;21.7010547223359;50.7233056827196;2.06218965171056
376;BGM-0413;3;5;5;5;3;9;4;5;3;1;1;5;1;5;3;3;5;1;2;1;2;3;2;1;7;5;2;1;4;3;3;7;90;9.9;2.84;3.494573141;12.8;2.246666667;27.20833333;66.05333333;7.43288750377864;2.0373581533443;1.76560893823576;8.96662995205844;2.67671299338485;3.38972617240017;4.45681626497276;34.5328810346596;11.9402156144572;14.9128734099536;42.0953837056863;1.87114959678663
379;BGM-0419;7;7;3;5;2;3;2;5;4;4;2;3;0;5;7;3;5;1;2;1;3;3;2;3;7;5;3;1;4;7;1;7;100;15.38;4.28;3.627276856;25.62;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.06925494828223;2.05804315090305;9.06529597466545;4.03559442651072;3.93246667943954;4.95858527350316;34.7897383592017;15.2360162694748;20.9976394580945;40.7085466393809;2.1347100768407
381;BGM-0421;3;7;5;3;2;9;4;5;4;1;1;5;1;5;1;7;5;1;1;1;3;1;2;1;7;0;3;1;4;3;2;5;90;12.68;3.14;4.040826508;13.52;2.273333333;19.70833333;53.05166667;5.60961200889246;2.07779237019031;1.71313666750572;8.96662995205844;4.7659402405618;3.43810942704884;5.77119926155394;35.430523760459;19.021468170194;27.0723869424279;42.3519067525974;2.07762810915767
384;BGM-0424;5;1;5;3;2;6;2;3;2;1;3;5;1;5;3;7;5;1;2;1;3;2;2;2;3;5;3;1;3;3;1;7;110;11.5;3.2;3.599373425;13.42;2.136666667;20.95833333;33.98666667;7.18905182952773;2.0818001001567;2.1964557967279;8.96662995205844;2.87359351164581;3.9062090166345;4.24670947241929;34.6978814533653;10.3521319727171;26.7949291892088;21.9885634358358;2.12163706544214
393;BGM-0437;7;5;5;3;2;6;1;5;2;1;1;5;1;9;1;3;5;1;4;1;1;0;2;2;3;5;2;0;3;3;1;3;0;13.2;2.42;5.465272209;22.36;1.536666667;21.77777778;45.36888889;4.17364669045923;2.06925494828223;1.86735203753645;9.073844871757;4.52025909118073;3.4244487848898;3.40093424637475;33.5585261705453;7.33679355706307;9.83124130385304;45.9619297010769;1.65647643860133
396;BGM-0440;5;5;5;5;3;5;2;3;4;1;1;5;1;5;3;3;5;1;2;1;1;2;2;2;7;5;3;0;4;7;2;5;0;15.82;2.1;7.544771018;24.68;2.173333333;29.12416667;67.64333333;7.40612906247542;2.24429181944757;2.00606609323193;8.51603187283946;3.36067249270488;3.87150526278123;4.94031424951851;33.8565632170719;15.4519500552114;12.9197409889955;53.2761523548913;1.72086226004739
420;BGM-0473;7;7;5;7;1;3;4;5;4;4;1;3;1;2;7;3;3;1;2;1;3;3;2;2;7;5;2;1;3;3;2;7;100;12.62;4.7;2.67980253;21.98;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.1019955909823;2.05804315090305;8.34329196739527;4.03559442651072;4.61921098866581;6.50766595451602;35.8755299836782;21.6468993471337;17.9419300607002;50.1253003469486;1.94294949666378
429;BGM-0492;7;1;5;3;2;6;2;3;2;1;1;5;1;2;3;3;5;1;2;1;3;3;2;4;3;3;3;0;4;3;3;5;90;16.44;4.04;4.063322259;23.32;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.03206426186058;2.05804315090305;9.60538703708452;4.03559442651072;3.97943792732713;8.61121741595105;37.0920564187998;28.6887112890409;32.2268701537836;44.0328656497679;2.0667173489944
435;BGM-0500;5;5;5;5;2;5;3;5;4;1;1;5;1;5;1;7;5;1;3;1;3;1;2;2;7;5;3;0;3;5;1;5;90;11.16;3.5;3.188157914;12.22;2.683333333;32.8125;74.70583333;7.37932353279705;1.86409228572936;2.33875456328669;8.96662995205844;4.69432254345369;3.53140446963048;6.30022778372031;33.9027845585278;20.7941456382148;18.8184940295698;52.9877270773614;1.84893980531367
444;BGM-0511;7;5;5;3;2;8;2;5;1;1;1;7;1;5;3;7;5;1;1;1;1;2;1;2;3;0;3;0;4;7;1;5;0;11.98;4.14;2.910419159;22.12;1.633333333;27.33333333;59.84555556;7.85020677948608;2.06925494828223;2.15022884311948;8.77647102301562;3.18216003267362;2.94832961019401;3.97305621278746;29.8084375267352;7.75170464088843;16.1537547605509;29.2963670422754;2.02354320507258
445;BGM-0512;5;5;5;3;2;7;2;5;1;1;1;5;1;5;3;3;5;1;1;2;2;2;1;2;3;5;2;0;4;3;1;5;110;13.38;4.2;3.195257319;20.58;1.546666667;27.79166667;60.83166667;5.92863145236555;2.06925494828223;2.15537486500718;11.4635396613965;4.72565866015681;2.38652460608512;6.52118280392156;33.6878311729459;22.813814450927;28.0397842113186;45.8004377572512;2.25705551977519
446;BGM-0514;3;3;5;3;3;9;2;3;4;1;1;5;1;9;7;3;5;1;1;1;2;0;2;2;7;5;3;0;3;3;1;5;90;16.16;2.96;5.687536321;19.68;3.053333333;27.58333333;61.30083333;3.41222377562242;1.67399251887026;2.41882310157849;8.96662995205844;4.57014245295419;2.0250808365468;4.89323257414762;32.6511052041633;22.0532233695789;23.6690514826768;46.8308075227324;2.2621953856449
457;BGM-0540;3;5;5;3;3;6;1;5;1;3;1;3;1;5;3;7;5;1;3;1;2;2;2;2;3;3;3;1;4;7;3;7;90;14.88;4.82;3.090060628;19.8;3.49;27;83.71666667;3.94729319877241;2.06925494828223;2.05804315090305;9.67091480813319;3.50736656743966;3.59546556035036;5.37845879779859;33.4984742204395;17.9314155032527;17.4800803937994;45.507416865446;1.94055257124548
458;BGM-0541;9;2;5;3;2;6;3;5;4;3;1;3;1;5;3;3;5;1;3;1;2;3;1;2;7;3;3;0;4;3;1;5;70;23.16;6.74;3.433992846;32.84;2.103333333;28.88888889;46.07777778;7.85020677948608;2.06925494828223;2.15022884311948;9.96529837291184;5.16518406246183;3.64328619925551;5.06923941735104;35.5183381866257;14.9974562682819;35.1126685801036;30.8611416475518;2.21649151538232
461;BGM-0544;7;7;3;7;2;8;4;5;4;1;1;5;1;5;3;3;5;1;4;1;1;0;1;1;7;5;3;0;3;5;2;5;0;19.64;5.44;3.609597169;28.62;1.85;22.77777778;50.79;7.85020677948608;2.06925494828223;2.15022884311948;9.5547793389729;4.14989077543794;2.41343547679296;6.64057843572523;37.7540648805142;20.2051683665455;28.4212587140942;41.0276012290936;2.33919387199478
471;BGM-0557;7;5;5;5;3;7;2;3;3;1;1;3;0;5;7;3;5;1;1;1;2;2;1;2;7;5;2;1;4;3;1;5;90;13.24;4.2;3.159446367;17.7;2.373333333;24.70916667;57.67666667;3.56963689596792;2.40922616637984;2.5113257873426;8.53885683632053;4.04543168742408;3.90221298818151;6.10619466071122;36.5723512588292;19.3956988201479;20.0347345948905;46.5108809021646;1.8944191844201
487;BGM-0585;9;7;3;3;1;4;1;5;1;3;1;5;1;3;3;3;5;1;1;1;3;2;1;2;3;5;3;0;3;3;3;5;90;17.18;3.16;5.452007169;25.62;3.013333333;35.55555555;68.96555555;7.98793097521965;2.09044034699995;2.17563716878099;8.96662995205844;4.02926642811418;3.69252691852626;6.022640912611;35.2758743557448;18.493064043151;18.0157632839631;51.2112460300738;1.81502356922532
488;BGM-0587;7;3;5;3;2;4;1;5;3;2;1;3;1;4;3;3;5;1;2;2;3;1;2;2;7;3;3;1;4;3;2;7;80;17.16;4.6;3.731755243;20.9;1.703333333;32.66666667;39.81333333;7.76459832224918;2.04855404290719;1.89008301615105;8.87589713495296;5.49677356570187;4.0998958806228;5.56830728139409;36.4488753548108;16.1837224984165;24.9229329571979;34.8730860705633;2.14359988901127
495;BGM-0598;7;5;5;5;3;7;1;5;2;1;1;3;1;5;3;3;5;1;3;1;2;2;1;1;3;5;3;0;3;3;2;7;70;16.52;4.16;4.020880605;23.58;2.876666667;26.66666667;56.42;6.20771849935347;2.06925494828223;1.86735203753645;8.40586250575654;4.47896944056199;3.27929032149858;8.0929419110252;36.7352523677077;26.6622734017181;24.8321191301533;51.1711631956236;2.09805490566235
504;BGM-0610;9;7;5;3;2;5;4;5;3;1;1;5;1;4;3;7;5;1;1;1;2;3;2;3;7;5;3;1;4;7;3;3;90;12.72;3.8;3.3624954;13.52;2.316666667;24.33333333;65.73666667;4.74087175197526;2.06925494828223;1.87166455744578;8.30100374463279;4.03559442651072;4.07847697440815;4.23233157617749;33.4500719597093;13.9334697290174;12.3820546007461;56.8901555347858;1.65185190076434
513;BGM-0623;7;3;5;3;3;9;3;5;4;4;1;3;1;5;7;3;5;1;1;1;2;2;2;3;7;3;3;1;4;7;2;5;110;16.28;4.54;3.585626478;26.72;1.796666667;38.66666667;74.47333333;3.59843129414722;2.04855404290719;2.05804315090305;8.2036813362561;3.4055638570987;4.35508372550945;3.85306869551031;35.7664455551717;8.66473325396205;17.2823377610914;32.0420046295001;1.61431297111843
516;BGM-0626;7;3;5;5;3;9;2;5;4;1;1;5;0;5;7;7;3;1;1;1;2;3;1;3;7;3;3;1;3;3;1;5;100;14.04;4.34;3.234448872;20.72;2.456666667;20;47.72333333;6.02695723293327;2.04855404290719;2.05804315090305;8.7708292125696;3.8709290019978;3.08570416026347;3.72421558519319;36.2837273492503;8.88505839245753;21.5965444807764;29.4391750985366;1.74796238290051
518;BGM-0631;7;5;3;3;2;6;3;5;4;3;1;3;1;5;3;3;5;1;3;2;2;1;2;2;7;5;3;1;4;5;1;7;90;15.92;5.66;2.824646465;26.58;1.413333333;21.55555555;54.61666667;7.85020677948608;2.06925494828223;1.86735203753645;8.90346974399319;3.71297399400711;4.0085423791357;4.53179889570603;31.3422019702174;13.7075964650855;15.6378962370821;43.5965752096056;1.72088501654753
532;BGM-0651;7;7;5;3;2;3;1;3;2;1;1;5;1;9;3;7;5;1;2;1;1;0;2;2;7;3;3;0;3;3;2;5;0;10.28;1.98;5.200718463;15.26;2.35;24.95833333;58.47166667;6.20771849935347;2.03798479697887;2.19423205728998;8.96662995205844;3.36095592607228;3.29694575893522;4.94117800686107;34.9750861070631;13.9008792350943;21.1874631504591;40.0721505050027;1.82423516136705
542;BGM-0664;7;2;5;3;3;7;1;3;1;1;1;5;0;2;7;3;5;1;2;1;2;1;2;2;7;5;3;1;3;5;3;3;100;11.68;3.54;3.306134042;16.32;2.723333333;29.20833333;62.915;6.90338602520584;2.06925494828223;2.08925271899164;8.62785956767611;3.00937132729433;4.07701142919043;5.23868260706776;37.3271215575596;15.0653780149558;14.2520499511967;48.6112949291773;1.66277016177387
546;BGM-0668;7;7;1;3;1;4;1;5;1;1;1;5;1;5;3;7;5;1;1;1;2;1;2;2;3;3;2;0;4;3;1;3;90;10.4;3.34;3.127691668;14.08;1.653333333;30;30.60666667;6.18753892481935;2.06925494828223;2.05804315090305;7.78806757746435;3.582782215351;3.75566548748994;4.57968041333916;34.7873412082943;8.50746096503691;12.5256506122259;41.0899974371785;1.19714443635559
547;BGM-0669;3;7;5;5;3;6;1;5;1;1;3;5;1;5;7;3;5;1;1;1;2;2;2;2;3;5;3;0;4;3;3;5;100;10.44;2.88;3.640849219;15.1;3.033333333;27;59.2825;8.08668309917548;1.81940248647589;1.8948620244788;8.96662995205844;4.21605794695726;4.31516765668583;5.71605117555961;34.7048743376183;17.7129910106768;16.9770173076876;43.9893358143614;1.95228967517101
553;BGM-0677;3;5;5;3;2;5;2;3;4;1;2;5;0;4;3;7;5;1;3;1;2;2;1;2;7;5;2;0;3;3;2;3;100;14.08;3.9;3.642167277;16.94;2.446666667;21.77777778;61.40777778;7.99719028345716;2.23030300524337;2.10233067782842;7.58382398037091;3.29502213093322;2.69181467687138;4.28431136241616;35.1772754063766;13.642783777795;20.557775436506;37.3245661502596;2.04970960406142
554;BGM-0678;9;5;5;5;3;7;3;7;1;4;2;5;1;2;3;3;5;1;3;1;3;3;2;2;3;5;3;1;3;3;1;7;90;21.74;6.86;3.180938375;38.46;2.926666667;23;58.50555556;8.09171330337497;2.09044034699995;2.10233067782842;8.88475011692719;3.92761448415473;2.98144472325271;5.83461881425818;36.7063998832099;17.253282194483;14.8807935488235;49.9042408407024;1.8008602430307
560;BGM-0694;5;5;5;7;3;9;2;5;4;1;3;5;1;5;3;7;5;1;1;1;2;1;2;3;7;5;3;1;4;3;1;5;90;13.84;4.2;3.320419005;26.12;2.873333333;30.625;60.14083333;8.14115154264673;1.93002915103576;2.47015570190647;8.96662995205844;4.28504732786667;3.28107257001613;5.08745169332084;37.160563703038;17.5717289437556;20.6350327838926;45.4493327750471;1.95891310700871
563;BGM-0699;9;7;3;3;3;8;2;5;1;1;2;5;0;5;3;7;5;1;1;1;1;2;2;2;7;0;2;0;3;3;2;3;0;13.58;3.24;4.207440476;17.84;3.216666667;31;54.60333333;8.11673117818167;2.06925494828223;1.99070704390019;8.78064256957033;3.7518000387789;4.03337681820148;6.39496732790232;37.2628240098886;22.6516533671752;16.5415176032741;57.0944597714866;1.83635794021393
565;BGM-0702;7;7;3;3;2;6;3;5;2;1;1;5;1;2;3;3;5;1;1;1;2;2;2;2;3;3;2;1;3;3;2;7;90;13.46;3.36;4.037449221;10.46;2.453333333;23.11111111;62.10888889;8.00030244853368;2.1184853720289;1.88780023067911;9.93100573667473;4.13601851163184;3.32741552388817;5.61123520598851;36.4076094069698;15.9639816254814;22.0393662658937;43.2701594219564;2.13872236705455
567;BGM-0706;5;5;5;5;2;6;3;3;4;2;1;5;1;2;3;3;5;1;1;1;3;0;1;3;7;3;3;0;3;3;2;7;80;19.36;4.44;4.34501332;25.34;2.06;20.77777778;50.16888889;7.93737271233902;2.06925494828223;2.02923863347062;8.99242146194661;4.00778230853457;3.54885550020684;4.76288542621722;36.7814533802263;12.5399263015902;20.2786880087422;34.5131078359521;2.04657007648214
570;BGM-0711;3;3;5;3;3;6;2;3;3;1;1;3;0;5;1;3;5;1;1;1;3;3;1;2;3;3;2;1;4;3;2;5;100;9.2;2.64;3.500389234;16.68;2.75;20.79166667;49.42333333;6.48829454876596;2.14727595223036;1.85462040861;8.96662995205844;3.61200352343402;4.01382811982401;5.45921399455461;35.3957474670568;17.5004294124328;23.425134682401;35.683778672494;1.93191905490647
576;BGM-0726;9;7;5;5;2;9;3;5;4;1;1;3;0;3;3;7;5;1;1;1;3;3;1;2;7;5;2;1;3;3;2;5;100;10.58;2.52;4.276339523;14.6;1.596666667;22.10416667;54.88;8.1001120448098;2.10760584959515;1.9416461857334;8.96662995205844;4.55853867148445;2.97348305314114;4.29667342959017;35.4688033691558;13.0234325952044;14.3958784088539;47.0513542804397;1.82533004803333
577;BGM-0728;7;3;5;3;2;6;2;5;3;1;2;3;1;4;3;3;3;1;1;1;3;3;2;3;7;5;3;1;4;3;3;7;90;16.24;3.26;5.069938621;19.62;2.22;29.33333333;49.66333333;8.10783251204142;2.04855404290719;2.05804315090305;8.72870723381654;3.51479357537154;3.78394749161341;4.72067333074767;36.2537901291781;13.9773790470595;14.9048898893277;45.9228319071933;1.782758195859
583;BGM-0752;7;5;5;5;3;8;2;7;3;2;3;5;1;5;3;3;5;1;2;1;3;1;2;3;7;3;3;1;3;3;1;7;100;13.32;2.76;4.829430285;16.26;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.06925494828223;2.05804315090305;8.67928517276801;4.03559442651072;3.54196005663819;4.07700527295362;33.4263945636157;9.74795803889252;13.312624538253;30.7390263200739;1.93765633405461
585;BGM-0760;5;2;5;3;3;9;3;3;1;4;3;1;1;5;3;3;5;1;2;1;2;3;1;3;7;5;3;0;4;3;1;7;90;11.24;2.78;4.058768632;15.4;3.543333333;33;62.78333333;6.20771849935347;2.02872666893802;1.86723951868772;8.96662995205844;3.96775590289464;3.65962964299042;6.25390638790461;32.8843066686663;22.2054905786848;17.9409129451045;52.3490717186556;1.93841891354233
586;BGM-0776;7;7;9;9;3;9;2;7;4;2;3;5;1;5;3;3;5;1;1;1;3;2;2;2;7;5;2;1;3;5;2;7;100;17.14;4.14;4.156981982;19.8;3.64;24.66666667;65.14444444;7.13826183082868;2.06925494828223;2.02923863347062;8.26058967677647;4.46653303069603;3.54885550020684;4.05230357862709;31.7348871029455;12.0901997293496;14.0825834659188;43.2012518137966;1.72347932599605
588;BGM-0779;7;7;3;3;1;3;4;5;3;2;3;5;0;5;7;7;5;1;1;1;2;3;2;2;7;5;2;1;4;3;1;5;90;16.02;4.36;3.675264271;20.94;3.89;24.20833333;58.08166667;6.87135119451025;2.06925494828223;1.79235829004553;8.62316087727542;5.54840540741739;3.91458518334804;4.871867864929;35.0905813333078;15.9318242744112;16.8343376834516;46.9057876012737;1.8895281436972
590;BGM-0780-B;9;9;5;7;3;8;2;5;1;3;1;5;0;3;3;3;5;1;3;1;2;2;1;2;3;5;2;0;4;3;2;5;100;13.34;4.3;3.108021673;21.6;2.428333333;20.42222222;63.08833333;7.9472433028243;2.06925494828223;2.01755337481259;8.96662995205844;3.87771139306192;3.28203335815656;4.9405615259065;35.5010988934801;17.4998059969176;16.067863894692;51.5374800193315;1.88047997145454
598;BGM-0793;9;5;5;5;1;3;4;5;2;2;3;5;0;2;3;7;5;1;1;1;3;2;2;3;7;5;3;0;3;3;3;3;90;14.8;5.28;2.799157458;25.3;1.526666667;25.77777778;49.50555555;7.60260113180657;2.06925494828223;2.02923863347062;8.74732151435861;4.06478482793214;3.33680455442419;5.14076064261584;35.240729941418;14.5286781980742;10.9818579128625;57.0955093807883;1.60673046057503
610;BGM-0815;7;9;5;7;3;8;2;5;3;1;2;3;1;5;3;3;3;1;2;1;2;1;2;3;7;5;3;0;3;3;2;5;100;16.26;5.24;3.108201539;25.9;1.13;34.33333333;53.11;7.92142180354263;2.06925494828223;2.05804315090305;9.15251082668792;5.14773524463801;3.37445980444484;6.2027103191396;37.895736708546;25.0944667004903;27.2387788099197;48.9125581836368;2.08084555362314
616;BGM-0821;3;7;3;5;1;3;4;7;4;4;1;3;0;5;3;3;5;1;2;1;4;2;2;2;7;3;3;0;4;7;3;7;100;14.74;5.44;2.7165373;26.32;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.06925494828223;2.05804315090305;7.99432949044016;4.03559442651072;4.16690968253902;3.71236336405713;37.0040327111219;9.10906895892616;19.0547656215395;38.0974258388671;1.71531849179871
618;BGM-0823;5;7;3;5;2;9;2;5;4;1;1;5;1;1;1;3;3;1;1;2;2;3;1;3;3;5;3;0;3;3;1;5;80;10.7;3.94;2.744166667;15.9;2.033333333;42;77.38666667;7.39414606345494;2.1184853720289;2.05804315090305;9.24478547782107;4.26272455753989;3.39560567835011;6.94091467579217;36.2970315366973;23.7539327532381;29.7218314749996;42.3131732502768;2.09080390126584
624;BGM-0834;7;7;3;5;2;6;3;5;4;2;1;5;1;5;3;3;3;1;4;1;1;0;2;2;7;5;3;0;4;7;1;7;0;8.7;2.72;3.189885485;11.18;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.06925494828223;2.05804315090305;8.75500815985;4.03559442651072;3.54196005663819;4.59642376198236;35.5420690905038;10.7809981808561;18.8996350254035;33.864128528151;1.96140262604064
630;BGM-0847;5;5;5;3;2;8;1;3;4;1;1;5;1;5;3;3;5;1;3;1;3;1;2;2;7;0;3;0;3;3;2;7;100;16.24;4.44;3.665240371;21.64;2.633333333;23.77777778;70.91888889;4.00749099573326;2.06925494828223;2.45355384184516;8.90305170816924;4.75325223204693;3.0815373206941;8.08575078334918;35.8828058862726;27.2360820229133;26.3779580386298;49.9345844584092;2.09166274216756
644;BGM-0868;7;5;3;5;2;8;1;7;4;1;1;5;1;5;3;3;5;1;3;1;2;0;1;2;7;5;3;0;4;7;1;7;90;17.2;4.94;3.481072429;29.86;2.186666667;52;61.26;6.02387265172664;2.06925494828223;1.91503559844617;9.46292845996716;3.4209504281663;3.47970860478025;7.33278535685579;34.8810956654974;22.9084441488114;25.0984875865142;48.269426233168;2.24081843149488
646;BGM-0870;3;3;5;3;2;8;2;5;1;4;2;3;0;5;7;7;5;1;1;1;2;0;2;2;3;3;2;0;3;3;2;5;90;12.82;4.02;3.192426119;20.18;1.99;20.33333333;64.88222222;8.00162107433551;2.04418852470616;2.06570615164689;8.96662995205844;3.67836643419176;3.59705643945113;5.59357008349276;33.0799104327713;17.2026185700402;16.1212691392687;52.3111112872909;1.67400564354592
652;BGM-0878;9;5;5;3;2;3;4;5;2;2;3;3;0;5;3;3;5;1;1;1;3;1;2;2;3;5;3;1;4;7;3;7;100;13.52;4.26;3.186071362;16.4;2.263333333;28;57.935;8.09582306029397;2.16791282931114;1.81419777461559;9.02322861838626;3.24454151063157;4.11948853092639;6.21528722184035;36.2466027101858;15.9418578275926;13.8026184906519;51.28189601849;1.60304883443516
653;BGM-0879;9;9;5;3;3;6;2;5;4;4;3;7;0;5;1;3;5;1;1;1;3;0;2;3;7;5;3;0;4;3;2;5;70;16.18;1.5;10.82521008;13.76;2.77;25;61.58;8.10764614185084;2.17531390004166;2.18961857867371;8.96662995205844;4.19254953528106;2.99078108072574;5.95807766100038;34.9322807982033;21.9582451234085;21.6154813354806;48.2569120384772;1.99266480386447
654;BGM-0882;5;3;5;3;1;8;3;3;4;3;2;5;1;6;1;3;5;1;1;1;1;0;2;1;7;5;3;0;4;3;2;5;0;16.86;2;8.42122807;18.68;1.703333333;21.625;61.435;2.73715119159933;2.06602274479018;2.0439171812568;8.96662995205844;4.9093327956156;2.68010674134598;5.74274253801834;34.7386053685948;20.1353079517487;16.3115810053652;55.0098056415431;1.8174711358773
656;BGM-0885;7;3;5;3;2;7;2;5;4;3;2;5;1;5;1;3;5;2;1;1;3;2;1;4;7;5;3;1;4;3;3;3;90;14.6;3;4.868281372;15.68;1.44;37.33333333;58.53333333;4.39065798108539;2.02805017106772;2.05804315090305;8.49982100092332;4.077057979827;3.47273704610517;4.93579508894731;30.9574871109225;23.1727413555545;14.987767360028;57.4658294482089;1.99223297695699
657;BGM-0886;5;5;5;5;2;5;2;5;3;3;2;5;1;5;3;3;5;2;1;1;2;2;1;2;7;3;2;1;4;3;2;5;90;11.72;3.44;3.411557272;19.26;1.466666667;19.9;54.22;6.78589518687804;2.20499849618374;1.85996808484581;8.96662995205844;5.72743825013686;3.31100804781736;4.89130696345395;31.6275525977915;17.4165820868888;16.6682708426711;50.923902243921;2.2203157761204
660;BGM-0890;7;1;5;3;3;8;2;3;4;4;1;5;0;6;3;7;5;1;1;2;3;2;2;2;7;3;3;1;3;7;1;7;80;11.84;2.54;4.699296703;12.3;1.453333333;31.33333333;80.64333333;3.75350183271523;2.06925494828223;2.05804315090305;8.51703030198374;4.46779290244912;3.43780698031935;4.622270177825;34.8338441440037;18.6813372042121;18.1615906517242;48.6800909959451;1.8840948767037
665;BGM-0895;5;5;5;5;2;6;4;7;4;2;3;3;1;6;3;3;5;1;2;1;2;3;2;2;7;5;3;0;4;7;1;7;90;17.7;2.06;8.716497327;19.94;2.64;37;67.21;7.92142180354263;2.06925494828223;2.05804315090305;8.48232421688802;5.13535747279048;3.23966577308471;5.20332158997074;34.8385499557948;21.1561680415848;15.953313308447;50.9682998569682;1.81815436747043
669;BGM-0901;7;5;5;5;3;7;1;5;2;2;3;5;1;5;3;3;5;2;2;1;1;1;2;2;3;3;2;0;4;7;3;5;0;17.54;4.44;3.994923077;26.62;2.64;37;81.10666667;8.03294774509116;2.02805017106772;2.05804315090305;9.28730640630473;5.05180751281968;3.16926885971213;7.87961734292647;36.7365368297014;30.8717192764176;30.2006153687021;46.7762783137016;2.01958011527372
679;BGM-0914;3;7;5;3;3;5;4;3;4;2;3;5;1;5;3;7;5;1;1;1;2;2;2;1;7;3;2;0;4;3;1;5;90;13.12;3;4.427906792;17.24;1.436666667;20.95833333;71.79666667;8.11972045567343;1.95673158953869;1.85996808484581;8.96662995205844;3.65958444496228;3.2710047162553;5.35959870825631;33.4922857473204;17.9223634274049;18.2210068799106;43.6610756480782;2.02043644181616
681;BGM-0917;5;3;5;5;3;7;3;3;4;2;1;5;1;2;3;3;5;1;1;1;2;1;2;1;7;5;3;0;4;3;3;5;80;12.44;3.46;3.610772948;18.86;1.746666667;25.95833333;69.28583333;8.06714500606704;2.29431558964134;2.13589172946229;8.96662995205844;4.29418961061895;2.40307908036567;6.49136183875361;37.1469007156797;20.9273371261297;31.8089558758073;33.9926790842379;2.37107083455182
