Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;HCNPic;Vigor;RF;NMa;NR;PA;DRY;DMCsg;PTR;PPA;IC;AP
689;BGM-0929;5;5;5;3;3;6;2;5;3;2;1;5;1;3;3;3;5;1;1;1;2;3;1;4;7;3;3;1;4;3;2;5;90;15.62;1.58;9.952381851;21.16;1.68;15.66666667;60.77333333;4.44237219660097;2.06925494828223;1.91517568540296;8.96662995205844;3.7254062059277;3.90867255810818;4.29614289832504;33.8550304223124;13.839904992355;11.9253568376889;53.0638142960421;1.58549839481225
695;BGM-0935;7;3;5;3;1;7;3;3;4;3;1;5;1;5;3;3;5;1;4;1;2;3;2;2;7;5;3;0;3;3;2;5;80;11.54;3.52;3.286168987;14.2;2.163333333;18.645;53.18083333;7.58102660148279;2.35093560963818;1.80853825081726;8.96662995205844;2.92389305577035;4.06314581755147;5.22697610447703;34.2663821830454;16.5643165146887;24.7311910970997;32.3857601743128;1.94623606390074
705;BGM-0947;7;5;3;3;3;9;3;7;4;1;1;5;0;5;3;7;5;1;1;1;1;2;2;2;7;5;3;0;4;7;2;7;0;18.3;4;4.586666667;25.36;1.7;19.66666667;45.43666667;3.4855831473938;2.06925494828223;2.05804315090305;9.67081768475857;5.60522255911114;3.24294395934964;5.68026584258091;35.8617905489068;17.482950486382;29.7613743796833;35.7440358422924;2.1635508354732
715;BGM-0959;5;1;5;3;2;5;2;3;1;1;1;5;0;5;1;3;5;1;1;1;3;0;2;2;3;3;3;1;3;3;3;5;90;14.3;3.98;3.597539732;17.14;1.943333333;24.29166667;54.02666667;8.03181092769069;1.89650759566766;1.99248734722824;8.96662995205844;3.53173776263427;3.6482814588679;5.21155751745988;34.8977955824318;17.0838364267469;15.6193874736579;53.6200646798299;1.57134834810088
716;BGM-0960;5;7;5;3;3;8;3;5;2;2;3;3;0;5;7;3;5;1;2;2;2;3;2;3;3;3;2;1;4;3;2;5;90;12.52;2.54;5.001729194;18.86;2.776666667;16.335;45.9525;8.0919989413381;1.90243633785957;1.98760117052642;8.96662995205844;2.58106979563416;4.12215755710384;4.1600927339736;35.0801179042712;7.78261508596296;16.9609476067145;24.3989159548893;2.0110291843285
717;BGM-0961;3;7;5;3;3;9;3;7;2;2;3;5;0;5;1;7;5;1;1;1;3;2;1;3;3;5;3;0;3;3;2;5;90;15.54;2.66;5.895898642;23.6;2.866666667;18.85555556;51.01222222;8.0919989413381;1.89650759566766;1.89456426562753;8.96662995205844;3.63663570874341;3.63943965500773;4.30439485695536;35.6853357425576;10.8484849482361;20.7514699657264;32.1545054464862;2.19050968372275
719;BGM-0963;5;5;3;3;2;8;2;5;3;2;3;5;0;5;7;7;5;1;1;1;2;1;2;3;7;3;3;0;3;3;2;5;90;11.6;2.78;4.171041475;11.98;2.456666667;17.25;41.21666667;8.1351526337977;1.90243633785957;1.89428611153994;8.96662995205844;2.61920283980359;3.89128449657491;4.41944588002302;35.4741184900503;9.84809522350904;19.7243729518475;27.8369788109327;2.00025418625075
722;BGM-0967;7;5;5;3;3;9;3;5;3;2;2;5;0;5;7;7;5;1;1;1;1;0;2;4;7;3;3;1;3;3;3;5;0;16;3.66;4.384346522;17.48;2.566666667;18.66666667;56.93916667;5.59348011897749;1.88504201572377;1.84878618290902;8.96662995205844;3.52218045592258;2.32340874111072;5.51740951301041;36.3063170225423;16.3542117267768;20.7279130936946;44.0957776431539;2.19137541852067
725;BGM-0972;7;5;5;7;3;6;3;5;4;1;1;3;0;5;1;3;5;1;1;1;3;3;1;2;7;3;3;1;3;5;1;5;80;15.44;4.8;3.219096788;23.16;2.53;21.33333333;62.47333333;7.981651047062;1.88504201572377;2.07455241014785;8.96662995205844;3.57567257626038;3.23400382129321;5.8496585184802;36.8119312037837;15.3634326368417;18.3100668205891;40.580467108684;2.13352883023946
730;BGM-0977;7;5;3;5;3;8;3;3;4;2;1;5;1;5;1;7;3;1;1;1;2;3;1;1;7;0;2;0;3;3;2;7;80;10.32;3.2;3.232546083;11.04;2.143333333;22.83333333;81.79666667;7.91419000285762;2.06925494828223;1.9588411264549;8.96832863270339;4.40205447123045;3.77548278564616;6.55996173818862;36.8765617377891;19.9343838378524;22.563218723207;44.5145493337003;2.11339328540411
737;BGM-0984;5;9;5;7;3;6;3;7;1;1;1;5;1;5;7;7;5;1;2;1;2;1;2;2;7;3;3;1;4;3;2;5;100;14.3;3.5;4.093586566;22.66;1.953333333;20.04166667;54.045;6.16405530317744;2.03930786600032;1.84878618290902;8.96662995205844;4.82006270737102;3.61958324060603;5.12287279690427;34.7125080642026;16.1861325381851;20.169771780964;39.125680289094;1.97405690960263
738;BGM-0985;9;3;5;3;3;7;1;3;1;1;1;5;1;2;3;7;5;1;2;1;1;0;2;1;3;5;3;0;4;3;1;5;0;16.32;2.76;5.919589351;22.84;2.966666667;25.125;66.85333333;8.00472544819378;1.99346738010506;2.24814867542476;8.96662995205844;5.02333637309176;2.47633042586299;6.65294383431308;35.005619833562;21.980391511454;21.3155939638001;54.8470269681212;1.82477918662277
739;BGM-0986;3;5;5;3;1;4;2;5;2;2;3;5;0;4;7;7;5;1;1;1;2;1;1;1;3;5;2;0;3;3;1;3;90;12.26;2.12;5.823527197;11.28;3.45;17.45666667;60.79166667;7.17142885236216;2.11505426881758;1.87334820233062;9.04348725328014;3.79328823748076;3.59834286668235;4.43035402858433;35.1182628140034;11.0262913996258;18.4852934282774;37.3651724400668;1.83778202813634
743;BGM-0992;5;5;5;5;2;8;2;5;1;2;1;5;0;5;3;3;5;1;1;1;3;1;1;2;3;5;3;0;3;3;2;5;90;15.52;4.86;3.195533652;18.4;2.17;24.79166667;60.0725;4.47399864041769;2.03930786600032;1.84878618290902;8.96662995205844;4.38998390534466;3.41316367159248;5.46698232732562;36.0041317429386;15.3837368947855;12.3412172885782;54.6486868083441;1.64479345529152
748;BGM-0998;7;2;5;3;3;9;3;3;4;3;2;5;1;4;3;3;5;2;2;1;2;2;1;2;7;5;3;1;4;3;1;5;100;14.22;2.26;6.386143486;13.42;1.513333333;22.91666667;49.8975;4.20115661655881;1.87230730022058;1.91594642056053;8.96662995205844;3.06073312263924;3.95159117057453;4.42875507161152;36.0665174978068;11.9603185182648;13.3228583065812;43.4693733868494;1.78262150522326
749;BGM-1006;3;2;5;3;3;3;4;3;4;1;1;5;1;7;3;3;5;1;2;1;2;2;1;1;7;0;3;0;3;3;1;5;100;10;2.16;4.629977414;14.6;3.48;16.9375;59.29916667;6.16405530317744;1.93001671074883;2.3321053121312;8.96662995205844;3.97441164427746;4.12776354442229;3.95468728526496;32.0678349828773;11.0646224769187;14.9785629592983;39.8575781472722;1.70575312289567
754;BGM-1024;7;5;5;3;3;9;3;5;4;3;1;5;1;5;3;7;5;1;3;1;2;0;2;2;7;0;3;1;3;5;1;5;60;11.7;2.8;4.218300248;11.6;2.313333333;21.64583333;68.61583333;4.25943288212836;2.32221408568356;2.03273527932001;9.53067324432465;3.68769244292655;3.01647825207955;5.26442710155348;35.572337717005;17.6204916045639;22.4603902042913;40.5581491610799;2.31460418819076
755;BGM-1025;9;7;3;5;2;9;4;5;4;2;1;5;1;5;3;3;3;1;1;1;2;2;1;3;7;5;3;0;3;5;2;3;95;15.7;4.14;3.792709802;26.1;1.753333333;18.05208333;40.37416667;4.81114427101163;2.06925494828223;1.85969730512447;8.63441886064807;3.08047515526438;3.22523834125808;4.2335371615668;30.5345986162309;10.4098408847049;9.1428147291907;48.2287342112709;1.484360108059
760;BGM-1029;3;2;5;3;3;9;3;3;4;2;1;5;0;5;3;7;5;1;2;1;2;0;1;2;7;0;3;0;3;3;3;5;70;11.74;2.78;4.243394541;17.2;2.196666667;26.83333333;80.1275;7.38628490927602;2.03930786600032;2.216684375731;8.96662995205844;4.02028671649361;2.11312100992385;6.90246488577942;37.8373428989133;22.2120756451612;29.5320790765601;41.6544065498101;2.26419455306735
774;BGM-1064;7;2;5;3;3;9;2;3;4;1;1;5;1;5;3;3;5;1;2;1;3;2;2;4;7;5;3;0;3;3;2;5;90;9.78;2.22;4.424785302;12.72;2.183333333;25.97916667;69.5025;7.63074989002944;2.29067474855854;2.3321053121312;8.96662995205844;4.54785004697928;2.61346403212015;6.27167034904371;38.4488097486417;18.6625655955118;28.4158122488076;37.5133333868932;2.39780194723282
781;BGM-1080;7;7;5;5;2;5;4;5;4;1;1;5;0;2;7;7;5;1;1;1;3;2;2;2;7;0;2;0;4;3;3;5;90;13.94;4.08;3.414425777;21.54;2.796666667;23.16666667;60.76666667;7.91419000285762;2.06925494828223;2.10027952924642;8.08798789202202;3.72746590554028;3.71756109740565;5.04909263754544;34.1461103013169;15.21939896965;10.4929970610186;56.9120013165279;1.61011375436984
786;BGM-1087;5;7;5;9;3;8;1;5;3;1;1;5;1;5;7;7;5;1;2;1;2;2;1;2;7;0;3;0;4;3;2;5;110;14.28;4.48;3.200034473;25.02;2.286666667;25.01666667;72.1;7.91419000285762;2.4107125267702;2.35730914532696;8.96662995205844;3.66248260334077;3.80089791348933;5.87151348059538;34.2740882429019;19.5022241696462;20.9424414589891;50.3575455911034;1.87449441308731
798;BGM-1115;5;5;5;3;2;6;3;5;4;2;1;3;1;5;3;3;5;1;1;2;3;2;2;2;7;5;2;0;3;3;1;5;70;17.7;2.26;8.050116627;25;21.72666667;24.42416667;61.2025;4.28434784825581;2.10980735003457;1.74113844911113;8.96662995205844;3.13244944963967;4.01586656604047;4.58068039702118;33.5872244217184;12.7598210248282;13.6520391066639;45.8405461780616;1.55788016342102
806;BGM-1124;5;7;5;9;3;6;2;3;3;1;1;3;1;5;3;3;3;1;1;2;1;0;2;2;7;3;3;0;4;3;3;5;0;13.78;4.18;3.303522484;19.66;2.783333333;23;49.46;5.4922059707403;2.06925494828223;2.05804315090305;9.3875486313548;4.11711740532223;2.8826520049917;5.24651232836271;33.6808217858483;17.7810078627271;30.2840163769166;38.1096619742678;2.13027956293031
810;BGM-1128;5;3;5;3;2;3;4;3;4;4;1;3;1;5;7;3;5;1;2;1;2;2;1;1;7;5;2;1;4;3;1;5;100;13.92;4.9;2.880842888;18.22;2.59;26.05555556;67.40666667;3.94127484563061;1.9655047426304;2.11302571509399;8.96662995205844;3.70335234398892;4.13257114300066;5.7409872469984;33.1691033451728;19.3922141065578;19.8058293458971;47.2117927181263;1.78987801169542
811;BGM-1130;3;5;5;3;3;6;1;3;4;3;1;5;1;2;3;7;5;1;1;1;2;1;2;3;7;5;1;0;4;3;3;5;90;13.24;4.28;3.098854701;27.78;1.136666667;8.5;40.02;3.55476809797119;2.06925494828223;2.05804315090305;9.88502202097054;3.90694359732941;3.17195862792848;5.73768076848485;30.4635060219196;13.5897734876229;14.444843676484;35.4136335765321;1.83277234289355
816;BGM-1137;7;7;5;7;3;7;1;5;2;4;3;5;1;5;1;3;5;1;3;1;3;2;2;3;3;5;2;1;3;3;3;7;100;13.72;3.7;3.739951834;13.66;2.276666667;23.61111111;57.65222222;7.73875273276455;1.95837786206749;1.80071471413192;8.45438310456495;2.88551197529327;3.80330060528556;4.65833288907509;33.8614130975362;11.334967591305;12.0252507890793;41.1042070318275;1.92752385020537
822;BGM-1143;7;9;9;9;3;9;3;7;4;2;3;5;0;5;1;7;5;1;1;1;2;0;2;1;7;5;3;0;4;3;1;5;60;12.14;2.76;4.465533844;14.4;2.29;17.41666667;53.09666667;8.02312240181826;2.45004599174023;2.11350359478102;8.96662995205844;2.8827960039888;3.16486689912392;3.68477286416533;31.3253677630918;10.1529460894024;14.4130526503619;36.9162370162006;2.01170804681095
832;BGM-1158;7;3;5;5;3;5;4;3;4;4;3;5;0;5;7;3;5;1;2;1;2;2;2;1;7;3;3;1;3;3;1;5;80;10.58;3.18;3.316685642;18.28;3.723333333;24.10833333;56.855;7.99387861463067;1.89121227110681;2.15760156015895;8.96662995205844;2.44543165877485;4.14958114227013;5.64008218587905;36.6555420184735;17.1406042671232;27.6894931443062;29.9282667381745;2.01334650878294
835;BGM-1161;3;7;3;5;3;7;2;5;4;4;1;3;0;2;3;7;5;1;1;1;2;2;2;2;7;5;3;0;4;7;1;5;100;10.46;3.58;2.930390721;15.96;2.353333333;17.2;49.10666667;6.18753892481935;2.06925494828223;1.94449156762741;8.7809844737101;4.03559442651072;3.81215837400948;4.75397246854086;30.2311071031198;16.3726013813076;16.1950409707775;44.6280010064239;1.88863769646752
837;BGM-1163;7;1;5;3;3;6;1;3;4;2;1;3;1;5;3;3;3;1;2;1;3;3;1;2;7;5;3;1;4;7;2;5;100;12.64;2.9;4.368696259;12.42;1.483333333;21.33333333;71.39;5.23428806794347;2.19936538912751;2.05804315090305;10.0014078115207;4.40595156923755;3.52213381970538;6.94861687786106;37.7795933400885;24.5660030889626;25.9748668905762;48.4220884627168;2.21369722302335
838;BGM-1164;5;9;5;5;3;8;1;5;1;4;3;5;0;9;7;7;5;1;1;1;3;1;2;1;3;0;3;0;4;3;2;7;100;14.78;2.48;5.948809524;19.66;2.93;24.81583333;65.3375;7.90883835820645;2.17062913142352;2.03133810572123;8.96662995205844;3.35770425213103;2.95682249100835;5.77723650392094;33.4805841262312;21.9568104896056;22.1630587006128;47.8628702992592;2.36926858842327
841;BGM-1168;3;3;5;3;2;8;2;3;4;2;3;5;0;6;3;3;5;1;2;1;2;2;2;2;3;5;3;0;4;3;2;5;90;16.88;1.94;9.096052631;19.44;2.603333333;30.05;61.09;8.01425656673363;1.91479355473949;2.02747241924085;8.96662995205844;3.50784386293378;3.14803301813973;4.42953799419777;35.2317608284573;12.1483327558865;15.0667576467837;48.2469791713897;1.81111155937534
845;BGM-1176-M;7;7;3;5;2;5;4;5;3;2;1;1;0;5;3;7;3;2;2;1;3;3;2;3;7;5;3;1;3;3;1;5;100;12.6;3.28;3.848156879;15.22;1.34;30;53.46666667;4.46558299193029;2.06925494828223;2.05804315090305;8.96662995205844;5.35772094231157;3.47717446377831;5.5484603895097;34.0090730545939;20.8088297580865;20.1340869652353;51.5605226016404;1.96745222371968
847;BGM-1178;3;1;5;3;2;3;4;3;4;1;2;5;1;5;3;3;3;2;2;1;3;2;1;2;7;3;2;1;3;3;2;7;80;22.88;4.78;4.793563652;27.44;2.666666667;27.11111111;55.68666667;8.01580471228701;2.06925494828223;2.20934007484608;8.78612942392794;4.2017716801926;3.36315429047204;5.11763777389646;35.077906985992;15.8249243375617;20.693889916461;44.2558560578323;1.85450757280898
852;BGM-1185;5;5;5;3;2;3;4;7;4;1;1;5;1;5;3;3;5;1;1;1;3;3;2;3;7;5;3;1;3;7;2;7;70;19.76;5;3.959126941;26.52;1.936666667;26;54.98222222;8.02729579745976;2.06925494828223;1.92646326926305;8.86936893081212;3.64935935225652;3.00261738984143;4.57768541401615;35.196720451868;14.0176792060257;16.5534442324668;43.5372516718363;2.05848719762351
856;BGM-1190;9;3;5;3;3;6;1;5;3;4;2;5;1;2;3;3;5;1;3;1;2;2;1;2;7;5;3;1;4;7;2;7;100;15;6.22;2.412933934;17.14;2.053333333;23.44444445;56.25555556;8.04981962874677;2.06925494828223;1.92646326926305;8.66868234766261;3.03004587733856;3.53958794309551;4.47656177635275;31.6995522687161;14.6600928480944;14.3645533006627;50.6238783217854;1.86187255846058
857;BGM-1191;7;9;7;9;3;9;3;5;4;4;2;5;0;5;1;3;5;1;3;1;1;1;1;2;7;3;3;1;4;7;1;7;80;9.3;2.8;3.354560745;9.92;1.04;26;59.35666667;7.83904771723508;2.06925494828223;2.05804315090305;8.7096332689117;4.0561805059026;3.25676148994969;4.26062994458771;32.2308281217412;13.9063520869355;12.9033451791023;52.1245893855629;2.04516523977188
861;BGM-1198;3;2;5;3;3;9;3;3;4;2;2;5;1;5;1;3;5;1;1;1;2;3;1;1;7;5;2;1;3;5;1;5;80;14.26;4.1;3.483813571;21.86;4.023333333;23.25;62.71916667;7.94498522283648;2.06925494828223;2.04371373705309;8.53413233800477;3.90978972687616;4.29321948656362;4.21763246252175;32.8490795341984;12.8675093827689;17.0166060611465;41.0558916149304;1.92261228885236
865;BGM-1206;7;7;3;7;2;5;4;5;4;1;1;7;1;5;3;3;5;1;2;1;3;3;2;2;7;3;3;0;3;7;1;7;110;18.3;5.1;3.591108977;22.02;1.67;29;46.96;7.42113941238102;2.06925494828223;1.92646326926305;8.93045873275188;3.87300032931023;4.05352270833357;6.05832680095108;34.0400861693807;19.2785684855144;20.2011279519362;46.8505361768397;2.1255024800236
868;BGM-1212;7;5;3;7;3;5;4;7;4;1;1;3;1;5;1;3;3;1;2;1;3;2;2;2;7;0;3;0;3;5;2;5;95;13.08;3.84;3.409147787;19.08;3.273333333;46;39.76;7.83904771723508;2.06925494828223;2.05804315090305;8.89631535447858;4.90025978809338;3.46602630821753;4.97667155708885;35.7688182121264;12.092678994011;17.6332714186073;33.9097265564452;1.84100793995318
869;BGM-1213;5;5;5;3;3;9;2;5;4;1;3;3;0;5;1;3;5;1;2;1;2;3;2;4;7;3;3;1;3;3;2;7;90;11.92;2.94;4.071787029;17.6;3.48;28.84583333;61.32333333;7.67672005026208;2.21345363001435;2.13040310397669;8.96662995205844;4.31155070074475;4.21214720018964;6.5725212126096;37.1458346507122;18.2297830203753;16.171115884032;52.5093603229469;1.91417406984168
872;BGM-1218;9;5;5;3;2;8;1;3;1;3;1;3;1;5;3;3;5;1;3;1;1;0;1;2;7;5;3;1;3;7;2;5;0;12.9;4.16;3.108415561;15.74;2.163333333;35;43.08333333;7.83904771723508;2.06925494828223;2.05804315090305;9.2144246400168;3.13034181634765;3.83163838171645;5.23469253309646;30.9015197373692;9.95848828534661;19.0297630172286;35.1254617875678;1.63987777161911
877;BGM-1224;5;7;5;5;3;8;2;5;4;4;2;3;1;5;3;3;5;1;1;1;2;3;1;4;7;3;3;0;3;3;3;5;80;12.1;2.8;4.328818345;14.46;4.25;32;103.6666667;7.8750049553517;2.2052729842642;2.05804315090305;8.96662995205844;4.03559442651072;3.67847119439281;5.86698298306904;32.4403863034237;19.3930618262221;24.259958129729;31.8572809270771;2.04129899913209
888;BGM-1252;7;5;5;3;3;7;1;5;1;1;1;5;1;2;7;3;5;2;2;1;3;2;2;2;3;0;3;1;4;7;3;5;100;17.3;5.26;3.2947447;25.4;1.883333333;20.41666667;53.57;4.36656275727858;2.06925494828223;1.87757085363359;10.1398476253043;2.97014121250386;3.93876842939728;5.30388040273026;36.1868025158068;11.7619821485271;11.1677318791401;40.7247030889499;1.66416455002277
889;BGM-1253;5;1;5;3;1;3;4;3;4;2;1;5;0;5;7;3;5;1;1;1;3;3;1;2;7;3;3;0;4;3;1;5;90;14.42;3.62;4.007118756;15.66;1.983333333;29.875;66.44416667;5.82133862897337;2.17903975766871;1.98154635112186;8.96662995205844;4.74380111464634;3.77668104512722;7.12814111979459;31.6059259359521;32.4122488093949;21.428541969249;58.6004217778479;1.74733340451535
891;BGM-1255;5;2;5;3;2;5;2;3;4;1;1;3;0;3;7;7;3;1;1;2;3;3;2;2;7;5;2;1;3;3;2;3;100;18.18;5.74;3.16976716;24.22;1.963333333;21.375;49.9075;6.7179047795924;2.06925494828223;1.68932436045952;7.79519465216972;3.71732797799131;3.96225363847862;4.46015343550052;33.7469636841479;12.7585863790121;9.1575354043203;53.7750388812158;1.32720811242836
892;BGM-1257;7;9;5;7;3;6;2;5;3;4;2;5;0;5;7;3;5;1;2;2;4;2;2;2;7;3;3;1;4;3;3;7;90;14.92;4.1;3.719045882;22.5;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.05950273088408;2.05804315090305;9.41614822104933;4.03559442651072;4.10327410106103;5.86067197375289;34.0114332475749;18.7631359734502;18.5215418457546;42.0716993125576;2.17275673264388
902;BGM-1270;7;5;5;3;3;6;1;5;1;3;1;5;1;6;3;3;3;1;1;1;3;3;2;2;3;5;3;0;3;7;2;7;80;16.34;2.66;6.480885485;22.38;0.953333333;33.33333333;56.45;6.41045500165163;2.06925494828223;2.05804315090305;8.11332053779397;4.25981349743441;3.37456396047248;4.83687780059212;34.0558823146361;14.830250720348;12.1490885446165;52.03933242928;1.79242879275501
912;BGM-1283;3;3;5;3;2;6;1;3;1;1;1;3;1;2;3;3;5;1;2;1;3;0;1;2;3;5;3;0;4;7;2;5;80;14.66;5.92;2.476130478;29.84;1.983333333;27.66666667;82.09333333;8.40320822105775;2.05950273088408;2.05804315090305;8.54584575131628;3.63164157617246;3.92576888996952;6.83440812430788;34.6201282470489;22.7945503118293;20.3400559583854;47.0925119035762;1.69610590499695
915;BGM-1286;5;3;5;3;3;9;3;3;4;1;2;3;0;5;1;3;5;1;2;1;2;0;2;2;7;5;2;0;4;3;2;5;80;13.88;3.92;3.554475962;18.06;2.61;27.66666667;48.33222222;7.83904771723508;1.70481027825213;1.98355617606938;8.96662995205844;3.53979331811207;3.95504475877891;3.86568248643609;33.1875355530471;9.27221558951989;12.2434653636611;43.9753887683577;1.5661549069856
923;BGM-1295;9;9;5;3;3;9;2;5;4;4;2;5;1;5;7;3;5;1;2;1;2;1;2;2;7;0;2;0;3;5;3;3;90;14.74;2.94;5.118286224;16.32;2.2;37.33333333;62.02666667;6.18753892481935;1.88223774571442;1.76589304048162;9.8619677066327;4.03559442651072;3.67642403512435;5.75782787329491;36.5541398290088;16.6756741712591;12.7460171618685;55.0965282671655;1.79949680957498
928;BGM-1303;5;1;5;3;2;7;2;3;3;3;1;5;0;5;3;3;5;1;2;2;2;2;2;1;7;3;3;0;4;3;2;3;90;13.16;2.68;4.899522145;18.44;2.09;17.66666667;44.33;7.78461574308053;2.06925494828223;2.14438482864083;8.96662995205844;4.03559442651072;3.92636135490806;4.86354707733825;34.2065075971324;13.2323007605769;14.1488234344897;37.5013411037947;1.73802979126065
930;BGM-1305;5;3;5;3;3;7;1;3;3;3;1;5;1;5;3;7;5;2;2;1;2;3;1;2;7;3;3;1;4;3;3;5;130;12.06;4.28;2.812881767;17.16;3.006666667;33.70833333;66.1075;7.98219305145881;1.96381407391404;2.35023657004871;8.96662995205844;2.91839213720375;4.22014954891401;5.7394909404407;34.9404441690591;16.5023342837121;25.2524037073823;37.1444572803092;1.99909609197053
932;BGM-1308;5;3;5;3;3;6;2;3;1;1;1;5;0;2;3;3;5;2;1;1;2;2;2;2;3;5;2;1;3;3;1;3;100;13.62;4.08;3.341637631;19.98;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;2.06925494828223;2.05804315090305;8.90720130208426;4.03559442651072;3.24393225930617;4.10940135675075;36.8515094119095;8.77020094070987;22.1581132298961;32.7282495680209;1.91837130376236
938;BGM-1315;3;5;3;5;3;7;2;5;3;1;1;5;1;5;3;7;5;1;2;1;3;2;2;2;7;0;2;0;4;3;1;3;60;16.42;4.58;3.616452539;24.82;2.09;29.625;51.87416667;3.74050280768085;2.22975880896121;1.97607309029321;8.96662995205844;6.23141001272167;3.26725485201837;6.6649153181233;35.9621884436277;23.378913029365;26.3369998215649;49.0666823556963;1.99498412357645
942;BGM-1319;7;3;5;3;1;4;1;3;2;2;1;5;1;5;7;3;5;1;1;1;3;2;2;2;3;5;2;1;3;5;2;3;90;12.08;4.26;2.88984127;16.42;3.443333333;26.66666667;61.26666667;6.18753892481935;1.88223774571442;1.90733144327313;8.6343215356939;4.03559442651072;3.82033621845058;3.92105690961711;33.2805144453907;9.8415910836793;13.1900404040659;45.1462527943441;1.66668982013447
944;BGM-1323;9;3;5;3;2;7;1;5;3;1;1;5;1;5;3;3;5;1;4;1;2;2;2;2;7;5;3;0;4;3;1;3;110;14.02;5.7;2.458535851;23.98;4.08;36.95;57.90833333;6.9089554466907;2.06925494828223;1.92054272580036;8.28509980871067;4.51116215460585;3.34339541670046;5.10946791322516;36.549708117179;13.9836117556054;16.9408066266689;41.5916056432651;1.72646336943195
946;BGM-1325;7;7;5;5;1;7;1;5;1;1;1;3;1;3;3;7;5;1;2;1;3;2;2;3;3;5;3;0;4;3;3;5;100;13.14;3.06;4.307797619;17.26;2.713333333;33;60.02666667;7.08469085648495;2.06925494828223;2.00294642584932;10.4253155075542;3.47447671168515;3.97417750268493;4.3558734577178;37.2421764898181;12.3857472647582;29.9731205759254;34.9760273101973;1.80319939333284
948;BGM-1327;7;3;5;3;3;9;3;3;4;2;1;5;1;5;3;7;5;1;4;1;1;0;1;4;7;5;3;0;4;7;2;3;0;16.08;4.52;3.561243961;23.62;2.123333333;17.55555555;44.83222222;7.11595301589572;2.06925494828223;2.06790167205456;8.79758163030648;2.38752860326679;2.89612963850207;2.911448381772;29.7718074746328;5.73452806620807;12.1513088811048;25.5771808361064;1.92501780078259
960;BGM-1344;7;7;5;3;3;7;2;5;1;3;1;5;1;2;3;7;5;1;1;1;2;1;2;1;3;5;3;1;3;7;1;5;90;18;4.02;4.515457158;21.56;2.326666667;17.66666667;60.25777778;4.30916874730883;2.06925494828223;1.92646326926305;8.86167097086316;3.07374322516663;3.73920443771255;4.73282262948315;33.1079672068416;11.3210283178544;13.5642393673934;42.7501657039377;1.76801555574081
969;BGM-1355;5;5;5;3;3;9;3;5;4;3;2;5;1;5;3;3;5;1;2;1;3;3;1;2;7;0;1;1;3;3;1;5;60;10.4;3.98;2.618901099;10.72;1.13;28.88888889;63.89555556;4.30823119780953;2.06925494828223;1.87320805157354;8.96662995205844;3.19256957857849;3.6906175438045;4.99068253302497;29.6424391105467;14.9456553715948;12.861972801898;54.4532990884497;1.55371743013256
973;BGM-1360;3;3;5;3;3;7;1;3;1;1;1;5;1;5;3;3;5;1;2;1;2;1;2;3;3;3;3;1;4;3;2;5;70;18.94;5.62;3.365071581;25.04;2.306666667;36.44444444;60.65777778;3.44237583478212;1.92933706750454;2.10107380113679;8.96662995205844;3.47238587122808;3.28676581615387;4.04414450255824;34.8961060413591;10.0713247779006;14.1717253162432;39.3696859377249;1.72814195317886
974;BGM-1361;7;7;5;5;2;5;2;5;4;1;1;3;1;5;3;7;5;1;1;2;1;2;2;3;7;5;2;0;3;3;1;5;0;14.9;3.24;4.809406421;24.34;1.19;24.33333333;66.09;3.42616118943101;2.05950273088408;2.05804315090305;9.82141765826152;4.68684662617406;2.29027296136694;5.76374344865373;35.7516600717117;21.6509122884698;24.5484171122172;46.5882069374505;2.42508790348658
975;BGM-1362;5;7;3;5;2;3;3;5;4;3;1;3;0;5;7;7;5;1;2;1;2;2;1;2;7;5;3;1;3;3;2;5;80;15.62;5.08;3.080812189;22.48;2.793333333;32.5;53.75416667;3.83326298243854;2.09920667240941;2.00354501860976;7.69589572424176;5.40404296432744;4.13949886200201;5.44102720226206;35.8670192225022;14.2748170930197;16.5648105108536;40.3470962444561;1.77457750548531
994;BGM-1386;7;2;5;3;2;7;1;3;1;3;1;5;1;5;3;3;5;1;2;1;1;0;1;4;3;0;3;0;3;3;3;3;0;19.52;5.28;3.702147523;26.08;3.593333333;29.45555556;67.98777778;7.981651047062;2.06925494828223;2.08404752619304;8.51066655933633;4.28451318167794;2.9347814823866;5.02254101411965;34.7975240287781;17.5816880847648;18.6727915323757;48.0067089962116;1.80861494583463
